pass2_index,assigned_agent,paper_id,paper_title,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
160,1,3398775966329218087,Efficient Two-Layered Monitor for Partially Synchronous Distributed Systems (Technical Report),HIGH,B1,Efficient Two-Layered Monitor for Partially Synchronous Distributed Systems (Technical Report),arxiv:2007.13030,"Monitoring distributed systems to ensure their correctness is a challenging and expensive but essential problem. It is challenging because while execution of a distributed system creates a partial order among events, the monitor will typically observe only one serialization of that partial order. This means that even if the observed serialization is consistent with the system specifications, the monitor cannot assume that the system is correct because some other unobserved serialization can be inconsistent with the system specifications. Existing solutions that guarantee identification of all such unobserved violations require some combination of lots of time and large clocks, e.g. O(n) sized Vector Clocks. We present a new, efficient two-layered monitoring approach that overcomes both the time and space limitations of earlier monitors. The first layer is imprecise but efficient and the second layer is precise but (relatively) inefficient. We show that the combination of these two layers reduces the cost of monitoring by 85-95%. Furthermore, the two-layered monitor permits the use of O(1) sized Hybrid Logical Clocks.",high,B1,1,B1=high,B1=A cheap imprecise monitor filters events before a precise second layer checks possible unobserved violations using compact HLCs.,,B1=true,primary_assignment,"Vidhya Tekken Valapil, Sandeep Kulkarni, Eric Torng, Gabe Appleton",2020,arxiv:2007.13030,arxiv:2007.13030,3398775966329218087,,27-unobserved | 34-vector-clocks,,,B1,true,false,false,false,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q04-logical.json | b1/raw-q10-causal-diagnosis.json | b1/raw-q11-foundational.json | b1/raw-q14-lamport-exact.json | b2/raw-q03-causality.txt | b2/raw-q13-foundations.txt | b3/raw-q27-unobserved.json | b3/raw-q34-vector-clocks.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q40-found-clocks.json,b1/assigned-paper-manifest.jsonl | b1/triage.jsonl
165,1,5696522870327739321,Scenic: A Language for Scenario Specification and Data Generation,MEDIUM,B8,Scenic: A Language for Scenario Specification and Data Generation,arxiv:2010.06580,"We propose a new probabilistic programming language for the design and analysis of cyber-physical systems, especially those based on machine learning. Specifically, we consider the problems of training a system to be robust to rare events, testing its performance under different conditions, and debugging failures. We show how a probabilistic programming language can help address these problems by specifying distributions encoding interesting types of inputs, then sampling these to generate specialized training and test data. More generally, such languages can be used to write environment models, an essential prerequisite to any formal analysis. In this paper, we focus on systems like autonomous cars and robots, whose environment at any point in time is a 'scene', a configuration of physical objects and agents. We design a domain-specific language, Scenic, for describing scenarios that are distributions over scenes and the behaviors of their agents over time. As a probabilistic programming language, Scenic allows assigning distributions to features of the scene, as well as declaratively imposing hard and soft constraints over the scene. We develop specialized techniques for sampling from the resulting distribution, taking advantage of the structure provided by Scenic's domain-specific syntax. Finally, we apply Scenic in a case study on a convolutional neural network designed to detect cars in road images, improving its performance beyond that achieved by state-of-the-art synthetic data generation methods.",medium,B8,1,B8=medium,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,2020,2010.06580 | 5696522870327739321 | arxiv:2010.06580,arxiv:2010.06580,5696522870327739321,,,,,B8,false,false,false,false,b8/expansion-canonical-registry.json | b8/expansion-registry.json,b8/expansion-triage.jsonl
170,1,8719322406008491570,Scheduling Real-time Deep Learning Services as Imprecise Computations,MEDIUM,B6,Scheduling Real-time Deep Learning Services as Imprecise Computations,arxiv:2011.01112,"The paper presents an efficient real-time scheduling algorithm for intelligent real-time edge services, defined as those that perform machine intelligence tasks, such as voice recognition, LIDAR processing, or machine vision, on behalf of local embedded devices that are themselves unable to support extensive computations. The work contributes to a recent direction in real-time computing that develops scheduling algorithms for machine intelligence tasks with anytime prediction. We show that deep neural network workflows can be cast as imprecise computations, each with a mandatory part and (several) optional parts whose execution utility depends on input data. The goal of the real-time scheduler is to maximize the average accuracy of deep neural network outputs while meeting task deadlines, thanks to opportunistic shedding of the least necessary optional parts. The work is motivated by the proliferation of increasingly ubiquitous but resource-constrained embedded devices (for applications ranging from autonomous cars to the Internet of Things) and the desire to develop services that endow them with intelligence. Experiments on recent GPU hardware and a state of the art deep neural network for machine vision illustrate that our scheme can increase the overall accuracy by 10%-20% while incurring (nearly) no deadline misses.",medium,B6,1,B6=medium,"B6=The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.",B6=It offers a concrete localization or measurement pattern for runtime observability around an inference episode.,B6=false,primary_assignment,,,arxiv:2011.01112,arxiv:2011.01112,8719322406008491570,,q10,,false,B6,false,false,false,false,b4/raw-retrieval/q11-deadline-aware-scheduling-robotic.json | b4/raw-retrieval/q14-real-time-DNN-inference.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.jsonl | b6/raw-retrieval/q010.json,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
175,1,arxiv:2012.05172,Robust Improvement of the Age of Information by Adaptive Packet Coding,MEDIUM,B5,Robust Improvement of the Age of Information by Adaptive Packet Coding,arxiv:2012.05172,,medium,B5,1,B5=medium,"B5=The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.",B5=It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.,B5=true,expansion_round_1,"Maice Costa, Yalin Sagduyu, Tugba Erpek, Muriel Médard",,,arxiv:2012.05172,,,,,,B5,false,false,false,false,b5/evidence-digest.jsonl,b5/expansion/expansion-triage.jsonl
180,1,6884626590779707496,Interrupting Real-Time IoT Tasks: How Bad Can It Be to Connect Your Critical Embedded System to the Internet?,HIGH,B7,Interrupting Real-Time IoT Tasks: How Bad Can It Be to Connect Your Critical Embedded System to the Internet?,arxiv:2102.05559,"Embedded systems have been used to control physical environments for decades. Usually, such use cases require low latencies between commands and actions as well as a high predictability of the expected worst-case delay. To achieve this on small, low-powered microcontrollers, Real-Time Operating Systems (RTOSs) are used to manage the different tasks on these machines as deterministically as possible. However, with the advent of the Internet of Things (IoT) in industrial applications, the same embedded systems are now equipped with networking capabilities, possibly endangering critical real-time systems through an open gate to interrupts. This paper presents our initial study of the impact network connections can have on real-time embedded systems. Specifically, we look at three aspects: The impact of network-generated interrupts, the overhead of the related networking tasks, and the feasibility of sharing computing resources between networking and real-time tasks. We conducted experiments on two setups: One treating NICs and drivers as black boxes and one simulating network interrupts on the machines. The preliminary results show that a critical task performance loss of up to 6.67% per received packet per second could be induced where lateness impacts of 1% per packet per second can be attributed exclusively to ISR-generated delays.",high,B7,1,B7=high,"B7=Measures network-generated interrupt, networking-task, and shared-resource effects on embedded real-time tasks using black-box and simulated NIC setups.",B7=It quantifies how much lateness can be attributed specifically to ISR-generated delays in connected hardware loops.,B7=true,primary_assignment,,,arxiv:2102.05559,arxiv:2102.05559,6884626590779707496,,,,,B7,false,false,false,false,b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q29-adjacent-embedded.json,b7/abstract-triage.jsonl
185,1,arxiv:2103.01314,SWP: Microsecond Network SLOs Without Priorities,HIGH,B4,SWP: Microsecond Network SLOs Without Priorities,arxiv:2103.01314,"The increasing use of cloud computing for latency-sensitive applications has sparked renewed interest in providing tight bounds on network tail latency. Achieving this in practice at reasonable network utilization has proved elusive, due to a combination of highly bursty application demand, faster link speeds, and heavy-tailed message sizes. While priority scheduling can be used to reduce tail latency for some traffic, this comes at a cost of much worse delay behavior for all other traffic on the network. Most operators choose to run their networks at very low average utilization, despite the",high,B4,1,B4=high,B4=tail; schedule; networking,"B4=Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.",B4=true,expansion_round_1,,,,arxiv:2103.01314,,,,,,B4,false,false,false,false,b4/expansion/expansion-followup-manifest.jsonl,b4/expansion/expansion-followup-triage.jsonl
190,1,5115719117658188802,Stream Processing With Dependency-Guided Synchronization (Extended Version),HIGH,B2,Stream Processing With Dependency-Guided Synchronization (Extended Version),arxiv:2104.04512,"Real-time data processing applications with low latency requirements have led to the increasing popularity of stream processing systems. While such systems offer convenient APIs that can be used to achieve data parallelism automatically, they offer limited support for computations that require synchronization between parallel nodes. In this paper, we propose *dependency-guided synchronization (DGS)*, an alternative programming model for stateful streaming computations with complex synchronization requirements. In the proposed model, the input is viewed as partially ordered, and the program con",high,B2,1,B2=high,B2=Synchronizes distributed stream operators using explicit data-dependency information.,B2=Provides dependency metadata for ordering and correlating observation-stream transformations.,B2=true,primary_assignment,Konstantinos Kallas | Filip Niksic | Caleb Stanford | Rajeev Alur,2021,arxiv:2104.04512,arxiv:2104.04512,5115719117658188802,cs.DC | cs.PL,q10-streams,semantic-search,general,B2,false,false,false,false,b2/raw-q10-streams.txt | b2/registry-final.json | b2/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q08-syn-exactly-once.json | b5/raw-retrieval/q11-syn-event-time.json | b5/raw-retrieval/q27-failure-stream.json | b5/raw-retrieval/q42-found-stream.json,b2/triage-final.jsonl | b2/triage.jsonl
195,1,4552202797036032393,Real-Time Guarantees for Critical Traffic in IEEE 802.1Qbv TSN Networks with Unscheduled and Unsynchronized End-Systems,MEDIUM,B5,Real-Time Guarantees for Critical Traffic in IEEE 802.1Qbv TSN Networks with Unscheduled and Unsynchronized End-Systems,arxiv:2105.01641,"Time-Sensitive Networking (TSN) aims to extend the IEEE 802.1Q Ethernet standard with real-time and time-aware capabilities. Each device's transmission of time-critical frames is done according to a so-called Gate Control List (GCL) schedule via the timed-gate mechanism described in IEEE 802.1Qbv. Most schedule generation mechanisms for TSN have a constraining assumption that both switches and end-systems in the network must have at least the TSN capabilities related to scheduled gates and time synchronization. However, many TSN networks use off-the-shelf end-systems, e.g., for providing sensor data, which are not scheduled and/or synchronized. In this paper, we propose a more flexible scheduling strategy that considers a worst-case delay analysis within the scheduling synthesis step, leveraging the solution's optimality to support TSN networks with unscheduled and unsynchronized end-systems while still being able to guarantee bounded latency for critical messages. Our method enables real-world systems that feature off-the-shelf microcontrollers and sensor nodes without TSN capabilities connected to state-of-the-art TSN networks to communicate critical messages in a real-time fashion. We evaluate our approach using both synthetic and real-world test cases, comparing it with existing scheduling mechanisms. Furthermore, we use OMNET++ to validate the generated GCL schedules.",medium,B5,1,B5=medium,"B5=The abstract evaluates middleware, QoS, publish-subscribe, transport, or communication-stack behavior that affects delivery correctness.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",B5=true,primary_assignment,"Mohammadreza Barzegaran, Niklas Reusch, Luxi Zhao, Silviu S. Craciunas, Paul Pop",,arxiv:2105.01641,arxiv:2105.01641,4552202797036032393,,q31-adj-tsn,,,B5,false,false,false,false,b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q31-adj-tsn.json,b5/abstract-triage.jsonl
200,1,1538039956289789092,Contention-Aware GPU Partitioning and Task-to-Partition Allocation for Real-Time Workloads,HIGH,B6,Contention-Aware GPU Partitioning and Task-to-Partition Allocation for Real-Time Workloads,arxiv:2105.10312,"In order to satisfy timing constraints, modern real-time applications require massively parallel accelerators such as General Purpose Graphic Processing Units (GPGPUs). Generation after generation, the number of computing clusters made available in novel GPU architectures is steadily increasing, hence, investigating suitable scheduling approaches is now mandatory. Such scheduling approaches are related to mapping different and concurrent compute kernels within the GPU computing clusters, hence grouping GPU computing clusters into schedulable partitions. In this paper we propose novel techniques to define GPU partitions; this allows us to define suitable task-to-partition allocation mechanisms in which tasks are GPU compute kernels featuring different timing requirements. Such mechanisms will take into account the interference that GPU kernels experience when running in overlapping time windows. Hence, an effective and simple way to quantify the magnitude of such interference is also presented. We demonstrate the efficiency of the proposed approaches against the classical techniques that considered the GPU as a single, non-partitionable resource.",high,B6,1,B6=high,"B6=The abstract describes concurrent accelerator workloads and resource isolation, partitioning, or interference-aware scheduling as the latency mechanism.",B6=It provides a basis for distinguishing accelerator contention and interference from intrinsic model latency.,B6=true,primary_assignment,"Houssam-Eddine Zahaf, Ignacio Sanudo Olmedo, Jayati Singh, Nicola Capodieci, Sebastien Faucou",,arxiv:2105.10312,arxiv:2105.10312,1538039956289789092,cs.DC | cs.SY | eess.SY,q28,firecrawl research search-papers,false,B6,false,true,false,false,b4/raw-retrieval/q24-scheduling-interference-accelerator.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q28-adjacent-hpc.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
205,1,2072797703209355573,May I Take Your Order? On the Interplay Between Time and Order in Process Mining,HIGH,B1,May I Take Your Order? On the Interplay Between Time and Order in Process Mining,arxiv:2107.03937,"Process mining starts from event data. The ordering of events is vital for the discovery of process models. However, the timestamps of events may be unreliable or imprecise. To further complicate matters, also causally unrelated events may be ordered in time. The fact that one event is followed by another does not imply that the former causes the latter. This paper explores the relationship between time and order. Moreover, it describes an approach to preprocess event data having timestamp-related problems. This approach avoids using accidental or unreliable orders and timestamps, creates partial orders to capture uncertainty, and allows for exploiting domain knowledge to (re)order events. Optionally, the approach also generates interleavings to be able to use existing process mining techniques that cannot handle partially ordered event data. The approach has been implemented using ProM and can be applied to any event log.",high,B1,1,B1=high,B1=Process-mining methods model how uncertain event time and observed order interact when reconstructing executions from logs.,,B1=true,primary_assignment,"Wil M. P. van der Aalst, Luis Santos",2021,arxiv:2107.03937,arxiv:2107.03937,2072797703209355573,,,,,B1,true,false,false,false,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q05-uncertainty.json,b1/assigned-paper-manifest.jsonl | b1/triage.jsonl
210,1,5588074556690327246,Federated Learning with Correlated Data: Taming the Tail for Age-Optimal Industrial IoT,HIGH,B5,Federated Learning with Correlated Data: Taming the Tail for Age-Optimal Industrial IoT,arxiv:2108.07504,"While information delivery in industrial Internet of things demands reliability and latency guarantees, the freshness of the controller's available information, measured by the age of information (AoI), is paramount for high-performing industrial automation. The problem in this work is cast as a sensor's transmit power minimization subject to the peak-AoI requirement and a probabilistic constraint on queuing latency. We further characterize the tail behavior of the latency by a generalized Pareto distribution (GPD) for solving the power allocation problem through Lyapunov optimization. As each sensor utilizes its own data to locally train the GPD model, we incorporate federated learning and propose a local-model selection approach which accounts for correlation among the sensor's training data. Numerical results show the tradeoff between the transmit power, peak AoI, and delay's tail distribution. Furthermore, we verify the superiority of the proposed correlation-aware approach for selecting the local models in federated learning over an existing baseline.",high,B5,1,B5=high,"B5=The abstract exposes timing, deadline, timestamp, sequence, causal, or clock-synchronization mechanisms relevant to transport attribution.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",B5=true,primary_assignment,"Chen-Feng Liu, Mehdi Bennis",,arxiv:2108.07504,arxiv:2108.07504,5588074556690327246,,q19-mech-freshness,,,B5,false,false,false,false,b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q19-mech-freshness.json,b5/abstract-triage.jsonl
215,1,7336347361110254619,Modeling and Control of bittide Synchronization,MEDIUM,B1,Modeling and Control of bittide Synchronization,arxiv:2109.14111,"Distributed system applications rely on a fine-grain common sense of time. Existing systems maintain the common sense of time by keeping each independent machine as close as possible to wall-clock time through a combination of software protocols like NTP and GPS signals and/or precision references like atomic clocks. This approach is expensive and has tolerance limitations that require protocols to deal with asynchrony and its performance consequences. Moreover, at data-center scale it is impractical to distribute a physical clock as is done on a chip or printed circuit board. In this paper we introduce a distributed system design that removes the need for physical clock distribution or mechanisms for maintaining close alignment to wall-clock time, and instead provides applications with a perfectly synchronized logical clock. We discuss the abstract frame model (AFM), a mathematical model that underpins the system synchronization. The model is based on the rate of communication between nodes in a topology without requiring a global clock. We show that there are families of controllers that satisfy the properties required for existence and uniqueness of solutions to the AFM, and give examples.",medium,B1,1,B1=medium,B1=Bittide uses communication-rate feedback to create a synchronized logical clock without distributing a wall-clock reference.,,B1=true,primary_assignment,"Sanjay Lall, Calin Cascaval, Martin Izzard, Tammo Spalink",2021,arxiv:2109.14111,arxiv:2109.14111,7336347361110254619,,,,,B1,true,false,false,false,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q01-direct.json | b1/raw-q02-synonyms.json | b1/raw-q06-monotonic.json | b1/raw-q13-os-clocks.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q40-found-clocks.json,b1/assigned-paper-manifest.jsonl | b1/triage.jsonl
220,1,2130891838149570031,On multiple IoT data streams processing using LoRaWAN,MEDIUM,B5,On multiple IoT data streams processing using LoRaWAN,arxiv:2111.00401,"LoraWAN has turned out to be one of the most successful frameworks in IoT devices. Real world scenarios demand the use of such networks along with a robust stream processing application layer. To maintain the exactly once processing semantics one must ensure that we have proper ways to proactively detect message drops and handle the same. An important use case where stream processing plays a crucial role is joining various data streams that are transmitted via gateways connected to edge devices which are related to each other as part of some common business requirement. LoraWAN supports connectivity to multiple gateways for edge devices and by virtue of its different device classes, the network can send and receive messages in an effective way that conserves battery power as well as network bandwidth. Rather than relying on explicit acknowledgements for the transmitted messages we take the advantage of these characteristics of the devices to detect , handle missing messages and finally process them.",medium,B5,1,B5=medium,"B5=The abstract examines reliability, retransmission, duplicate suppression, idempotence, coding, or delivery semantics.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",B5=true,primary_assignment,Kunal Chowdhury,,arxiv:2111.00401,arxiv:2111.00401,2130891838149570031,,q08-syn-exactly-once | q34-adj-distributed | q35-adj-kafka | q41-found-once,,,B5,false,false,false,false,b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q08-syn-exactly-once.json | b5/raw-retrieval/q34-adj-distributed.json | b5/raw-retrieval/q35-adj-kafka.json | b5/raw-retrieval/q41-found-once.json,b5/abstract-triage.jsonl
225,1,8581774066722522376,Byzantine Fault Tolerant Causal Ordering,HIGH,B2,Byzantine Fault Tolerant Causal Ordering,arxiv:2112.11337,"Causal ordering in an asynchronous system has many applications in distributed computing, including in replicated databases and real-time collaborative software. Previous work in the area focused on ordering point-to-point messages in a fault-free setting, and on ordering broadcasts under various fault models. To the best of our knowledge, Byzantine fault-tolerant causal ordering has not been attempted for point-to-point communication in an asynchronous setting. In this paper, we first show that existing algorithms for causal ordering of point-to-point communication fail under Byzantine faults",high,B2,1,B2=high,B2=Maintains causal delivery and ordering despite faulty or adversarial participants.,B2=Provides robust ordering checks when transport or device telemetry is corrupted.,B2=true,primary_assignment,Anshuman Misra | Ajay Kshemkalyani,2021,arxiv:2112.11337,arxiv:2112.11337,8581774066722522376,cs.DC,q07-sequence-correlation,semantic-search,general,B2,false,false,false,false,b1/canonical-registry.jsonl | b1/raw-q10-causal-diagnosis.json | b2/raw-q07-sequence-correlation.txt | b2/registry-final.json | b2/registry.json | b3/raw-q33-lamport.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q03-direct-command.json | b5/raw-retrieval/q34-adj-distributed.json | b5/raw-retrieval/q40-found-clocks.json,b2/triage-final.jsonl | b2/triage.jsonl
230,1,7532607371331080784,"NTU VIRAL: A Visual-Inertial-Ranging-Lidar Dataset, From an Aerial Vehicle Viewpoint",MEDIUM,B8,"NTU VIRAL: A Visual-Inertial-Ranging-Lidar Dataset, From an Aerial Vehicle Viewpoint",arxiv:2202.00379,"In recent years, autonomous robots have become ubiquitous in research and daily life. Among many factors, public datasets play an important role in the progress of this field, as they waive the tall order of initial investment in hardware and manpower. However, for research on autonomous aerial systems, there appears to be a relative lack of public datasets on par with those used for autonomous driving and ground robots. Thus, to fill in this gap, we conduct a data collection exercise on an aerial platform equipped with an extensive and unique set of sensors: two 3D lidars, two hardware-synchronized global-shutter cameras, multiple Inertial Measurement Units (IMUs), and especially, multiple Ultra-wideband (UWB) ranging units. The comprehensive sensor suite resembles that of an autonomous driving car, but features distinct and challenging characteristics of aerial operations. We record multiple datasets in several challenging indoor and outdoor conditions. Calibration results and ground truth from a high-accuracy laser tracker are also included in each package. All resources can be accessed via our webpage https://ntu-aris.github.io/ntuviraldataset.",medium,B8,1,B8=medium,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,,arxiv:2202.00379,arxiv:2202.00379,7532607371331080784,,,,,B8,false,false,false,false,b8/expansion-registry.json,b8/expansion-triage.jsonl
235,1,8766734788488551059,Optimal Clock Synchronization with Signatures,MEDIUM,B1,Optimal Clock Synchronization with Signatures,arxiv:2203.02553,"Cryptographic signatures can be used to increase the resilience of distributed systems against adversarial attacks, by increasing the number of faulty parties that can be tolerated. While this is well-studied for consensus, it has been underexplored in the context of fault-tolerant clock synchronization, even in fully connected systems. Here, the honest parties of an n-node system are required to compute output clocks of small skew (i.e., maximum phase offset) despite local clock rates varying between 1 and Î¸>1, end-to-end communication delays varying between d-u and d, and the interference from malicious parties. So far, it is only known that clock pulses of skew d can be generated with (trivially optimal) resilience of n/2-1 (PODC `19), improving over the tight bound of n/3-1 holding without signatures for any skew bound (STOC `84, PODC `85). Since typically dâ‰« u and Î¸-1â‰ª 1, this is far from the lower bound of u+(Î¸-1)d that applies even in the fault-free case (IPL `01). We prove matching upper and lower bounds of Î˜(u+(Î¸-1)d) on the skew for the resilience range from n/3 to n/2-1. The algorithm showing the upper bound is, under the assumption that the adversary cannot forge signatures, deterministic. The lower bound holds even if clocks are initially perfectly synchronized, message delays between honest nodes are known, Î¸ is arbitrarily close to one, and the synchronization algorithm is randomized. This has crucial implications for network designers that seek to leverage signatures for providing more robust time. In contrast to the setting without signatures, they must ensure that an attacker cannot easily bypass the lower bound on the delay on links with a faulty endpoint.",medium,B1,1,B1=medium,B1=Signed clock protocols derive tight skew bounds under variable delays and malicious participants.,,B1=true,primary_assignment,"Christoph Lenzen, Julian Loss",2022,arxiv:2203.02553,arxiv:2203.02553,8766734788488551059,,,,,B1,true,false,false,false,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q02-synonyms.json,b1/assigned-paper-manifest.jsonl | b1/triage.jsonl
240,1,arxiv:2205.00793,Ultra-Reliable Low-Latency Millimeter-Wave Communications with Sliding Window Network Coding,HIGH,B5,Ultra-Reliable Low-Latency Millimeter-Wave Communications with Sliding Window Network Coding,arxiv:2205.00793,,high,B5,1,B5=high,"B5=The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.",B5=It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.,B5=true,expansion_round_1,"Eurico Dias, Duarte Raposo, Homa Esfahanizadeh, Alejandro Cohen, Tânia Ferreira, Miguel Luís, Susana Sargento, Muriel Médard",,,arxiv:2205.00793,,,,,,B5,false,false,false,false,b5/evidence-digest.jsonl,b5/expansion/expansion-triage.jsonl
245,1,4630308118525546063,FogROS2: An Adaptive Platform for Cloud and Fog Robotics Using ROS 2,HIGH,B3 | B7,FogROS2: An Adaptive Platform for Cloud and Fog Robotics Using ROS 2,arxiv:2205.09778,"Mobility, power, and price points often dictate that robots do not have sufficient computing power on board to run contemporary robot algorithms at desired rates. Cloud computing providers such as AWS, GCP, and Azure offer immense computing power and increasingly low latency on demand, but tapping into that power from a robot is non-trivial. We present FogROS2, an open-source platform to facilitate cloud and fog robotics that is included in the Robot Operating System 2 (ROS 2) distribution. FogROS2 is distinct from its predecessor FogROS1 in 9 ways, including lower latency, overhead, and startup times; improved usability, and additional automation, such as region and computer type selection. Additionally, FogROS2 gains performance, timing, and additional improvements associated with ROS 2. In common robot applications, FogROS2 reduces SLAM latency by 50 %, reduces grasp planning time from 14 s to 1.2 s, and speeds up motion planning 45x. When compared to FogROS1, FogROS2 reduces network utilization by up to 3.8x, improves startup time by 63 %, and network round-trip latency by 97 % for images using video compression. The source code, examples, and documentation for FogROS2 are available at https://github.com/BerkeleyAutomation/FogROS2, and is available through the official ROS 2 repository at https://index.ros.org/p/fogros2/.",high,B3 | B7,2,B3=medium | B7=high,"B3=Provides adaptive cloud/fog ROS 2 execution and reports large latency and network-utilization changes from offloading and compression. | B7=Integrates cloud/fog offload into ROS2 and measures SLAM, planning, startup, network, and round-trip latency changes.","B3=Useful transfer evidence for network-versus-compute delay attribution in hosted Reflex episodes. | B7=It supplies multi-stage timing evidence across robot middleware, network connectors, and remote inference services.",B3=false | B7=true,primary_assignment,,,arxiv:2205.09778,arxiv:2205.09778,4630308118525546063,,18-ros2-timing,,,B3 | B7,false,false,false,true,b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/raw-q18-ros2-timing.json | b3/registry.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/raw-retrieval/q22-failure-serialization.json | b7/raw-retrieval/q32-adjacent-ros1-ros2.json | b7/raw-retrieval/q33-foundational-ros.json,b3/triage.jsonl | b7/abstract-triage.jsonl
