"pass2_index","assigned_agent","paper_id","paper_title","first_pass_classification","source_lane","paper_name","id","abstract","triage_label","lanes","lane_count","triage_labels_by_lane","mechanisms_by_lane","why_it_matters_by_lane","follow_up_by_lane","corpus_stages","authors","year","source_ids","primary_id","source_paper_id","categories","queries","discovery_methods","designations","primary_readers","metadata_verified_any","body_inspected_any","evidence_read_any","triage_disagreement","source_registry_paths","source_triage_paths"
"333","4","arxiv:2402.05981","Anatomizing Deep Learning Inference in Web Browsers","HIGH","B6","Anatomizing Deep Learning Inference in Web Browsers","arxiv:2402.05981","Web applications have increasingly adopted Deep Learning (DL) through in-browser inference, wherein DL inference performs directly within Web browsers. The actual performance of in-browser inference and its impacts on the quality of experience (QoE) remain unexplored, and urgently require new QoE measurements beyond traditional ones, e.g., mainly focusing on page load time. To bridge this gap, we make the first comprehensive performance measurement of in-browser inference to date. Our approach proposes new metrics to measure in-browser inference: responsiveness, smoothness, and inference accuracy. Our extensive analysis involves 9 representative DL models across Web browsers of 50 popular PC devices and 20 mobile devices. The results reveal that in-browser inference exhibits a substantial latency gap, averaging 16.9 times slower on CPU and 4.9 times slower on GPU compared to native inference on PC devices. The gap on mobile CPU and mobile GPU is 15.8 times and 7.8 times, respectively. Furthermore, we identify contributing factors to such latency gap, including underutilized hardware instruction sets, inherent overhead in the runtime environment, resource contention within the browser, and inefficiencies in software libraries and GPU abstractions. Additionally, in-browser inference imposes significant memory demands, at times exceeding 334.6 times the size of the DL models themselves, partly attributable to suboptimal memory management. We also observe that in-browser inference leads to a significant 67.2% increase in the time it takes for GUI components to render within Web browsers, significantly affecting the overall user QoE of Web applications reliant on this technology","high","B6","1","B6=high","B6=The abstract describes concurrent accelerator workloads and resource isolation, partitioning, or interference-aware scheduling as the latency mechanism.","B6=It provides a basis for distinguishing accelerator contention and interference from intrinsic model latency.","B6=true","primary_assignment","Qipeng Wang, Shiqi Jiang, Zhenpeng Chen, Xu Cao, Yuanchun Li, Aoyu Li, Yun Ma, Ting Cao, Xuanzhe Liu","","arxiv:2402.05981","arxiv:2402.05981","2358317468375885502","cs.LG | cs.PF","q40","firecrawl research search-papers","true","B6","false","true","false","false","b4/raw-retrieval/q06-contention-shared-GPU.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q40-foundational-wild.json | b6/read-evidence-manifest.jsonl","b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl"
"338","4","arxiv:2403.06341","RTAB-Map as an Open-Source Lidar and Visual SLAM Library for Large-Scale and Long-Term Online Operation","MEDIUM","B8","RTAB-Map as an Open-Source Lidar and Visual SLAM Library for Large-Scale and Long-Term Online Operation","arxiv:2403.06341","Distributed as an open source library since 2013, RTAB-Map started as an appearance-based loop closure detection approach with memory management to deal with large-scale and long-term online operation. It then grew to implement Simultaneous Localization and Mapping (SLAM) on various robots and mobile platforms. As each application brings its own set of contraints on sensors, processing capabilities and locomotion, it raises the question of which SLAM approach is the most appropriate to use in terms of cost, accuracy, computation power and ease of integration. Since most of SLAM approaches are either visual or lidar-based, comparison is difficult. Therefore, we decided to extend RTAB-Map to support both visual and lidar SLAM, providing in one package a tool allowing users to implement and compare a variety of 3D and 2D solutions for a wide range of applications with different robots and sensors. This paper presents this extended version of RTAB-Map and its use in comparing, both quantitatively and qualitatively, a large selection of popular real-world datasets (e.g., KITTI, EuRoC, TUM RGB-D, MIT Stata Center on PR2 robot), outlining strengths and limitations of visual and lidar SLAM configurations from a practical perspective for autonomous navigation applications.","medium","B8","1","B8=medium","B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B8=true","expansion_round_1","","2024","2403.06341 | 4359142198374054776 | arxiv:2403.06341","arxiv:2403.06341","4359142198374054776","","","","","B8","false","false","false","false","b3/expansion-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json","b8/expansion-triage.jsonl"
"343","4","arxiv:2403.13629","CheckMate: Evaluating Checkpointing Protocols for Streaming Dataflows","MEDIUM","B2","CheckMate: Evaluating Checkpointing Protocols for Streaming Dataflows","arxiv:2403.13629","Stream processing in the last decade has seen broad adoption in both commercial and research settings. One key element for this success is the ability of modern stream processors to handle failures while ensuring exactly-once processing guarantees. At the moment of writing, virtually all stream processors that guarantee exactly-once processing implement a variant of Apache Flink's coordinated checkpoints - an extension of the original Chandy-Lamport checkpoints from 1985. However, the reasons behind this prevalence of the coordinated approach remain anecdotal, as reported by practitioners of t","medium","B2","1","B2=medium","B2=Evaluates checkpoint protocols that preserve consistent stream-processing state across failures.","B2=Checkpointed stream state can anchor reconstruction after dropped or delayed events.","B2=false","primary_assignment","George Siachamis | Kyriakos Psarakis | Marios Fragkoulis | Arie van Deursen | Paris Carbone | Asterios Katsifodimos","2024","arxiv:2403.13629","arxiv:2403.13629","8499290748226340479","cs.DB | cs.DC","q10-streams","semantic-search","recent-2024-current","B2","false","false","false","false","b2/raw-q10-streams.txt | b2/registry-final.json | b2/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q08-syn-exactly-once.json | b5/raw-retrieval/q27-failure-stream.json | b5/raw-retrieval/q34-adj-distributed.json | b5/raw-retrieval/q35-adj-kafka.json | b5/raw-retrieval/q41-found-once.json | b5/raw-retrieval/q47-recent-stream.json","b2/triage-final.jsonl | b2/triage.jsonl"
"348","4","arxiv:2404.18208","ROS 2 on a Chip, Achieving Brain-Like Speeds and Efficiency in Robotic Networking","MEDIUM","B4","ROS 2 on a Chip, Achieving Brain-Like Speeds and Efficiency in Robotic Networking","arxiv:2404.18208","The Robot Operating System (ROS) pubsub model played a pivotal role in developing sophisticated robotic applications. However, the complexities and real-time demands of modern robotics necessitate more efficient communication solutions that are deterministic and isochronous. This article introduces a groundbreaking approach: embedding ROS 2 message-passing infrastructure directly onto a specialized hardware chip, significantly enhancing speed and efficiency in robotic communications. Our FPGA prototypes of the chip design can send or receive packages in less than 2.5 microseconds, accelerating","medium","B4","1","B4=medium","B4=jitter and timing variation; scheduling/deadline policy; robotic or cyber-physical transfer; network/transport transfer","B4=Directly informs the Reflex robot-loop timing budget and the evidence needed to separate execution, transport, and hardware effects.","B4=true","primary_assignment","Víctor Mayoral-Vilches; Juan Manuel Reina-Muñoz; Martiño Crespo-Álvarez; David Mayoral-Vilches","2024","arxiv:2404.18208","arxiv:2404.18208","arxiv:2404.18208","cs.RO","q01-tail-latency-jitter.json | q02-latency-distribution-percentile.json | q04-head-of-line-blocking-robotics.json | q10-latency-distribution-measurement.json | q12-ROS-2-executor.json","firecrawl research search-papers","recent","B4","false","false","false","false","b1/expansion/expansion-manifest.jsonl | b3/raw-q16-ros2-causal.json | b3/raw-q18-ros2-timing.json | b3/raw-q20-robot-middleware.json | b3/raw-q38-recent-ros.json | b3/registry.json | b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q01-tail-latency-jitter.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q04-head-of-line-blocking-robotics.json | b4/raw-retrieval/q10-latency-distribution-measurement.json | b4/raw-retrieval/q12-ROS-2-executor.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q03-direct-command.json | b5/raw-retrieval/q05-direct-rosdds.json | b5/raw-retrieval/q06-direct-manipulation.json | b5/raw-retrieval/q24-failure-retry.json | b5/raw-retrieval/q43-recent-robot.json | b5/raw-retrieval/q49-recent-transport.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q03-direct-dds-tracing.json | b7/raw-retrieval/q07-synonym-pubsub.json | b7/raw-retrieval/q13-mechanism-zerocopy.json | b7/raw-retrieval/q22-failure-serialization.json | b7/raw-retrieval/q32-adjacent-ros1-ros2.json | b7/raw-retrieval/q33-foundational-ros.json | b7/raw-retrieval/q36-foundational-eval.json | b7/raw-retrieval/q38-recent-tracing.json | b7/raw-retrieval/q39-recent-executor.json | b7/raw-retrieval/q41-recent-provenance.json | b7/raw-retrieval/q42-recent-performance.json | b8/canonical-registry.json | b8/raw/recent-02.json","b4/abstract-triage.jsonl"
"353","4","arxiv:2405.18384","Decentralized Picosecond Synchronization for Distributed Wireless Systems","MEDIUM","B1","Decentralized Picosecond Synchronization for Distributed Wireless Systems","arxiv:2405.18384","We demonstrate a wireless, decentralized time-alignment method for distributed antenna arrays and distributed wireless networks that achieves picosecond-level synchronization. Distributed antenna arrays consist of spatially separated antennas that coordinate their functionality at the wavelength level to achieve coherent operations such as distributed beamforming. Accurate time alignment (synchronization) of the local clocks on each node in the array is necessary to support accurate time-delay beamforming of modulated signals. In this work we combine a consensus averaging algorithm and a high-accuracy wireless two-way time transfer method to achieve decentralized time alignment, correcting for the time-varying bias of the clocks in a method that has no central node. Internode time transfer is based on a spectrally-sparse, two-tone signal achieving near-optimal time delay accuracy. We experimentally demonstrate the approach in a wireless four-node software-defined radio system, with various network connectivity graphs. We show that within 20 iterations all the nodes achieve convergence within a bias of less than 12 ps and a standard deviation of less than 3 ps. The performance is evaluated versus the bandwidth of the two-tone waveform, which impacts the synchronization error, and versus the signal-to-noise ratio.","medium","B1","1","B1=medium","B1=A decentralized wireless protocol targets picosecond-scale agreement using distributed timing exchanges.","","B1=true","primary_assignment","Naim Shandi, Jason M. Merlo, Jeffrey A. Nanzer","2024","arxiv:2405.18384","arxiv:2405.18384","2323014594144352108","","","","","B1","true","false","false","false","b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q09-recent.json","b1/assigned-paper-manifest.jsonl | b1/triage.jsonl"
"358","4","arxiv:2406.17420","Real-Time Remote Control via VR over Limited Wireless Connectivity","MEDIUM","B5","Real-Time Remote Control via VR over Limited Wireless Connectivity","arxiv:2406.17420","This work introduces a solution to enhance human-robot interaction over limited wireless connectivity. The goal is toenable remote control of a robot through a virtual reality (VR)interface, ensuring a smooth transition to autonomous mode in the event of connectivity loss. The VR interface provides accessto a dynamic 3D virtual map that undergoes continuous updatesusing real-time sensor data collected and transmitted by therobot. Furthermore, the robot monitors wireless connectivity and automatically switches to a autonomous mode in scenarios with limited connectivity. By integrating four key functionalities: real-time mapping, remote control through glasses VR, continuous monitoring of wireless connectivity, and autonomous navigation during limited connectivity, we achieve seamless end-to-end operation.","medium","B5","1","B5=medium","B5=The abstract links sensor, observation, action, actuator, or telemetry transport behavior to a robotic episode or control outcome.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.","B5=true","primary_assignment","H. P. Madushanka, Rafaela Scaciota, Sumudu Samarakoon, Mehdi Bennis","","arxiv:2406.17420","arxiv:2406.17420","6467458399946184133","","q16-mech-webrtc | q26-failure-wireless","","","B5","false","false","false","false","b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q16-mech-webrtc.json | b5/raw-retrieval/q26-failure-wireless.json","b5/abstract-triage.jsonl"
"363","4","arxiv:2407.08694","Cloud Atlas: Efficient Fault Localization for Cloud Systems using Language Models and Causal Insight","HIGH","B3","Cloud Atlas: Efficient Fault Localization for Cloud Systems using Language Models and Causal Insight","arxiv:2407.08694","Runtime failure and performance degradation is commonplace in modern cloud systems. For cloud providers, automatically determining the root cause of incidents is paramount to ensuring high reliability and availability as prompt fault localization can enable faster diagnosis and triage for timely resolution. A compelling solution explored in recent work is causal reasoning using causal graphs to capture relationships between varied cloud system performance metrics. To be effective, however, systems developers must correctly define the causal graph of their system, which is a time-consuming, brittle, and challenging task that increases in difficulty for large and dynamic systems and requires domain expertise. Alternatively, automated data-driven approaches have limited efficacy for cloud systems due to the inherent rarity of incidents. In this work, we present Atlas, a novel approach to automatically synthesizing causal graphs for cloud systems. Atlas leverages large language models (LLMs) to generate causal graphs using system documentation, telemetry, and deployment feedback. Atlas is complementary to data-driven causal discovery techniques, and we further enhance Atlas with a data-driven validation step. We evaluate Atlas across a range of fault localization scenarios and demonstrate that Atlas is capable of generating causal graphs in a scalable and generalizable manner, with performance that far surpasses that of data-driven algorithms and is commensurate to the ground-truth baseline.","high","B3","1","B3=high","B3=Synthesizes causal graphs from documentation, telemetry, and deployment feedback, then validates them with data-driven checks.","B3=Shows how partial domain knowledge can seed auditable dependency graphs when a complete model is unavailable.","B3=true","primary_assignment","","","arxiv:2407.08694","arxiv:2407.08694","8080217501498385215","","03-root-cause | 10-causal-hypergraph | 13-causal-profiling | 24-fault-injection","","","B3","false","false","false","false","b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q03-root-cause.json | b3/raw-q10-causal-hypergraph.json | b3/raw-q13-causal-profiling.json | b3/raw-q24-fault-injection.json | b3/read-evidence-manifest.jsonl | b3/registry.json","b3/triage.jsonl"
"368","4","arxiv:2408.05251","Columbo: Low Level End-to-End System Traces through Modular Full-System Simulation","MEDIUM","B8","Columbo: Low Level End-to-End System Traces through Modular Full-System Simulation","arxiv:2408.05251","Fully understanding performance is a growing challenge when building next-generation cloud systems. Often these systems build on next-generation hardware, and evaluation in realistic physical testbeds is out of reach. Even when physical testbeds are available, visibility into essential system aspects is a challenge in modern systems where system performance depends on often sub-Î¼ s interactions between HW and SW components. Existing tools such as performance counters, logging, and distributed tracing provide aggregate or sampled information, but remain insufficient for understanding individual requests in-depth. In this paper, we explore a fundamentally different approach to enable in-depth understanding of cloud system behavior at the software and hardware level, with (almost) arbitrarily fine-grained visibility. Our proposal is to run cloud systems in detailed full-system simulations, configure the simulators to collect detailed events without affecting the system, and finally assemble these events into end-to-end system traces that can be analyzed by existing distributed tracing tools.","medium","B8","1","B8=medium","B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B8=true","expansion_round_1","","2024","arxiv:2408.05251","arxiv:2408.05251","5852004840422352788","","foundational distributed tracing end-to-end latency causal path instrumentation","firecrawl research search-papers","foundational | recent","B8","false","false","false","false","b3/expansion-registry.json | b8/canonical-registry.json | b8/expansion-registry.json | b8/raw/foundational-02.json","b8/expansion-triage.jsonl"
"373","4","arxiv:2409.07080","Scenario Execution for Robotics: A generic, backend-agnostic library for running reproducible robotics experiments and tests","MEDIUM","B8","Scenario Execution for Robotics: A generic, backend-agnostic library for running reproducible robotics experiments and tests","arxiv:2409.07080","Testing and evaluation of robotics systems is a difficult and oftentimes tedious task due to the systems' complexity and a lack of tools to conduct reproducible robotics experiments. Additionally, almost all available tools are either tailored towards a specific application domain, simulator or middleware. Particularly scenario-based testing, a common practice in the domain of automated driving, is not sufficiently covered in the robotics domain. In this paper, we propose a novel backend- and middleware-agnostic approach for conducting systematic, reproducible and automatable robotics experiments called Scenario Execution for Robotics. Our approach is implemented as a Python library built on top of the generic scenario description language OpenSCENARIO 2 and Behavior Trees and is made publicly available on GitHub. In extensive experiments, we demonstrate that our approach supports multiple simulators as backend and can be used as a standalone Python-library or as part of the ROS2 ecosystem. Furthermore, we demonstrate how our approach enables testing over ranges of varying values. Finally, we show how Scenario Execution for Robotics allows to move from simulation-based to real-world experiments with minimal adaptations to the scenario description file.","medium","B8","1","B8=medium","B8=The paper uses simulation or a digital twin to reconstruct scenarios and evaluate system behavior under repeatable conditions.","B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.","B8=true","primary_assignment","","2024","arxiv:2409.07080","arxiv:2409.07080","4905831661341578901","","mechanism-04 | syn-03 | syn-04","firecrawl research search-papers","recent","B8","true","true","true","false","b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/expansion-canonical-registry.json | b8/expansion-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/mechanism-04.json | b8/raw/syn-03.json | b8/raw/syn-04.json | b8/targeted-read-manifest.json","b8/abstract-triage.jsonl | b8/expansion-triage.jsonl"
"378","4","arxiv:2410.06112","SwiftQueue: Optimizing Low-Latency Applications with Swift Packet Queuing","MEDIUM","B4","SwiftQueue: Optimizing Low-Latency Applications with Swift Packet Queuing","arxiv:2410.06112","Low Latency, Low Loss, and Scalable Throughput (L4S), as an emerging router-queue management technique, has seen steady deployment in the industry. An L4S-enabled router assigns each packet to the queue based on the packet header marking. Currently, L4S employs per-flow queue selection, i.e. all packets of a flow are marked the same way and thus use the same queues, even though each packet is marked separately. However, this may hurt tail latency and latency-sensitive applications because transient congestion and queue buildups may only affect a fraction of packets in a flow. We present SwiftQ","medium","B4","1","B4=medium","B4=tail/percentile behavior; queueing and buffering; backpressure/overload control; network/transport transfer","B4=Supplies a transferable mechanism for explaining tail behavior and deciding which per-stage measurements the Reflex evidence model must preserve.","B4=true","primary_assignment","Siddhant Ray; Xi Jiang; Jack Luo; Nick Feamster; Junchen Jiang","2026","arxiv:2410.06112","arxiv:2410.06112","arxiv:2410.06112","cs.LG | cs.NI","q08-tail-latency-distributed.json","firecrawl research search-papers","recent","B4","false","false","false","false","b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q08-tail-latency-distributed.json | b8/canonical-registry.json | b8/raw/failure-02.json","b4/abstract-triage.jsonl"
"383","4","arxiv:2410.18825","A generic approach for reactive stateful mitigation of application failures in distributed robotics systems deployed with Kubernetes","HIGH","B8","A generic approach for reactive stateful mitigation of application failures in distributed robotics systems deployed with Kubernetes","arxiv:2410.18825","Offloading computationally expensive algorithms to the edge or even cloud offers an attractive option to tackle limitations regarding on-board computational and energy resources of robotic systems. In cloud-native applications deployed with the container management system Kubernetes (K8s), one key problem is ensuring resilience against various types of failures. However, complex robotic systems interacting with the physical world pose a very specific set of challenges and requirements that are not yet covered by failure mitigation approaches from the cloud-native domain. In this paper, we therefore propose a novel approach for robotic system monitoring and stateful, reactive failure mitigation for distributed robotic systems deployed using Kubernetes (K8s) and the Robot Operating System (ROS2). By employing the generic substrate of Behaviour Trees, our approach can be applied to any robotic workload and supports arbitrarily complex monitoring and failure mitigation strategies. We demonstrate the effectiveness and application-agnosticism of our approach on two example applications, namely Autonomous Mobile Robot (AMR) navigation and robotic manipulation in a simulated environment.","high","B8","1","B8=high","B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B8=true","expansion_round_1","","2024","171086596173163810 | 2410.18825 | arxiv:2410.18825","arxiv:2410.18825","171086596173163810","","17-ros2-flow","","","B8","false","false","false","false","b3/raw-q17-ros2-flow.json | b3/registry.json | b7/expansion/expansion-registry-final.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json","b8/expansion-triage.jsonl"
"388","4","arxiv:2411.05285","AgentOps: Enabling Observability of LLM Agents","HIGH","B8","AgentOps: Enabling Observability of LLM Agents","arxiv:2411.05285","Large language model (LLM) agents have demonstrated remarkable capabilities across various domains, gaining extensive attention from academia and industry. However, these agents raise significant concerns on AI safety due to their autonomous and non-deterministic behavior, as well as continuous evolving nature . From a DevOps perspective, enabling observability in agents is necessary to ensuring AI safety, as stakeholders can gain insights into the agents' inner workings, allowing them to proactively understand the agents, detect anomalies, and prevent potential failures. Therefore, in this paper, we present a comprehensive taxonomy of AgentOps, identifying the artifacts and associated data that should be traced throughout the entire lifecycle of agents to achieve effective observability. The taxonomy is developed based on a systematic mapping study of existing AgentOps tools. Our taxonomy serves as a reference template for developers to design and implement AgentOps infrastructure that supports monitoring, logging, and analytics. thereby ensuring AI safety.","high","B8","1","B8=high","B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B8=true","expansion_round_1","","2024","2411.05285 | 8757164680856772979 | arxiv:2411.05285","arxiv:2411.05285","8757164680856772979","","","","","B8","false","false","false","false","b8/expansion-canonical-registry.json | b8/expansion-registry.json","b8/expansion-triage.jsonl"
"393","4","arxiv:2411.16355","A Framework for Consistency Models in Distributed Systems","MEDIUM","B1","A Framework for Consistency Models in Distributed Systems","arxiv:2411.16355","We define am axiomatic timeless framework for asynchronous distributed systems, together with well-formedness and consistency axioms, which unifies and generalizes the expressive power of current approaches. 1) It combines classic serialization per-process with a global visibility. 2) It defines a physical realizability well-formedness axiom to prevent physically impossible causality cycles, while allowing possible and useful visibility cycles, to allow synchronization-oriented abstractions. 3) Allows adding time-based constraints, from a logical or physical clock, either partially or totally ordered, in an optional and orthogonal way, while keeping models themselves timeless. 4) It simultaneously generalizes from memory to general abstractions, from sequential to concurrent specifications, either total or partial, and beyond serial executions. 5) Defines basic consistency axioms: monotonic visibility, local visibility, and closed past. These are satisfied by what we call serial consistency, but can be used as building blocks for novel consistency models with histories not explainable by any serial execution. 6) Revisits classic pipelined and causal consistency, revealing weaknesses in previous axiomatic models for PRAM and causal memory. 7) Introduces convergence and arbitration as safety properties for consistency models, departing from the use of eventual consistency, which conflates safety and liveness. 8) Formulates and proves the CLAM theorem for asynchronous distributed systems: any wait-free implementation of practically all data abstractions cannot simultaneously satisfy Closed past, Local visibility, Arbitration, and Monotonic visibility. While technically incomparable, the CLAM theorem is practically stronger than the CAP theorem, as it allows reasoning about the design space and possible tradeoffs in highly available partition tolerant systems.","medium","B1","1","B1=medium","B1=A framework relates consistency guarantees to ordering and visibility of distributed operations.","","B1=true","primary_assignment","Paulo SÃ©rgio Almeida","2024","arxiv:2411.16355","arxiv:2411.16355","4666080801596472025","","28-causal-validation | 34-vector-clocks","","","B1","true","false","false","false","b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q10-causal-diagnosis.json | b3/raw-q28-causal-validation.json | b3/raw-q34-vector-clocks.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q40-found-clocks.json","b1/assigned-paper-manifest.jsonl | b1/triage.jsonl"
"398","4","arxiv:2412.08164","SRFS: Parallel Processing Fault-tolerant ROS2-based Flight Software for the Space Ranger CubeSat","HIGH","B7","SRFS: Parallel Processing Fault-tolerant ROS2-based Flight Software for the Space Ranger CubeSat","arxiv:2412.08164","Traditional Real-Time Operating Systems (RTOS) often suffer from limited parallel performance, whereas thread monitoring in Linux-based systems remains challenging. To overcome these limitations, this paper presents a satellite flight software system design based on the Robot Operating System (ROS), which utilizes its reliable built-in publish-subscribe messaging mechanism to facilitate inter-application communication. In response to the complex functional demands of modern small satellites, the proposed design integrates both hardware and software architectures, along with system scheduling and error-correction strategies. This integration supports efficient parallel data processing, enhances system reliability, and shortens the development cycle through code reuse. The system was rigorously evaluated through comprehensive tests covering time delay, system management, fault tolerance, and maintenance procedures. Experimental results confirm the system's effectiveness in telemetry, remote control, integration of new features, and autonomous error recovery. The findings underscore the high reliability and maintainability of the ROS-based satellite flight software, offering a valuable reference for the rapid development of high-performance small satellite systems.","high","B7","1","B7=high","B7=Uses ROS publish-subscribe, parallel processing, thread monitoring, telemetry, and error recovery in evaluated flight software.","B7=It demonstrates ROS-based observability and fault handling across hardware/software components under an embedded mission workload.","B7=true","primary_assignment","","","arxiv:2412.08164","arxiv:2412.08164","6234118449609484987","","38-recent-ros","","","B7","false","false","false","false","b3/raw-q38-recent-ros.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q05-direct-rosdds.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q42-recent-performance.json","b7/abstract-triage.jsonl"
"403","4","arxiv:2412.18812","A Tractable Approach for Queueing Analysis on Buffer-Aware Scheduling","HIGH","B4","A Tractable Approach for Queueing Analysis on Buffer-Aware Scheduling","arxiv:2412.18812","Low-latency communication has recently attracted considerable attention owing to its potential of enabling delay-sensitive services in next-generation industrial cyber-physical systems. To achieve target average or maximum delay given random arrivals and time-varying channels, buffer-aware scheduling is expected to play a vital role. Evaluating and optimizing buffer-aware scheduling relies on its queueing analysis, while existing tools are not sufficiently tractable. Particularly, Markov chain and Monte-Carlo based approaches are computationally intensive, while large deviation theory (LDT) an","high","B4","1","B4=high","B4=queueing and buffering; scheduling/deadline policy; stage-wise latency attribution; robotic or cyber-physical transfer","B4=Directly informs the Reflex robot-loop timing budget and the evidence needed to separate execution, transport, and hardware effects.","B4=true","primary_assignment","Lintao Li; Wei Chen","2025","arxiv:2412.18812","arxiv:2412.18812","arxiv:2412.18812","cs.IT | eess.SP | math.IT","q03-queueing-delay-scheduling.json","","","B4","false","false","false","false","b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q03-queueing-delay-scheduling.json","b4/abstract-triage.jsonl"
"408","4","arxiv:2502.00661","EKF-Based Radar-Inertial Odometry with Online Temporal Calibration","HIGH","B1","EKF-Based Radar-Inertial Odometry with Online Temporal Calibration","arxiv:2502.00661","Accurate time synchronization between heterogeneous sensors is crucial for ensuring robust state estimation in multi-sensor fusion systems. Sensor delays often cause discrepancies between the actual time when the event was captured and the time of sensor measurement, leading to temporal misalignment (time offset) between sensor measurement streams. In this paper, we propose an extended Kalman filter (EKF)-based radar-inertial odometry (RIO) framework that estimates the time offset online. The radar ego-velocity measurement model, derived from a single radar scan, is formulated to incorporate the time offset into the update. By leveraging temporal calibration, the proposed RIO enables accurate propagation and measurement updates based on a common time stream. Experiments on both simulated and real-world datasets demonstrate the accurate time offset estimation of the proposed method and its impact on RIO performance, validating the importance of sensor time synchronization. Our implementation of the EKF-RIO with online temporal calibration is available at https://github.com/spearwin/EKF-RIO-TC.","high","B1","1","B1=high","B1=An extended Kalman filter jointly estimates sensor state and online temporal offset for radar-inertial measurements.","","B1=true","primary_assignment","Changseung Kim, Geunsik Bae, Woojae Shin, Sen Wang, Hyondong Oh","2025","arxiv:2502.00661","arxiv:2502.00661","4432455909415076699","","","","","B1","true","false","false","false","b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q07-robotics.json | b7/canonical-registry.json | b7/raw-retrieval/q14-mechanism-clock.json","b1/assigned-paper-manifest.jsonl | b1/triage.jsonl"
