"pass2_index","assigned_agent","paper_id","paper_title","first_pass_classification","source_lane","paper_name","id","abstract","triage_label","lanes","lane_count","triage_labels_by_lane","mechanisms_by_lane","why_it_matters_by_lane","follow_up_by_lane","corpus_stages","authors","year","source_ids","primary_id","source_paper_id","categories","queries","discovery_methods","designations","primary_readers","metadata_verified_any","body_inspected_any","evidence_read_any","triage_disagreement","source_registry_paths","source_triage_paths"
"159","5","arxiv:2007.05832","Optimizing Prediction Serving on Low-Latency Serverless Dataflow","MEDIUM","B6","Optimizing Prediction Serving on Low-Latency Serverless Dataflow","arxiv:2007.05832","Prediction serving systems are designed to provide large volumes of low-latency inferences machine learning models. These systems mix data processing and computationally intensive model inference and benefit from multiple heterogeneous processors and distributed computing resources. In this paper, we argue that a familiar dataflow API is well-suited to this latency-sensitive task, and amenable to optimization even with unmodified black-box ML models. We present the design of Cloudflow, a system that provides this API and realizes it on an autoscaling serverless backend. Cloudflow transparently implements performance-critical optimizations including operator fusion and competitive execution. Our evaluation shows that Cloudflow's optimizations yield significant performance improvements on synthetic workloads and that Cloudflow outperforms state-of-the-art prediction serving systems by as much as 2x on real-world prediction pipelines, meeting latency goals of demanding applications like real-time video analysis.","medium","B6","1","B6=medium","B6=The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.","B6=It offers a concrete localization or measurement pattern for runtime observability around an inference episode.","B6=false","primary_assignment","","","arxiv:2007.05832","arxiv:2007.05832","8287527693040434676","","q34 | q38","firecrawl research search-papers","true","B6","false","false","false","false","b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/raw-retrieval/q34-foundational-clipper.json | b6/raw-retrieval/q38-foundational-infaas.json","b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl"
"164","5","arxiv:2010.05969","RackSched: A Microsecond-Scale Scheduler for Rack-Scale Computers (Technical Report)","MEDIUM","B4","RackSched: A Microsecond-Scale Scheduler for Rack-Scale Computers (Technical Report)","arxiv:2010.05969","Low-latency online services have strict Service Level Objectives (SLOs) that require datacenter systems to support high throughput at microsecond-scale tail latency. Dataplane operating systems have been designed to scale up multi-core servers with minimal overhead for such SLOs. However, as application demands continue to increase, scaling up is not enough, and serving larger demands requires these systems to scale out to multiple servers in a rack. We present RackSched, the first rack-level microsecond-scale scheduler that provides the abstraction of a rack-scale computer (i.e., a huge serve","medium","B4","1","B4=medium","B4=tail/percentile behavior; scheduling/deadline policy; stage-wise latency attribution","B4=Supplies a transferable mechanism for explaining tail behavior and deciding which per-stage measurements the Reflex evidence model must preserve.","B4=true","primary_assignment","Hang Zhu; Kostis Kaffes; Zixu Chen; Zhenming Liu; Christos Kozyrakis; Ion Stoica; Xin Jin","2020","arxiv:2010.05969","arxiv:2010.05969","arxiv:2010.05969","cs.DC","q08-tail-latency-distributed.json","","","B4","false","false","false","false","b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q08-tail-latency-distributed.json","b4/abstract-triage.jsonl"
"169","5","arxiv:2010.13681","Aggregate-Driven Trace Visualizations for Performance Debugging","HIGH","B2 | B3","Aggregate-Driven Trace Visualizations for Performance Debugging","arxiv:2010.13681","Performance issues in cloud systems are hard to debug. Distributed tracing is a widely adopted approach that gives engineers visibility into cloud systems. Existing trace analysis approaches focus on debugging single request correctness issues but not debugging single request performance issues. Diagnosing a performance issue in a given request requires comparing the performance of the offending request with the aggregate performance of typical requests. Effective and efficient debugging of such issues faces three challenges: (i) identifying the correct aggregate data for diagnosis; (ii) visualizing the aggregated data; and (iii) efficiently collecting, storing, and processing trace data. We present TraVista, a tool designed for debugging performance issues in a single trace that addresses these challenges. TraVista extends the popular single trace Gantt chart visualization with three types of aggregate data - metric, temporal, and structure data, to contextualize the performance of the offending trace across all traces.","high","B2 | B3","2","B2=high | B3=high","B2=Aligns an offending request trace with aggregate baseline traces to localize abnormal execution segments. | B3=Compares an offending request trace with aggregate temporal, structural, and metric baselines to expose performance divergence.","B2=Provides a direct method for identifying which robot stage first diverged from normal behavior. | B3=Direct pattern for identifying the first stage that deviates from normal Reflex episodes.","B2=true | B3=true","primary_assignment","Vaastav Anand | Matheus Stolet | Thomas Davidson | Ivan Beschastnikh | Tamara Munzner | Jonathan Mace","2020","arxiv:2010.13681","arxiv:2010.13681","461141095892195113","cs.DC | cs.HC","23-host-telemetry | 35-classic-tracing | q02-identifiers","semantic-search","general","B2 | B3","false","false","false","false","b2/raw-q02-identifiers.txt | b2/registry-final.json | b2/registry.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q23-host-telemetry.json | b3/raw-q35-classic-tracing.json | b3/read-evidence-manifest.jsonl | b3/registry.json","b2/triage-final.jsonl | b2/triage.jsonl | b3/triage.jsonl"
"174","5","arxiv:2012.02732","Nimble: Lightweight and Parallel GPU Task Scheduling for Deep Learning","HIGH","B6","Nimble: Lightweight and Parallel GPU Task Scheduling for Deep Learning","arxiv:2012.02732","Deep learning (DL) frameworks take advantage of GPUs to improve the speed of DL inference and training. Ideally, DL frameworks should be able to fully utilize the computation power of GPUs such that the running time depends on the amount of computation assigned to GPUs. Yet, we observe that in scheduling GPU tasks, existing DL frameworks suffer from inefficiencies such as large scheduling overhead and unnecessary serial execution. To this end, we propose Nimble, a DL execution engine that runs GPU tasks in parallel with minimal scheduling overhead. Nimble introduces a novel technique called ahead-of-time (AoT) scheduling. Here, the scheduling procedure finishes before executing the GPU kernel, thereby removing most of the scheduling overhead during run time. Furthermore, Nimble automatically parallelizes the execution of GPU tasks by exploiting multiple GPU streams in a single GPU. Evaluation on a variety of neural networks shows that compared to PyTorch, Nimble speeds up inference and training by up to 22.34Ã— and 3.61Ã—, respectively. Moreover, Nimble outperforms state-of-the-art inference systems, TensorRT and TVM, by up to 2.81Ã— and 1.70Ã—, respectively.","high","B6","1","B6=high","B6=The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.","B6=It offers a concrete localization or measurement pattern for runtime observability around an inference episode.","B6=true","primary_assignment","Woosuk Kwon, Gyeong-In Yu, Eunji Jeong, Byung-Gon Chun","","arxiv:2012.02732","arxiv:2012.02732","7141553984679409608","cs.DC | cs.LG","q35 | q37","firecrawl research search-papers","true","B6","false","true","false","false","b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.json | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q35-foundational-nexus.json | b6/raw-retrieval/q37-foundational-shepherd.json | b6/read-evidence-manifest.jsonl","b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl"
"179","5","arxiv:2101.10113","ROS-NetSim: A Framework for the Integration of Robotic and Network Simulators","MEDIUM","B8","ROS-NetSim: A Framework for the Integration of Robotic and Network Simulators","arxiv:2101.10113","Multi-agent systems play an important role in modern robotics. Due to the nature of these systems, coordination among agents via communication is frequently necessary. Indeed, Perception-Action-Communication (PAC) loops, or Perception-Action loops closed over a communication channel, are a critical component of multi-robot systems. However, we lack appropriate tools for simulating PAC loops. To that end, in this paper, we introduce ROS-NetSim, a ROS package that acts as an interface between robotic and network simulators. With ROS-NetSim, we can attain high-fidelity representations of both robotic and network interactions by accurately simulating the PAC loop. Our proposed approach is lightweight, modular and adaptive. Furthermore, it can be used with many available network and physics simulators by making use of our proposed interface. In summary, ROS-NetSim is (i) Transparent to the ROS target application, (ii) Agnostic to the specific network and physics simulator being used, and (iii) Tunable in fidelity and complexity. As part of our contribution, we have made available an open-source implementation of ROS-NetSim to the community.","medium","B8","1","B8=medium","B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B8=true","expansion_round_1","","2021","arxiv:2101.10113","arxiv:2101.10113","3298219759591122181","","simulation-based fault injection robotic systems sensor actuator network delay packet loss jitter","firecrawl research search-papers","","B8","false","false","false","false","b8/canonical-registry.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json | b8/raw/mechanism-04.json","b8/expansion-triage.jsonl"
"184","5","arxiv:2103.00167","Inferring Unobserved Events in Systems With Shared Resources and Queues","HIGH","B2","Inferring Unobserved Events in Systems With Shared Resources and Queues","arxiv:2103.00167","To identify the causes of performance problems or to predict process behavior, it is essential to have correct and complete event data. This is particularly important for distributed systems with shared resources, e.g., one case can block another case competing for the same machine, leading to inter-case dependencies in performance. However, due to a variety of reasons, real-life systems often record only a subset of all events taking place. To understand and analyze the behavior and performance of processes with shared resources, we aim to reconstruct bounds for timestamps of events in a case","high","B2","1","B2=high","B2=Infers hidden events from observed resource contention and queue behavior.","B2=Can reconstruct missing scheduler or transport events that explain a robot latency episode.","B2=true","primary_assignment","Dirk Fahland | Vadim Denisov | Wil. M. P. van der Aalst","2021","arxiv:2103.00167","arxiv:2103.00167","2189518703419947099","cs.AI | cs.DC | cs.FL | cs.PF","q14-replay","semantic-search","general","B2","false","false","false","false","b2/raw-q14-replay.txt | b2/registry-final.json | b2/registry.json | b3/raw-q07-trace-loss.json | b3/raw-q27-unobserved.json | b3/registry.json","b2/triage-final.jsonl | b2/triage.jsonl"
"189","5","arxiv:2104.01272","Visual Servoing Approach for Autonomous UAV Landing on a Moving Vehicle","HIGH","B8","Visual Servoing Approach for Autonomous UAV Landing on a Moving Vehicle","arxiv:2104.01272","Many aerial robotic applications require the ability to land on moving platforms, such as delivery trucks and marine research boats. We present a method to autonomously land an Unmanned Aerial Vehicle on a moving vehicle. A visual servoing controller approaches the ground vehicle using velocity commands calculated directly in image space. The control laws generate velocity commands in all three dimensions, eliminating the need for a separate height controller. The method has shown the ability to approach and land on the moving deck in simulation, indoor and outdoor environments, and compared to the other available methods, it has provided the fastest landing approach. Unlike many existing methods for landing on fast-moving platforms, this method does not rely on additional external setups, such as RTK, motion capture system, ground station, offboard processing, or communication with the vehicle, and it requires only the minimal set of hardware and localization sensors. The videos and source codes are also provided.","high","B8","1","B8=high","B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B8=true","expansion_round_1","","","arxiv:2104.01272","arxiv:2104.01272","7055128881158411160","","","","","B8","false","false","false","false","b8/expansion-registry.json","b8/expansion-triage.jsonl"
"194","5","arxiv:2104.15099","Achieving Causality with Physical Clocks","HIGH","B1","Achieving Causality with Physical Clocks","arxiv:2104.15099","Physical clocks provide more precision than applications can use. For example, a 64 bit NTP clock allows a precision of 233 picoseconds. In this paper, we focus on whether the least significant bits that are not useful to the applications could be used to track (one way) causality among events. We present PWC (Physical clock With Causality) that uses the extraneous bits in the physical clock. We show that PWC is very robust to errors in clock skew and transient errors. We show that PWC can be used as both a physical and logical clock for a typical distributed application even if just 6-9 extraneous bits (corresponding to precision of 15-120 nanoseconds) are available. Another important characteristic of PWC is that the standard integer < operation can be used to compare timestamps to deduce (one-way) causality among events. Thus, PWC is significantly more versatile than previous approaches for using the physical clock to provide causality information.","high","B1","1","B1=high","B1=PWC embeds one-way causality information in otherwise unused physical-clock bits and compares timestamps with ordinary integer order.","","B1=true","primary_assignment","Sandeep S Kulkarni, Gabe Appleton, Duong Nguyen","2021","arxiv:2104.15099","arxiv:2104.15099","693375319564045758","","33-lamport","","","B1","true","false","false","false","b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q04-logical.json | b1/raw-q05-uncertainty.json | b1/raw-q06-monotonic.json | b1/raw-q10-causal-diagnosis.json | b1/raw-q11-foundational.json | b1/raw-q13-os-clocks.json | b1/raw-q14-lamport-exact.json | b3/raw-q33-lamport.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q40-found-clocks.json","b1/assigned-paper-manifest.jsonl | b1/triage.jsonl"
"199","5","arxiv:2105.07609","Intrablock Interleaving for Batched Network Coding with Blockwise Adaptive Recoding","HIGH","B5","Intrablock Interleaving for Batched Network Coding with Blockwise Adaptive Recoding","arxiv:2105.07609","","high","B5","1","B5=high","B5=The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.","B5=It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.","B5=true","expansion_round_1","Hoover H. F. Yin, Ka Hei Ng, Allen Z. Zhong, Raymond W. Yeung, Shenghao Yang, Ian Y. Y. Chan","","","arxiv:2105.07609","","","","","","B5","false","false","false","false","b5/evidence-digest.jsonl","b5/expansion/expansion-triage.jsonl"
"204","5","arxiv:2107.02625","Open-Source LiDAR Time Synchronization System by Mimicking GNSS-clock","HIGH","B1","Open-Source LiDAR Time Synchronization System by Mimicking GNSS-clock","arxiv:2107.02625","Data fusion algorithms that employ LiDAR measurements, such as Visual-LiDAR, LiDAR-Inertial, or Multiple LiDAR Odometry and simultaneous localization and mapping (SLAM) rely on precise timestamping schemes that grant synchronicity to data from LiDAR and other sensors. Poor synchronization performance, due to incorrect timestamping procedure, may negatively affect the algorithms' state estimation results. To provide highly accurate and precise synchronization between the sensors, we introduce an open-source hardware-software LiDAR to other sensors time synchronization system that exploits a dedicated hardware LiDAR time synchronization interface by providing emulated GNSS-clock to this interface, no physical GNSS-receiver is needed. The emulator is based on a general-purpose microcontroller and, due to concise hardware and software architecture, can be easily modified or extended for synchronization of sets of different sensors such as cameras, inertial measurement units (IMUs), wheel encoders, other LiDARs, etc. In the paper, we provide an example of such a system with synchronized LiDAR and IMU sensors. We conducted an evaluation of the sensors synchronization accuracy and precision, and state 1 microsecond performance. We compared our results with timestamping provided by ROS software and by a LiDAR inner clocking scheme to underline clear advantages over these two baseline methods.","high","B1","1","B1=high","B1=A GNSS-like reference and timestamp protocol synchronizes LiDAR clocks across an open hardware/software system.","","B1=true","primary_assignment","Marsel Faizullin, Anastasiia Kornilova, Gonzalo Ferrer","2021","arxiv:2107.02625","arxiv:2107.02625","2390575294533569870","","robot telemetry architecture distributed timestamping clock synchronization latency decomposition","firecrawl research search-papers","","B1","true","false","false","false","b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q07-robotics.json | b7/canonical-registry.json | b7/raw-retrieval/q14-mechanism-clock.json | b7/raw-retrieval/q16-mechanism-driver.json | b8/canonical-registry.json | b8/raw/mechanism-02.json","b1/assigned-paper-manifest.jsonl | b1/triage.jsonl"
"209","5","arxiv:2108.07085","Smart Pointers and Shared Memory Synchronisation for Efficient Inter-process Communication in ROS on an Autonomous Vehicle","HIGH","B7","Smart Pointers and Shared Memory Synchronisation for Efficient Inter-process Communication in ROS on an Autonomous Vehicle","arxiv:2108.07085","Despite the stringent requirements of a real-time system, the reliance of the Robot Operating System (ROS) on the loopback network interface imposes a considerable overhead on the transport of high bandwidth data, while the nodelet package, which is an efficient mechanism for intra-process communication, does not address the problem of efficient local inter-process communication (IPC). To remedy this, we propose a novel integration into ROS of smart pointers and synchronisation primitives stored in shared memory. These obey the same semantics and, more importantly, exhibit the same performance as their C++ standard library counterparts, making them preferable to other local IPC mechanisms. We present a series of benchmarks for our mechanism - which we call LOT (Low Overhead Transport) - and use them to assess its performance on realistic data loads based on Five's Autonomous Vehicle (AV) system, and extend our analysis to the case where multiple ROS nodes are running in Docker containers. We find that our mechanism performs up to two orders of magnitude better than the standard IPC via local loopback. Finally, we apply industry-standard profiling techniques to explore the hotspots of code running in both user and kernel space, comparing our implementation against alternatives.","high","B7","1","B7=high","B7=Uses shared-memory smart pointers and synchronization primitives with user/kernel profiling for local ROS IPC.","B7=It exposes copy and kernel hotspots that otherwise appear as unexplained local middleware latency.","B7=true","expansion_round_1","","","arxiv:2108.07085","arxiv:2108.07085","3631407852892381338","","16-ros2-causal","","","B7","false","false","false","false","b3/raw-q16-ros2-causal.json | b3/registry.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q04-head-of-line-blocking-robotics.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q13-mechanism-zerocopy.json | b7/raw-retrieval/q22-failure-serialization.json | b7/raw-retrieval/q33-foundational-ros.json | b7/raw-retrieval/q36-foundational-eval.json","b7/expansion-additions-triage.jsonl"
"214","5","arxiv:2109.09409","IEEE 802.1AS Clock Synchronization Performance Evaluation of an Integrated Wired-Wireless TSN Architecture","HIGH","B1","IEEE 802.1AS Clock Synchronization Performance Evaluation of an Integrated Wired-Wireless TSN Architecture","arxiv:2109.09409","Industrial control systems present numerous challenges from the communication systems perspective: clock synchronization, deterministic behavior, low latency, high reliability, flexibility, and scalability. These challenges are mostly solved with standard technologies over Ethernet, e.g., Time-Sensitive Networking (TSN). As a research trend, it is expected that TSN will converge with wireless, leading to the Wireless TSN paradigm. Also, Wireless TSN is expected to be integrated with Ethernet TSN to create large-scale wired-wireless (Hybrid) TSN networks. The first step towards Hybrid TSN is the distribution of the clock reference from the wired to the wireless domain. In this paper, we leverage existing Ethernet TSN and wireless technologies implementations (Wi-Fi and w-SHARP) and we present two hardware architectures specifically engineered to enable the clock synchronization distribution among the network domains. The hardware architectures have been implemented over a System-on-Chip (SoC) Field Programmable Gate Array (FPGA) platform. We demonstrate through several experiments that the implementation is able to fulfill the synchronization performance required by TSN.","high","B1","1","B1=high","B1=The evaluation measures IEEE 802.1AS synchronization performance across integrated wired and wireless TSN links.","","B1=true","primary_assignment","Inaki Val, Oscar Seijo, Raul Torrego, Armando Astarloa","2021","arxiv:2109.09409","arxiv:2109.09409","9103705795505337691","","","","","B1","true","false","false","false","b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q08-embedded.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q20-mech-timing.json","b1/assigned-paper-manifest.jsonl | b1/triage.jsonl"
"219","5","arxiv:2110.15328","DeepNP: Deep Learning-Based Noise Prediction for Ultra-Reliable Low-Latency Communications","HIGH","B5","DeepNP: Deep Learning-Based Noise Prediction for Ultra-Reliable Low-Latency Communications","arxiv:2110.15328","","high","B5","1","B5=high","B5=The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.","B5=It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.","B5=true","expansion_round_1","Adina Waxman, Nir Shlezinger, Alejandro Cohen","","","arxiv:2110.15328","","","","","","B5","false","false","false","false","b5/evidence-digest.jsonl","b5/expansion/expansion-triage.jsonl"
"224","5","arxiv:2112.10303","Towards Computational Awareness in Autonomous Robots: An Empirical Study of Computational Kernels","MEDIUM","B8","Towards Computational Awareness in Autonomous Robots: An Empirical Study of Computational Kernels","arxiv:2112.10303","The potential impact of autonomous robots on everyday life is evident in emerging applications such as precision agriculture, search and rescue, and infrastructure inspection. However, such applications necessitate operation in unknown and unstructured environments with a broad and sophisticated set of objectives, all under strict computation and power limitations. We therefore argue that the computational kernels enabling robotic autonomy must be scheduled and optimized to guarantee timely and correct behavior, while allowing for reconfiguration of scheduling parameters at run time. In this paper, we consider a necessary first step towards this goal of computational awareness in autonomous robots: an empirical study of a base set of computational kernels from the resource management perspective. Specifically, we conduct a data-driven study of the timing, power, and memory performance of kernels for localization and mapping, path planning, task allocation, depth estimation, and optical flow, across three embedded computing platforms. We profile and analyze these kernels to provide insight into scheduling and dynamic resource management for computation-aware autonomous robots. Notably, our results show that there is a correlation of kernel performance with a robot's operational environment, justifying the notion of computation-aware robots and why our work is a crucial step towards this goal.","medium","B8","1","B8=medium","B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B8=true","expansion_round_1","","2021","2112.10303 | 5060746372479831490 | arxiv:2112.10303","arxiv:2112.10303","5060746372479831490","","","","","B8","false","false","false","false","b1/expansion/expansion-manifest.jsonl | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json","b8/expansion-triage.jsonl"
"229","5","arxiv:2201.07312","Model-driven Cluster Resource Management for AI Workloads in Edge Clouds","MEDIUM","B6","Model-driven Cluster Resource Management for AI Workloads in Edge Clouds","arxiv:2201.07312","Since emerging edge applications such as Internet of Things (IoT) analytics and augmented reality have tight latency constraints, hardware AI accelerators have been recently proposed to speed up deep neural network (DNN) inference run by these applications. Resource-constrained edge servers and accelerators tend to be multiplexed across multiple IoT applications, introducing the potential for performance interference between latency-sensitive workloads. In this paper, we design analytic models to capture the performance of DNN inference workloads on shared edge accelerators, such as GPU and edgeTPU, under different multiplexing and concurrency behaviors. After validating our models using extensive experiments, we use them to design various cluster resource management algorithms to intelligently manage multiple applications on edge accelerators while respecting their latency constraints. We implement a prototype of our system in Kubernetes and show that our system can host 2.3X more DNN applications in heterogeneous multi-tenant edge clusters with no latency violations when compared to traditional knapsack hosting algorithms.","medium","B6","1","B6=medium","B6=The abstract describes concurrent accelerator workloads and resource isolation, partitioning, or interference-aware scheduling as the latency mechanism.","B6=It provides a basis for distinguishing accelerator contention and interference from intrinsic model latency.","B6=false","primary_assignment","","","arxiv:2201.07312","arxiv:2201.07312","3939838630861516009","","q04 | q09 | q12 | q14 | q27","firecrawl research search-papers","false","B6","false","false","false","false","b4/raw-retrieval/q16-multi-tenant-GPU-contention.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/expansion/expansion-registry.jsonl | b6/raw-retrieval/q004.json | b6/raw-retrieval/q009.json | b6/raw-retrieval/q04-direct-edge.json | b6/raw-retrieval/q12-mechanism-kernel.json | b6/raw-retrieval/q14-mechanism-contention.json | b6/raw-retrieval/q27-adjacent-edge.json","b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl"
"234","5","arxiv:2202.09228","Topology-Level Reactivity in Distributed Reactive Programs: Reactive Acquaintance Management using Flocks","MEDIUM","B8","Topology-Level Reactivity in Distributed Reactive Programs: Reactive Acquaintance Management using Flocks","arxiv:2202.09228","Reactive programming is a popular paradigm to program event-driven applications, and it is often proposed as a paradigm to write distributed applications. One such type of application is *prosumer* applications, which are distributed applications that both produce and consume many events. We analyse the problems that occur when using a reactive programming language or framework to implement prosumer applications. We find that the assumption of an open network, which means prosumers of various types spontaneously join and leave the network, can cause a lot of code complexity or run-time inefficiency. At the basis of these issues lies *acquaintance management*: the ability to discover prosumers as they join and leave the network, and correctly maintaining this state throughout the reactive program. Most existing reactive programming languages and frameworks have limited support for managing acquaintances, resulting in accidental complexity of the code or inefficient computations. In this paper we present acquaintance management for reactive programs. First, we design an *acquaintance discovery* mechanism to create a *flock* that automatically discovers prosumers on the network. An important aspect of flocks is their integration with reactive programs, such that a reactive program can correctly and efficiently maintain its state. To this end we design an *acquaintance maintenance* mechanism: a new type of operator for functional reactive programming languages that we call `deploy-*`. The `deploy-*` operator enables correct and efficient reactions to time-varying collections of discovered prosumers. The proposed mechanisms are implemented in a reactive programming language called Stella, which serves as a linguistic vehicle to demonstrate the ideas of our approach. Our implementation of acquaintance management results in computationally efficient and idiomatic reactive code. We evaluate our approach quantitatively via benchmarks that show that our implementation is efficient: computations will efficiently update whenever a new prosumer is discovered, or a connected prosumer is dropped. To evaluate the distributed capabilities of our prototype implementation, we implement a use-case that simulates the bike-sharing infrastructure of Brussels, and we run it on a Raspberry Pi cluster computer. We consider our work to be an important step to use functional reactive programming to build distributed systems for open networks, in other words, distributed reactive programs that involve many prosumer devices and sensors that spontaneously join and leave the network.","medium","B8","1","B8=medium","B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.","B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.","B8=true","expansion_round_1","","2022","2202.09228 | 639221673700761496 | arxiv:2202.09228","arxiv:2202.09228","639221673700761496","","","","","B8","false","false","false","false","b8/expansion-canonical-registry.json | b8/expansion-registry.json","b8/expansion-triage.jsonl"
