pass2_index,paper_id,assigned_agent,first_pass_classification,source_lane
631,7879787443034041069,2,HIGH,B7
632,7726924502488115606,3,MEDIUM,B6
633,7729752446395306623,4,MEDIUM,B6
634,3956974113548681661,5,HIGH,B3
635,arxiv:2607.12614,1,HIGH,B4
636,5785556508778427907,2,MEDIUM,B6
637,8069653338168752361,3,MEDIUM,B3
638,5599684028929689597,4,MEDIUM,B3
639,4685038903586101577,5,MEDIUM,B8
640,4678418744073967721,1,HIGH,B5
641,875155208603979263,2,HIGH,B1
642,9171327884192685453,3,HIGH,B8
643,1761072512008267565,4,HIGH,B2 | B8
644,6685155072091894007,5,MEDIUM,B6
645,1571300075361954208,1,HIGH,B8
646,4719832985776024047,2,MEDIUM,B3
647,2615386525706781434,3,MEDIUM,B6
648,4937151525167702617,4,MEDIUM,B2
649,7072140537051199413,5,HIGH,B2 | B8
650,arxiv:2607.22242,1,HIGH,B4
651,8067658222323430056,2,MEDIUM,B8
652,3015391333628338371,3,HIGH,B7
653,5688624134858144257,4,HIGH,B8
654,2937543854568710884,5,MEDIUM,B3
655,arxiv:2607.28223,1,HIGH,B4
656,1712554309870911946,2,HIGH,B5
657,4288321889768320313,3,HIGH,B2
658,498377849106763229,4,HIGH,B5
659,4353526302494529976,5,MEDIUM,B8
660,arxiv:2608.08338,1,HIGH,B4
661,5453530192104496224,2,HIGH,B4 | B6
662,arxiv:2608.09556,3,HIGH,B4
663,5931539535869386961,4,MEDIUM,B8
664,5502882124631100505,5,HIGH,B1
665,2557612658538843843,1,MEDIUM,B5
666,2597599735354956596,2,HIGH,B5 | B7
667,3118903724793416344,3,MEDIUM,B3
668,5336608897723105490,4,MEDIUM,B5
669,8916858412621485278,5,MEDIUM,B3
670,6718955699918105612,1,HIGH,B8
671,5098808467339726848,2,MEDIUM,B8
672,1175326315228215280,3,MEDIUM,B2
673,arxiv:cs/0510070,4,HIGH,B5
674,1876527375800181618,5,HIGH,B1
675,8176620910093036846,1,HIGH,B5
676,80979387164826242,2,MEDIUM,B7
677,2105969947860896935,3,MEDIUM,B5
678,1898251274921937493,4,HIGH,B3 | B8
679,4909246700627321249,5,MEDIUM,B1
680,3847908702569125395,1,HIGH,B3 | B8
681,arxiv:1308.1745,2,MEDIUM,B5
682,2552709141967518849,3,MEDIUM,B8
683,6069302969337636244,4,HIGH,B5
684,4634417666065054634,5,HIGH,B1 | B5
685,4452630211623390692,1,MEDIUM,B5
686,1755351680171509675,2,HIGH,B7
687,3829193067904402061,3,HIGH,B7
688,1668043443522056253,4,MEDIUM,B8
689,148054313537924416,5,HIGH,B1 | B7
690,7163472997400082829,1,HIGH,B7
691,2367833977732839801,2,HIGH,B1
692,1372600695109349797,3,MEDIUM,B5
693,2931634087590650564,4,HIGH,B1
694,3860974450908273774,5,HIGH,B1
695,7119746593355855053,1,HIGH,B1
696,5075266179926110431,2,MEDIUM,B1
697,5976916227115129888,3,HIGH,B1
698,5524303104538057129,4,HIGH,B7
699,8281079617290861983,5,HIGH,B5
700,5953628598697212834,1,MEDIUM,B5
701,2019497443263280237,2,MEDIUM,B1
702,429486151095015039,3,HIGH,B1
703,2211468744924936252,4,MEDIUM,B7
704,811021839911309015,5,MEDIUM,B1
705,9022175127994743410,1,HIGH,B1
706,992964764350579275,2,HIGH,B1
707,8566449090903860956,3,MEDIUM,B3
708,2772322195988889789,4,MEDIUM,B7
709,4918028213022572326,5,HIGH,B1 | B7
710,502780628454977798,1,HIGH,B1
711,417731485108381566,2,HIGH,B1
712,218875704244974896,3,MEDIUM,B1
713,7520461208810272751,4,HIGH,B1
714,6400808627387146558,5,HIGH,B1
715,8529463343270812381,1,MEDIUM,B7
716,6188873004102168102,2,HIGH,B1
717,1302379362498927557,3,HIGH,B2
718,5366608874104944380,4,HIGH,B2
719,471147898423564130,5,MEDIUM,B2
720,3391115723392121549,1,HIGH,B2
721,8561887109684953007,2,HIGH,B2
722,1381015205915211242,3,HIGH,B2
723,3140650812728044647,4,HIGH,B2
724,708190934439977881,5,MEDIUM,B2
