pass2_index,paper_id,assigned_agent,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
450,arxiv:2103.06011,9,MEDIUM,A1,DSEC: A Stereo Event Camera Dataset for Driving Scenarios,arxiv:2103.06011,"Once an academic venture, autonomous driving has received unparalleled corporate funding in the last decade. Still, the operating conditions of current autonomous cars are mostly restricted to ideal scenarios. This means that driving in challenging illumination conditions such as night, sunrise, and sunset remains an open problem. In these cases, standard cameras are being pushed to their limits in terms of low light and high dynamic range performance. To address these challenges, we propose, DSEC, a new dataset that contains such demanding illumination conditions and provides a rich set of sensory data. DSEC offers data from a wide-baseline stereo setup of two color frame cameras and two high-resolution monochrome event cameras. In addition, we collect lidar data and RTK GPS measurements, both hardware synchronized with all camera data. One of the distinctive features of this dataset is the inclusion of high-resolution event cameras. Event cameras have received increasing attention for their high temporal resolution and high dynamic range performance. However, due to their novelty, event camera datasets in driving scenarios are rare. This work presents the first high-resolution, large-scale stereo dataset with event cameras. The dataset contains 53 sequences collected by driving in a variety of illumination conditions and provides ground truth disparity for the development and evaluation of event-based stereo algorithms.",medium,A1,1,A1=medium,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for DSEC: A Stereo Event Camera Dataset for Driving Scenarios.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.",A1=true,expansion_round_1,,,arxiv:2103.06011,arxiv:2103.06011,2730371564793671387,,,related-references,,A1,false,false,false,false,A1/expansion-registry.json | A1/paper-registry-complete.json,A1/expansion-triage.jsonl
463,arxiv:2105.05217,9,HIGH,A1,Representation Learning via Global Temporal Alignment and Cycle-Consistency,arxiv:2105.05217,"We introduce a weakly supervised method for representation learning based on aligning temporal sequences (e.g., videos) of the same process (e.g., human action). The main idea is to use the global temporal ordering of latent correspondences across sequence pairs as a supervisory signal. In particular, we propose a loss based on scoring the optimal sequence alignment to train an embedding network. Our loss is based on a novel probabilistic path finding view of dynamic time warping (DTW) that contains the following three key features: (i) the local path routing decisions are contrastive and differentiable, (ii) pairwise distances are cast as probabilities that are contrastive as well, and (iii) our formulation naturally admits a global cycle consistency loss that verifies correspondences. For evaluation, we consider the tasks of fine-grained action classification, few shot learning, and video synchronization. We report significant performance increases over previous methods. In addition, we report two applications of our temporal alignment framework, namely 3D pose reconstruction and fine-grained audio/visual retrieval.",high,A1,1,A1=high,A1=A differentiable probabilistic alignment loss uses global ordering and cycle consistency to learn embeddings and verify sequence correspondences.,A1=Cycle checks can expose false temporal matches in weakly labeled robot or human-video demonstrations.,A1=true,primary_assignment,,,arxiv:2105.05217,arxiv:2105.05217,2016032035901082354,,q03-dtw | q10-foundational-ctw,search-papers,foundational,A1,false,false,false,false,A1/assigned-papers.json | A1/evidence-read-manifest.json | A1/expansion-registry.json | A1/expansion-round3-registry.json | A1/inspection-manifest.json | A1/paper-registry-complete.json | A1/paper-registry.json | A1/raw/q03-dtw.json | A1/raw/q10-foundational-ctw.json,A1/assigned-abstracts.jsonl | A1/triage.jsonl
476,arxiv:2106.14405,9,MEDIUM,A4,Habitat 2.0: Training Home Assistants to Rearrange their Habitat,arxiv:2106.14405,"We introduce Habitat 2.0 (H2.0), a simulation platform for training virtual robots in interactive 3D environments and complex physics-enabled scenarios. We make comprehensive contributions to all levels of the embodied AI stack - data, simulation, and benchmark tasks. Specifically, we present: (i) ReplicaCAD: an artist-authored, annotated, reconfigurable 3D dataset of apartments (matching real spaces) with articulated objects (e.g. cabinets and drawers that can open/close); (ii) H2.0: a high-performance physics-enabled 3D simulator with speeds exceeding 25,000 simulation steps per second (850x real-time) on an 8-GPU node, representing 100x speed-ups over prior work; and, (iii) Home Assistant Benchmark (HAB): a suite of common tasks for assistive robots (tidy the house, prepare groceries, set the table) that test a range of mobile manipulation capabilities. These large-scale engineering contributions allow us to systematically compare deep reinforcement learning (RL) at scale and classical sense-plan-act (SPA) pipelines in long-horizon structured tasks, with an emphasis on generalization to new objects, receptacles, and layouts. We find that (1) flat RL policies struggle on HAB compared to hierarchical ones; (2) a hierarchy with independent skills suffers from 'hand-off problems', and (3) SPA pipelines are more brittle than RL policies.",medium,A4,1,A4=medium,"A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility.",A4=It is directly or plausibly transferable to selecting robot experience for policy learning.,A4=false,expansion_round_1,,,arxiv:2106.14405 | paper:2701259356786814144,,,,,,,A4,false,false,false,false,A4/expansion/round4/registry.jsonl,A4/expansion/all-new-expansion-triage.jsonl
489,arxiv:2108.00625,9,HIGH,A3,Adaptive t-Momentum-based Optimization for Unknown Ratio of Outliers in Amateur Data in Imitation Learning,arxiv:2108.00625,"Behavioral cloning (BC) bears a high potential for safe and direct transfer of human skills to robots. However, demonstrations performed by human operators often contain noise or imperfect behaviors that can affect the efficiency of the imitator if left unchecked. In order to allow the imitators to effectively learn from imperfect demonstrations, we propose to employ the robust t-momentum optimization algorithm. This algorithm builds on the Student's t-distribution in order to deal with heavy-tailed data and reduce the effect of outlying observations. We extend the t-momentum algorithm to allo",high,A3,1,A3=high,A3=Student-t momentum reduces the effect of heavy-tailed outlying actions without requiring the outlier ratio in amateur demonstrations.,A3=It provides an optimization-side defense when noisy operator behavior is hard to label or model explicitly.,A3=true,primary_assignment,Wendyam Eric Lionel Ilboudo | Taisuke Kobayashi | Kenji Sugimoto,2021,arxiv:2108.00625,arxiv:2108.00625,paper:7202885681899517333,cs.LG,q01-direct | q04-mislabeled | q20-foundational-robust | q22-safe-bad-data,firecrawl research search-papers,general,A3,false,false,false,false,A3/assigned-papers.json | A3/evidence-index.json | A3/paper-registry.json | A3/raw/q01-direct.txt | A3/raw/q04-mislabeled.txt | A3/raw/q20-foundational-robust.txt | A3/raw/q22-safe-bad-data.txt | A5/canonical-pool.jsonl | A5/paper-registry.json | A6/raw-retrieval/q02-direct-imperfect-demo.json | A6/work/canonical-pool.jsonl | A7/raw/q15-long-tail-failure.json | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl,A3/abstract-triage.jsonl
502,arxiv:2109.08273,9,HIGH,A3 | A6,ThriftyDAgger: Budget-Aware Novelty and Risk Gating for Interactive Imitation Learning,arxiv:2109.08273,"Effective robot learning often requires online human feedback and interventions that can cost significant human time, giving rise to the central challenge in interactive imitation learning: is it possible to control the timing and length of interventions to both facilitate learning and limit burden on the human supervisor? This paper presents ThriftyDAgger, an algorithm for actively querying a human supervisor given a desired budget of human interventions. ThriftyDAgger uses a learned switching policy to solicit interventions only at states that are sufficiently (1) novel, where the robot policy has no reference behavior to imitate, or (2) risky, where the robot has low confidence in task completion. To detect the latter, we introduce a novel metric for estimating risk under the current robot policy. Experiments in simulation and on a physical cable routing experiment suggest that ThriftyDAgger's intervention criteria balances task performance and supervisor burden more effectively than prior algorithms. ThriftyDAgger can also be applied at execution time, where it achieves a 100% success rate on both the simulation and physical tasks. A user study (N=10) in which users control a three-robot fleet while also performing a concentration task suggests that ThriftyDAgger increases human and robot performance by 58% and 80% respectively compared to the next best algorithm while reducing supervisor burden.",high,A3 | A6,2,A3=high | A6=high,"A3=ThriftyDAgger combines novelty and risk gating to request expert labels only for valuable interactive states. | A6=Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.",A3=It directly operationalizes selective correction collection under human-time constraints. | A6=Makes failure states informative for robust execution and for deciding what corrective data to collect next.,A3=true | A6=true,expansion_round_1 | expansion_round_3,Ryan Hoque | Ashwin Balakrishna | Ellen Novoseller | Albert Wilcox | Daniel S. Brown | Ken Goldberg,2021,arxiv:2109.08273,arxiv:2109.08273,5013964582468463473,cs.AI | cs.RO,q24-found-dagger,firecrawl research related-papers | related-papers,,A3,false,false,false,false,A3/paper-registry.json | A3/round3-evidence-index.json | A3/round3-registry.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q24-found-dagger.json | A6/work/canonical-pool.jsonl | A8/raw/q04-direct.json | A8/work/canonical-pool.jsonl | A8/work/expansion-pool.jsonl,A3/round3-triage.jsonl | A6/expansion/triage.jsonl
515,arxiv:2110.04633,9,HIGH,A3 | A6,Credit Assignment Safety Learning from Human Demonstrations,arxiv:2110.04633,"A critical need in assistive robotics, such as assistive wheelchairs for navigation, is a need to learn task intent and safety guarantees through user interactions in order to ensure safe task performance. For tasks where the objectives from the user are not easily defined, learning from user demonstrations has been a key step in enabling learning. However, most robot learning from demonstration (LfD) methods primarily rely on optimal demonstration in order to successfully learn a control policy, which can be challenging to acquire from novice users. Recent work does use suboptimal and failed demonstrations to learn about task intent; few focus on learning safety guarantees to prevent repeat failures experienced, essential for assistive robots. Furthermore, interactive human-robot learning aims to minimize effort from the human user to facilitate deployment in the real-world. As such, requiring users to label the unsafe states or keyframes from the demonstrations should not be a necessary requirement for learning. Here, we propose an algorithm to learn a safety value function from a set of suboptimal and failed demonstrations that is used to generate a real-time safety control filter. Importantly, we develop a credit assignment method that extracts the failure states from the failed demonstrations without requiring human labelling or prespecified knowledge of unsafe regions. Furthermore, we extend our formulation to allow for user-specific safety functions, by incorporating user-defined safety rankings from which we can generate safety level sets according to the users' preferences. By using both suboptimal and failed demonstrations and the developed credit assignment formulation, we enable learning a safety value function with minimal effort needed from the user, making it more feasible for widespread use in human-robot interactive learning tasks.",high,A3 | A6,2,A3=high | A6=high,"A3=Credit assignment learns task intent and safety-relevant contributions from human demonstrations that include failures and suboptimal behavior. | A6=Uses failure, recovery, retry, correction, or intervention data to return execution to a viable state or learn corrective behavior.",A3=It links imperfect human feedback to safety constraints rather than treating every observed action as a target to imitate. | A6=Shows how imperfect experience can teach robust retry and recovery behavior instead of being discarded.,A3=true | A6=true,primary_assignment,"Ahalya Prabhakar, Aude Billard",2021,arxiv:2110.04633,arxiv:2110.04633,4467357394806590491,cs.RO,q05-syn-suboptimal-demo | q07-harmful-data | q25-found-failures | q35-found-learn-failures,firecrawl research search-papers | search-papers,,A3 | A6,true,true,false,false,A3/assigned-papers.json | A3/evidence-index.json | A3/paper-registry.json | A3/raw/q07-harmful-data.txt | A6/raw-retrieval/q05-syn-suboptimal-demo.json | A6/raw-retrieval/q25-found-failures.json | A6/raw-retrieval/q35-found-learn-failures.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl,A3/abstract-triage.jsonl | A6/triage.jsonl
528,arxiv:2110.15142,9,HIGH,A6,Learning Feasibility to Imitate Demonstrators with Different Dynamics,arxiv:2110.15142,"The goal of learning from demonstrations is to learn a policy for an agent (imitator) by mimicking the behavior in the demonstrations. Prior works on learning from demonstrations assume that the demonstrations are collected by a demonstrator that has the same dynamics as the imitator. However, in many real-world applications, this assumption is limiting -- to improve the problem of lack of data in robotics, we would like to be able to leverage demonstrations collected from agents with different dynamics. This can be challenging as the demonstrations might not even be feasible for the imitator. Our insight is that we can learn a feasibility metric that captures the likelihood of a demonstration being feasible by the imitator. We develop a feasibility MDP (f-MDP) and derive the feasibility score by learning an optimal policy in the f-MDP. Our proposed feasibility measure encourages the imitator to learn from more informative demonstrations, and disregard the far from feasible demonstrations. Our experiments on four simulated environments and on a real robot show that the policy learned with our approach achieves a higher expected return than prior works. We show the videos of the real robot arm experiments on our website (https://sites.google.com/view/learning-feasibility).",high,A6,1,A6=high,"A6=Estimates demonstration quality or latent expertise to filter, weight, or optimize learning from mixed-quality experience.",A6=Offers a reusable mechanism for converting sequential experience into better policy or data decisions.,A6=true,expansion_round_1,,,arxiv:2110.15142,arxiv:2110.15142,3119597840811836316,,q01-direct,related-papers,,A6,false,false,false,false,A4/canonical-registry.jsonl | A4/raw/q01-direct.json | A6/expansion/canonical-pool.jsonl | A8/raw/q09-mechanism.json | A8/work/canonical-pool.jsonl,A6/expansion/triage.jsonl
541,arxiv:2201.03834,9,HIGH,A5,STIR²: Reward Relabelling for combined Reinforcement and Imitation Learning on sparse-reward tasks,arxiv:2201.03834,"In the search for more sample-efficient reinforcement-learning (RL) algorithms, a promising direction is to leverage as much external off-policy data as possible. For instance, expert demonstrations. In the past, multiple ideas have been proposed to make good use of the demonstrations added to the replay buffer, such as pretraining on demonstrations only or minimizing additional cost functions. We present a new method, able to leverage both demonstrations and episodes collected online in any sparse-reward environment with any off-policy algorithm. Our method is based on a reward bonus given to demonstrations and successful episodes (via relabeling), encouraging expert imitation and self-imitation. Our experiments focus on several robotic-manipulation tasks across two different simulation environments. We show that our method based on reward relabeling improves the performance of the base algorithm (SAC and DDPG) on these tasks. Finally, our best algorithm STIR² (Self and Teacher Imitation by Reward Relabeling), which integrates into our method multiple improvements from previous works, is more data-efficient than all baselines.",high,A5,1,A5=high,"A5=In the past, multiple ideas have been proposed to make good use of the demonstrations added to the replay buffer, such as pretraining on demonstrations only or minimizing additional cost functions.","A5=It informs which stored transitions or demonstrations should be replayed more often when sparse reward, rarity, or learning progress matters.",A5=true,primary_assignment,"Jesus Bujalance Martin, Fabien Moutarde",2022,arxiv:2201.03834 | paper:8311099796552268628,arxiv:2201.03834,paper:8311099796552268628,cs.LG | cs.RO,50 | 58,search-papers,foundational | general,A5,false,false,false,false,A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q28-offline-rl.json | A5/assigned-papers.json | A5/canonical-pool.jsonl | A5/evidence-ledger.jsonl | A5/inspection-manifest.json | A5/paper-registry.json | A5/read-manifest.json,A5/assigned-abstracts.jsonl
554,arxiv:2202.04634,9,MEDIUM,A3,Offline Reinforcement Learning with Realizability and Single-policy Concentrability,arxiv:2202.04634,"Sample-efficiency guarantees for offline reinforcement learning (RL) often rely on strong assumptions on both the function classes (e.g., Bellman-completeness) and the data coverage (e.g., all-policy concentrability). Despite the recent efforts on relaxing these assumptions, existing works are only able to relax one of the two factors, leaving the strong assumption on the other factor intact. As an important open problem, can we achieve sample-efficient offline RL with weak assumptions on both factors? In this paper we answer the question in the positive. We analyze a simple algorithm based on",medium,A3,1,A3=medium,"A3=The paper develops or evaluates Offline Reinforcement Learning with Realizability and Single-policy Concentrability, providing an adjacent mechanism for robust learning, attribution, evaluation, or data selection.","A3=It may transfer to robot experience curation or training intelligence, but its direct relevance requires verification.",A3=false,expansion_round_1,,2022,arxiv:2202.04634,,,,,firecrawl research related-papers,,A3,false,false,false,false,A3/expansion-registry.json | A3/paper-registry.json,A3/expansion-triage.jsonl
567,arxiv:2204.01691,9,MEDIUM,A4,"Do As I Can, Not As I Say: Grounding Language in Robotic Affordances",arxiv:2204.01691,"Large language models can encode a wealth of semantic knowledge about the world. Such knowledge could be extremely useful to robots aiming to act upon high-level, temporally extended instructions expressed in natural language. However, a significant weakness of language models is that they lack real-world experience, which makes it difficult to leverage them for decision making within a given embodiment. For example, asking a language model to describe how to clean a spill might result in a reasonable narrative, but it may not be applicable to a particular agent, such as a robot, that needs to perform this task in a particular environment. We propose to provide real-world grounding by means of pretrained skills, which are used to constrain the model to propose natural language actions that are both feasible and contextually appropriate. The robot can act as the language model's ""hands and eyes,"" while the language model supplies high-level semantic knowledge about the task. We show how low-level skills can be combined with large language models so that the language model provides high-level knowledge about the procedures for performing complex and temporally-extended instructions, while value functions associated with these skills provide the grounding necessary to connect this knowledge to a particular physical environment. We evaluate our method on a number of real-world robotic tasks, where we show the need for real-world grounding and that this approach is capable of completing long-horizon, abstract, natural language instructions on a mobile manipulator. The project's website and the video can be found at https://say-can.github.io/.",medium,A4,1,A4=medium,"A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility.",A4=It is directly or plausibly transferable to selecting robot experience for policy learning.,A4=false,expansion_round_1,,,arxiv:2204.01691 | paper:3420165033213569614,,,,,,,A4,false,false,false,false,A4/expansion/round4/registry.jsonl,A4/expansion/all-new-expansion-triage.jsonl
580,arxiv:2205.09550,9,HIGH,A3,Data Valuation for Offline Reinforcement Learning,arxiv:2205.09550,"The success of deep reinforcement learning (DRL) hinges on the availability of training data, which is typically obtained via a large number of environment interactions. In many real-world scenarios, costs and risks are associated with gathering these data. The field of offline reinforcement learning addresses these issues through outsourcing the collection of data to a domain expert or a carefully monitored program and subsequently searching for a batch-constrained optimal policy. With the emergence of data markets, an alternative to constructing a dataset in-house is to purchase external dat",high,A3,1,A3=high,A3=Data valuation assigns value to offline reinforcement-learning transitions according to their effect on learned policies.,A3=It provides a principled bridge between dataset records and policy improvement.,A3=true,expansion_round_2,Amir Abolfazli | Gregory Palmer | Daniel Kudenko,2022,arxiv:2205.09550,arxiv:2205.09550,5807790514024252067,cs.LG,,firecrawl research related-papers,foundational,A3,false,false,false,false,A3/paper-registry.json | A3/round2-evidence-index.json | A3/round2-registry.json | A7/raw/q23-offline-support.json | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl,A3/round2-triage.jsonl
593,arxiv:2206.15469,9,HIGH,A4,Watch and Match: Supercharging Imitation with Regularized Optimal Transport,arxiv:2206.15469,"Imitation learning holds tremendous promise in learning policies efficiently for complex decision making problems. Current state-of-the-art algorithms often use inverse reinforcement learning (IRL), where given a set of expert demonstrations, an agent alternatively infers a reward function and the associated optimal policy. However, such IRL approaches often require substantial online interactions for complex control problems. In this work, we present Regularized Optimal Transport (ROT), a new imitation learning algorithm that builds on recent advances in optimal transport based trajectory-matching. Our key technical insight is that adaptively combining trajectory-matching rewards with behavior cloning can significantly accelerate imitation even with only a few demonstrations. Our experiments on 20 visual control tasks across the DeepMind Control Suite, the OpenAI Robotics Suite, and the Meta-World Benchmark demonstrate an average of 7.8X faster imitation to reach 90% of expert performance compared to prior state-of-the-art methods. On real-world robotic manipulation, with just one demonstration and an hour of online training, ROT achieves an average success rate of 90.1% across 14 tasks.",high,A4,1,A4=high,"A4=Ranks or weights trajectories/transitions according to return, coverage, value, or policy-improvement utility in offline learning.",A4=It offers a direct or transferable way to connect robot experience choices to learned policy behavior.,A4=true,primary_assignment,,,arxiv:2206.15469 | paper:8289749313926202526,arxiv:2206.15469,8289749313926202526,,q31-trajectory-rank,semantic-search,,A4,false,false,false,false,A4/assigned-papers.json | A4/assigned-registry-inspected.jsonl | A4/assigned-registry-preinspect.jsonl | A4/canonical-registry.jsonl | A4/raw/q31-trajectory-rank.json,A4/abstract-triage.jsonl
606,arxiv:2209.08959,9,HIGH,A2,Latent Plans for Task-Agnostic Offline Reinforcement Learning,arxiv:2209.08959,"Everyday tasks of long-horizon and comprising a sequence of multiple implicit subtasks still impose a major challenge in offline robot control. While a number of prior methods aimed to address this setting with variants of imitation and offline reinforcement learning, the learned behavior is typically narrow and often struggles to reach configurable long-horizon goals. As both paradigms have complementary strengths and weaknesses, we propose a novel hierarchical approach that combines the strengths of both methods to learn task-agnostic long-horizon policies from high-dimensional camera observations. Concretely, we combine a low-level policy that learns latent skills via imitation learning and a high-level policy learned from offline reinforcement learning for skill-chaining the latent behavior priors. Experiments in various simulated and real robot control tasks show that our formulation enables producing previously unseen combinations of skills to reach temporally extended goals by ""stitching"" together latent skills through goal chaining with an order-of-magnitude improvement in performance upon state-of-the-art baselines. We even learn one multi-task visuomotor policy for 25 distinct manipulation tasks in the real world which outperforms both imitation learning and offline reinforcement learning techniques.",high,A2,1,A2=high,A2=Detects or learns semantically meaningful trajectory segments and uses them as variable-horizon action chunks or keypose-to-keypose control targets.,"A2=Boundary and horizon choices determine the training unit, feedback latency, credit assignment, and compounding-error exposure in long-horizon robot learning.",A2=true,primary_assignment,"Erick Rosete-Beas, Oier Mees, Gabriel Kalweit, Joschka Boedecker, Wolfram Burgard",2022,arxiv:2209.08959,arxiv:2209.08959,6425993496031475105,cs.AI | cs.CV | cs.LG | cs.RO,episode parsing behavior segmentation offline reinforcement learning | latent plan discovery trajectory chunks transformer robot learning,search-papers,false,A2,false,false,false,false,A2/assigned-papers.json | A2/assigned-registry-inspected.json | A2/assigned-registry-inspected.jsonl | A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/expansion-pool.json | A2/expansion-pool.jsonl | A2/raw/q07-synonyms.json | A2/raw/q15-latent-plan.json,A2/assigned-abstracts.jsonl | A2/triage.jsonl
619,arxiv:2210.03370,9,HIGH,A7,GNM: A General Navigation Model to Drive Any Robot,arxiv:2210.03370,"Learning provides a powerful tool for vision-based navigation, but the capabilities of learning-based policies are constrained by limited training data. If we could combine data from all available sources, including multiple kinds of robots, we could train more powerful navigation models. In this paper, we study how a general goal-conditioned model for vision-based navigation can be trained on data obtained from many distinct but structurally similar robots, and enable broad generalization across environments and embodiments. We analyze the necessary design decisions for effective data sharing across robots, including the use of temporal context and standardized action spaces, and demonstrate that an omnipolicy trained from heterogeneous datasets outperforms policies trained on any single dataset. We curate 60 hours of navigation trajectories from 6 distinct robots, and deploy the trained GNM on a range of new robots, including an underactuated quadrotor. We find that training on diverse data leads to robustness against degradation in sensing and actuation. Using a pre-trained navigation model with broad generalization capabilities can bootstrap applications on novel robots going forward, and we hope that the GNM represents a step in that direction. For more information on the datasets, code, and videos, please check out our project page https://sites.google.com/view/drive-any-robot.",high,A7,1,A7=high,"A7=Learning provides a powerful tool for vision-based navigation, but the capabilities of learning-based policies are constrained by limited training data.",A7=It helps diagnose or reduce behavior-distribution mismatch and spurious dependence under deployment shift.,A7=true,expansion_round_1,,,arxiv:2210.03370,,,,,references,,A7,false,false,false,false,A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl,A7/work/expansion-triage.jsonl
632,arxiv:2210.15050,9,MEDIUM,A1,TILDE-Q: A Transformation Invariant Loss Function for Time-Series Forecasting,arxiv:2210.15050,"Time-series forecasting has gained increasing attention in the field of artificial intelligence due to its potential to address real-world problems across various domains, including energy, weather, traffic, and economy. While time-series forecasting is a well-researched field, predicting complex temporal patterns such as sudden changes in sequential data still poses a challenge with current models. This difficulty stems from minimizing Lp norm distances as loss functions, such as mean absolute error (MAE) or mean square error (MSE), which are susceptible to both intricate temporal dynamics modeling and signal shape capturing. Furthermore, these functions often cause models to behave aberrantly and generate uncorrelated results with the original time-series. Consequently, developing a shape-aware loss function that goes beyond mere point-wise comparison is essential. In this paper, we examine the definition of shape and distortions, which are crucial for shape-awareness in time-series forecasting, and provide a design rationale for the shape-aware loss function. Based on our design rationale, we propose a novel, compact loss function called TILDEQ (Transformation Invariant Loss function with Distance EQuilibrium) that considers not only amplitude and phase distortions but also allows models to capture the shape of time-series sequences. Furthermore, TILDE-Q supports the simultaneous modeling of periodic and nonperiodic temporal dynamics. We evaluate the efficacy of TILDE-Q by conducting extensive experiments under both periodic and nonperiodic conditions with various models ranging from naive to state-of-the-art. The experimental results show that the models trained with TILDE-Q surpass those trained with other metrics, such as MSE and DILATE, in various real-world applications, including electricity, traffic, illness, economics, weather, and electricity transformer temperature (ETT).",medium,A1,1,A1=medium,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for TILDE-Q: A Transformation Invariant Loss Function for Time-Series Forecasting.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.",A1=true,expansion_round_3,,,arxiv:2210.15050,arxiv:2210.15050,8075945866475497529,,,related-papers-round3,,A1,false,false,false,false,A1/expansion-round3-registry.json | A1/paper-registry-complete.json,A1/expansion-round3-triage.jsonl
645,arxiv:2211.13726,9,HIGH,A1,Lightweight Event-based Optical Flow Estimation via Iterative Deblurring,arxiv:2211.13726,"Inspired by frame-based methods, state-of-the-art event-based optical flow networks rely on the explicit construction of correlation volumes, which are expensive to compute and store, rendering them unsuitable for robotic applications with limited compute and energy budget. Moreover, correlation volumes scale poorly with resolution, prohibiting them from estimating high-resolution flow. We observe that the spatiotemporally continuous traces of events provide a natural search direction for seeking pixel correspondences, obviating the need to rely on gradients of explicit correlation volumes as such search directions. We introduce IDNet (Iterative Deblurring Network), a lightweight yet high-performing event-based optical flow network directly estimating flow from event traces without using correlation volumes. We further propose two iterative update schemes: ""ID"" which iterates over the same batch of events, and ""TID"" which iterates over time with streaming events in an online fashion. Our top-performing ID model sets a new state of the art on DSEC benchmark. Meanwhile, the base ID model is competitive with prior arts while using 80% fewer parameters, consuming 20x less memory footprint and running 40% faster on the NVidia Jetson Xavier NX. Furthermore, the TID model is even more efficient offering an additional 5x faster inference speed and 8 ms ultra-low latency at the cost of only a 9% performance drop, making it the only model among current literature capable of real-time operation while maintaining decent performance.",high,A1,1,A1=high,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Lightweight Event-based Optical Flow Estimation via Iterative Deblurring.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.",A1=true,expansion_round_1,,,arxiv:2211.13726,arxiv:2211.13726,8311402514032271300,,,related-similar,,A1,false,false,false,false,A1/expansion-registry.json | A1/paper-registry-complete.json,A1/expansion-triage.jsonl
658,arxiv:2301.03330,9,HIGH,A1,HyRSM++: Hybrid Relation Guided Temporal Set Matching for Few-shot Action Recognition,arxiv:2301.03330,"Recent attempts mainly focus on learning deep representations for each video individually under the episodic meta-learning regime and then performing temporal alignment to match query and support videos. However, they still suffer from two drawbacks: (i) learning individual features without considering the entire task may result in limited representation capability, and (ii) existing alignment strategies are sensitive to noises and misaligned instances. To handle the two limitations, we propose a novel Hybrid Relation guided temporal Set Matching (HyRSM++) approach for few-shot action recognition. The core idea of HyRSM++ is to integrate all videos within the task to learn discriminative representations and involve a robust matching technique. To be specific, HyRSM++ consists of two key components, a hybrid relation module and a temporal set matching metric. Given the basic representations from the feature extractor, the hybrid relation module is introduced to fully exploit associated relations within and cross videos in an episodic task and thus can learn task-specific embeddings. Subsequently, in the temporal set matching metric, we carry out the distance measure between query and support videos from a set matching perspective and design a Bi-MHM to improve the resilience to misaligned instances. In addition, we explicitly exploit the temporal coherence in videos to regularize the matching process. Furthermore, we extend the proposed HyRSM++ to deal with the more challenging semi-supervised few-shot action recognition and unsupervised few-shot action recognition tasks. Experimental results on multiple benchmarks demonstrate that our method achieves state-of-the-art performance under various few-shot settings. The source code is available at https://github.com/alibaba-mmai-research/HyRSMPlusPlus.",high,A1,1,A1=high,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for HyRSM++: Hybrid Relation Guided Temporal Set Matching for Few-shot Action Recognition.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.",A1=true,expansion_round_3,,,arxiv:2301.03330,arxiv:2301.03330,4220452015204281758,,,related-papers-round3,,A1,false,false,false,false,A1/expansion-round3-registry.json | A1/paper-registry-complete.json,A1/expansion-round3-triage.jsonl
