"pass2_index","canonical_paper_id","assigned_agent","first_pass_classification","source_lane","paper_name","id","abstract","triage_label","lanes","lane_count","triage_labels_by_lane","mechanisms_by_lane","why_it_matters_by_lane","follow_up_by_lane","corpus_stages","authors","year","source_ids","primary_id","paper_id","categories","queries","discovery_methods","designations","primary_readers","metadata_verified_any","body_inspected_any","evidence_read_any","triage_disagreement","source_registry_paths","source_triage_paths"
"369","arxiv:2003.06085","6","HIGH","A1 | A4","Learning to Generalize Across Long-Horizon Tasks from Human Demonstrations","arxiv:2003.06085","Imitation learning is an effective and safe technique to train robot policies in the real world because it does not depend on an expensive random exploration process. However, due to the lack of exploration, learning policies that generalize beyond the demonstrated behaviors is still an open challenge. We present a novel imitation learning framework to enable robots to 1) learn complex real world manipulation tasks efficiently from a small number of human demonstrations, and 2) synthesize new behaviors not contained in the collected demonstrations. Our key insight is that multi-task domains often present a latent structure, where demonstrated trajectories for different tasks intersect at common regions of the state space. We present Generalization Through Imitation (GTI), a two-stage offline imitation learning algorithm that exploits this intersecting structure to train goal-directed policies that generalize to unseen start and goal state combinations. In the first stage of GTI, we train a stochastic policy that leverages trajectory intersections to have the capacity to compose behaviors from different demonstration trajectories together. In the second stage of GTI, we collect a small set of rollouts from the unconditioned stochastic policy of the first stage, and train a goal-directed agent to generalize to novel start and goal configurations. We validate GTI in both simulated domains and a challenging long-horizon robotic manipulation domain in the real world. Additional results and videos are available at https://sites.google.com/view/gti2020/ .","high","A1 | A4","2","A1=high | A4=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Learning to Generalize Across Long-Horizon Tasks from Human Demonstrations. | A4=Ranks or weights trajectories/transitions according to return, coverage, value, or policy-improvement utility in offline learning.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training. | A4=It offers a direct or transferable way to connect robot experience choices to learned policy behavior.","A1=true | A4=true","expansion_round_3 | primary_assignment","","2020","arxiv:2003.06085 | paper:2494693248037068389","arxiv:2003.06085","2494693248037068389","","q31-trajectory-rank","related-papers-round3 | semantic-search","foundational","A1 | A4","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json | A4/assigned-papers.json | A4/assigned-registry-inspected.jsonl | A4/assigned-registry-preinspect.jsonl | A4/canonical-registry.jsonl | A4/expansion/round3/registry.jsonl | A4/raw/q31-trajectory-rank.json | A7/raw/q15-long-tail-failure.json | A7/raw/q25-foundational-multitask.json | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl","A1/expansion-round3-triage.jsonl | A4/abstract-triage.jsonl"
"382","arxiv:2005.09743","6","HIGH","A1","On Evaluating Weakly Supervised Action Segmentation Methods","arxiv:2005.09743","Action segmentation is the task of temporally segmenting every frame of an untrimmed video. Weakly supervised approaches to action segmentation, especially from transcripts have been of considerable interest to the computer vision community. In this work, we focus on two aspects of the use and evaluation of weakly supervised action segmentation approaches that are often overlooked: the performance variance over multiple training runs and the impact of selecting feature extractors for this task. To tackle the first problem, we train each method on the Breakfast dataset 5 times and provide average and standard deviation of the results. Our experiments show that the standard deviation over these repetitions is between 1 and 2.5% and significantly affects the comparison between different approaches. Furthermore, our investigation on feature extraction shows that, for the studied weakly-supervised action segmentation methods, higher-level I3D features perform worse than classical IDT features.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for On Evaluating Weakly Supervised Action Segmentation Methods.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_2","","","arxiv:2005.09743","arxiv:2005.09743","5065911687826168627","","","related-papers-round2","","A1","false","false","false","false","A1/expansion-round2-registry.json | A1/paper-registry-complete.json","A1/expansion-round2-triage.jsonl"
"395","arxiv:2008.04899","6","HIGH","A4 | A7","Visual Imitation Made Easy","arxiv:2008.04899","Visual imitation learning provides a framework for learning complex manipulation behaviors by leveraging human demonstrations. However, current interfaces for imitation such as kinesthetic teaching or teleoperation prohibitively restrict our ability to efficiently collect large-scale data in the wild. Obtaining such diverse demonstration data is paramount for the generalization of learned skills to novel scenarios. In this work, we present an alternate interface for imitation that simplifies the data collection process while allowing for easy transfer to robots. We use commercially available reacher-grabber assistive tools both as a data collection device and as the robot's end-effector. To extract action information from these visual demonstrations, we use off-the-shelf Structure from Motion (SfM) techniques in addition to training a finger detection network. We experimentally evaluate on two challenging tasks: non-prehensile pushing and prehensile stacking, with 1000 diverse demonstrations for each task. For both tasks, we use standard behavior cloning to learn executable policies from the previously collected offline demonstrations. To improve learning performance, we employ a variety of data augmentations and provide an extensive analysis of its effects. Finally, we demonstrate the utility of our interface by evaluating on real robotic scenarios with previously unseen objects and achieve a 87% success rate on pushing and a 62% success rate on stacking. Robot videos are available at https://dhiraj100892.github.io/Visual-Imitation-Made-Easy.","high","A4 | A7","2","A4=medium | A7=high","A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility. | A7=Visual imitation learning provides a framework for learning complex manipulation behaviors by leveraging human demonstrations.","A4=It is directly or plausibly transferable to selecting robot experience for policy learning. | A7=It provides a route to reuse heterogeneous experience across embodiments or data sources.","A4=false | A7=true","expansion_round_1","","2008","arxiv:2008.04899 | paper:7833565125202280859","arxiv:2008.04899","7833565125202280859","","behavioral cloning action chunking robot imitation learning foundational","references | search-papers","true","A4 | A7","false","false","false","true","A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q36-bc-chunking.json | A4/expansion/round2/registry.jsonl | A4/expansion/round4/registry.jsonl | A4/expansion/round5/registry.jsonl | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl","A4/expansion/all-new-expansion-triage.jsonl | A7/work/expansion-triage.jsonl"
"408","arxiv:2010.06215","6","HIGH","A1","Few-shot Action Recognition with Implicit Temporal Alignment and Pair Similarity Optimization","arxiv:2010.06215","Few-shot learning aims to recognize instances from novel classes with few labeled samples, which has great value in research and application. Although there has been a lot of work in this area recently, most of the existing work is based on image classification tasks. Video-based few-shot action recognition has not been explored well and remains challenging: 1) the differences of implementation details among different papers make a fair comparison difficult; 2) the wide variations and misalignment of temporal sequences make the video-level similarity comparison difficult; 3) the scarcity of labeled data makes the optimization difficult. To solve these problems, this paper presents 1) a specific setting to evaluate the performance of few-shot action recognition algorithms; 2) an implicit sequence-alignment algorithm for better video-level similarity comparison; 3) an advanced loss for few-shot learning to optimize pair similarity with limited data. Specifically, we propose a novel few-shot action recognition framework that uses long short-term memory following 3D convolutional layers for sequence modeling and alignment. Circle loss is introduced to maximize the within-class similarity and minimize the between-class similarity flexibly towards a more definite convergence target. Instead of using random or ambiguous experimental settings, we set a concrete criterion analogous to the standard image-based few-shot learning setting for few-shot action recognition evaluation. Extensive experiments on two datasets demonstrate the effectiveness of our proposed method.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Few-shot Action Recognition with Implicit Temporal Alignment and Pair Similarity Optimization.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_3","","","arxiv:2010.06215","arxiv:2010.06215","6359867031548077334","","","related-papers-round3","","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round3-triage.jsonl"
"421","arxiv:2010.14406","6","HIGH","A5 | A7","Transporter Networks: Rearranging the Visual World for Robotic Manipulation","arxiv:2010.14406","Robotic manipulation can be formulated as inducing a sequence of spatial displacements: where the space being moved can encompass an object, part of an object, or end effector. In this work, we propose the Transporter Network, a simple model architecture that rearranges deep features to infer spatial displacements from visual input - which can parameterize robot actions. It makes no assumptions of objectness (e.g. canonical poses, models, or keypoints), it exploits spatial symmetries, and is orders of magnitude more sample efficient than our benchmarked alternatives in learning vision-based manipulation tasks: from stacking a pyramid of blocks, to assembling kits with unseen objects; from manipulating deformable ropes, to pushing piles of small objects with closed-loop feedback. Our method can represent complex multi-modal policy distributions and generalizes to multi-step sequential tasks, as well as 6DoF pick-and-place. Experiments on 10 simulated tasks show that it learns faster and generalizes better than a variety of end-to-end baselines, including policies that use ground-truth object poses. We validate our methods with hardware in the real world. Experiment videos and code are available at https://transporternets.github.io","high","A5 | A7","2","A5=medium | A7=high","A5=canonical poses, models, or keypoints), it exploits spatial symmetries, and is orders of magnitude more sample efficient than our benchmarked alternatives in learning vision-based manipulation tasks: from stacking a pyramid of blocks, to assembling kits with unseen objects; fr. | A7=Robotic manipulation can be formulated as inducing a sequence of spatial displacements: where the space being moved can encompass an object, part of an object, or end effector.","A5=This curriculum neighbor tests whether the expansion adds a reusable mechanism for controlling robot experience in policy training. | A7=It expands or measures task, environment, object, or observation coverage for more robust behavior.","A5=true | A7=true","expansion_round_1 | expansion_round_3","","","arxiv:2010.14406","arxiv:2010.14406","290992733042570569","","","references","","A5 | A7","false","false","false","true","A5/expansion/raw/round3-references.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl","A5/expansion/round3-triage.jsonl | A7/work/expansion-triage.jsonl"
"434","arxiv:2101.02725","6","HIGH","A6","Interpreting Contact Interactions to Overcome Failure in Robot Assembly Tasks","arxiv:2101.02725","A key challenge towards the goal of multi-part assembly tasks is finding robust sensorimotor control methods in the presence of uncertainty. In contrast to previous works that rely on a priori knowledge on whether two parts match, we aim to learn this through physical interaction. We propose a hierarchical approach that enables a robot to autonomously assemble parts while being uncertain about part types and positions. In particular, our probabilistic approach learns a set of differentiable filters that leverage the tactile sensorimotor trace from failed assembly attempts to update its belief about part position and type. This enables a robot to overcome assembly failure. We demonstrate the effectiveness of our approach on a set of object fitting tasks. The experimental results indicate that our proposed approach achieves higher precision in object position and type estimation, and accomplishes object fitting tasks faster than baselines.","high","A6","1","A6=high","A6=Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.","A6=Makes failure states informative for robust execution and for deciding what corrective data to collect next.","A6=true","expansion_round_1","","","arxiv:2101.02725","arxiv:2101.02725","7832399307050738563","","","related-papers","","A6","false","false","false","false","A6/expansion/canonical-pool.jsonl","A6/expansion/triage.jsonl"
"447","arxiv:2103.04551","6","HIGH","A8","Behavior From the Void: Unsupervised Active Pre-Training","arxiv:2103.04551","We introduce a new unsupervised pre-training method for reinforcement learning called APT, which stands for Active Pre-Training. APT learns behaviors and representations by actively searching for novel states in reward-free environments. The key novel idea is to explore the environment by maximizing a non-parametric entropy computed in an abstract representation space, which avoids challenging density modeling and consequently allows our approach to scale much better in environments that have high-dimensional observations (e.g., image observations). We empirically evaluate APT by exposing task-specific reward after a long unsupervised pre-training phase. In Atari games, APT achieves human-level performance on 12 games and obtains highly competitive performance compared to canonical fully supervised RL algorithms. On DMControl suite, APT beats all baselines in terms of asymptotic performance and data efficiency and dramatically improves performance on tasks that are extremely difficult to train from scratch.","high","A8","1","A8=high","A8=An agent actively explores without rewards and pretrains behavior representations from diverse interaction trajectories before downstream tasks.","A8=It directly studies task-agnostic active collection for learning reusable behavior representations.","A8=true","expansion_round_2","","","arxiv:2103.04551 | paperid:6187125138443787846","","","","","","","A8","false","false","false","false","A8/work/expansion-round2-novel.jsonl","A8/work/expansion-round2-triage.jsonl"
"460","arxiv:2104.02577","6","MEDIUM","A1","Learnable Dynamic Temporal Pooling for Time Series Classification","arxiv:2104.02577","With the increase of available time series data, predicting their class labels has been one of the most important challenges in a wide range of disciplines. Recent studies on time series classification show that convolutional neural networks (CNN) achieved the state-of-the-art performance as a single classifier. In this work, pointing out that the global pooling layer that is usually adopted by existing CNN classifiers discards the temporal information of high-level features, we present a dynamic temporal pooling (DTP) technique that reduces the temporal size of hidden representations by aggregating the features at the segment-level. For the partition of a whole series into multiple segments, we utilize dynamic time warping (DTW) to align each time point in a temporal order with the prototypical features of the segments, which can be optimized simultaneously with the network parameters of CNN classifiers. The DTP layer combined with a fully-connected layer helps to extract further discriminative features considering their temporal position within an input time series. Extensive experiments on both univariate and multivariate time series datasets show that our proposed pooling significantly improves the classification performance.","medium","A1","1","A1=medium","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Learnable Dynamic Temporal Pooling for Time Series Classification.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.","A1=true","expansion_round_2","","","arxiv:2104.02577","arxiv:2104.02577","8234700236169777029","","","related-papers-round2 | related-papers-round3","","A1","false","false","false","false","A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round2-triage.jsonl"
"473","arxiv:2106.09647","6","MEDIUM","A4","Deep Learning Through the Lens of Example Difficulty","arxiv:2106.09647","Existing work on understanding deep learning often employs measures that compress all data-dependent information into a few numbers. In this work, we adopt a perspective based on the role of individual examples. We introduce a measure of the computational difficulty of making a prediction for a given input: the (effective) prediction depth. Our extensive investigation reveals surprising yet simple relationships between the prediction depth of a given input and the model's uncertainty, confidence, accuracy and speed of learning for that data point. We further categorize difficult examples into three interpretable groups, demonstrate how these groups are processed differently inside deep models and showcase how this understanding allows us to improve prediction accuracy. Insights from our study lead to a coherent view of a number of separately reported phenomena in the literature: early layers generalize while later layers memorize; early layers converge faster and networks learn easy data and simple functions first.","medium","A4","1","A4=medium","A4=Provides adjacent evidence about how data composition affects learning outcomes.","A4=It extends the A4 mechanism space with adjacent data-centric evidence.","A4=true","expansion_round_1","","","arxiv:2106.09647 | paper:5488886604289594006","","","","","","","A4","false","false","false","false","A4/expansion/round3/registry.jsonl","A4/expansion/all-new-expansion-triage.jsonl"
"486","arxiv:2107.14206","6","HIGH","A6","Using Visual Anomaly Detection for Task Execution Monitoring","arxiv:2107.14206","Execution monitoring is essential for robots to detect and respond to failures. Since it is impossible to enumerate all failures for a given task, we learn from successful executions of the task to detect visual anomalies during runtime. Our method learns to predict the motions that occur during the nominal execution of a task, including camera and robot body motion. A probabilistic U-Net architecture is used to learn to predict optical flow, and the robot's kinematics and 3D model are used to model camera and body motion. The errors between the observed and predicted motion are used to calculate an anomaly score. We evaluate our method on a dataset of a robot placing a book on a shelf, which includes anomalies such as falling books, camera occlusions, and robot disturbances. We find that modeling camera and body motion, in addition to the learning-based optical flow prediction, results in an improvement of the area under the receiver operating characteristic curve from 0.752 to 0.804, and the area under the precision-recall curve from 0.467 to 0.549.","high","A6","1","A6=high","A6=Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.","A6=Makes failure states informative for robust execution and for deciding what corrective data to collect next.","A6=true","expansion_round_1","","","arxiv:2107.14206","arxiv:2107.14206","7625181917786419472","","","related-papers","","A6","false","false","false","false","A6/expansion/canonical-pool.jsonl","A6/expansion/triage.jsonl"
"499","arxiv:2109.07217","6","MEDIUM","A5","Progressive Hard-case Mining across Pyramid Levels for Object Detection","arxiv:2109.07217","In object detection, multi-level prediction (e.g., FPN) and reweighting skills (e.g., focal loss) have drastically improved one-stage detector performance. However, the synergy between these two techniques is not fully explored in a unified framework. We find that, during training, the one-stage detector's optimization is not only restricted to the static hard-case mining loss (gradient drift) but also suffered from the diverse positive samples' proportions split by different pyramid levels (level discrepancy). Under this concern, we propose Hierarchical Progressive Focus (HPF) consisting of two key designs: 1) progressive focus, a more flexible hard-case mining setting calculated adaptive to the convergence progress, 2) hierarchical sampling, automatically generating a set of progressive focus for level-specific target optimization. Based on focal loss with ATSS-R50, our approach achieves 40.5 AP, surpassing the state-of-the-art QFL (Quality Focal Loss, 39.9 AP) and VFL (Varifocal Loss, 40.1 AP). Our best model achieves 55.1 AP on COCO test-dev, obtaining excellent results with only a typical training setting. Moreover, as a plug-and-play scheme, HPF can cooperate well with recent advances, providing a stable performance improvement on nine mainstream detectors.","medium","A5","1","A5=medium","A5=In object detection, multi-level prediction (e.g., FPN) and reweighting skills (e.g., focal loss) have drastically improved one-stage detector performance.","A5=It offers a transferable way to focus updates on difficult, rare, or confusable examples while exposing the risk of amplifying noise.","A5=true","primary_assignment","Binghong Wu, Yehui Yang, Dalu Yang, Junde Wu, Xiaorong Wang, Haifeng Huang, Lei Wang, Yanwu Xu","","arxiv:2109.07217 | paper:5756251082938115744","","paper:5756251082938115744","cs.CV","21 | 44","search-papers","foundational | general","A5","false","false","false","false","A5/assigned-papers.json | A5/canonical-pool.jsonl | A5/evidence-ledger.jsonl | A5/inspection-manifest.json | A5/paper-registry.json | A5/read-manifest.json","A5/assigned-abstracts.jsonl"
"512","arxiv:2110.03212","6","HIGH","A4","Influence Tuning: Demoting Spurious Correlations via Instance Attribution and Instance-Driven Updates","arxiv:2110.03212","Among the most critical limitations of deep learning NLP models are their lack of interpretability, and their reliance on spurious correlations. Prior work proposed various approaches to interpreting the black-box models to unveil the spurious correlations, but the research was primarily used in human-computer interaction scenarios. It still remains underexplored whether or how such model interpretations can be used to automatically ""unlearn"" confounding features. In this work, we propose influence tuning--a procedure that leverages model interpretations to update the model parameters towards a plausible interpretation (rather than an interpretation that relies on spurious patterns in the data) in addition to learning to predict the task labels. We show that in a controlled setup, influence tuning can help deconfounding the model from spurious patterns in data, significantly outperforming baseline methods that use adversarial training.","high","A4","1","A4=high","A4=Uses data valuation or attribution to estimate example contribution to model or policy outcomes.","A4=It directly informs curation of robot experience or a transferable policy-data loop.","A4=true","expansion_round_1","","","arxiv:2110.03212 | paper:5801481752316626265","","","","","related-paper-expansion","","A4","false","false","false","false","A4/expansion/expansion-registry.jsonl","A4/expansion/expansion-triage.jsonl"
"525","arxiv:2110.14392","6","MEDIUM","A1","TaylorSwiftNet: Taylor Driven Temporal Modeling for Swift Future Frame Prediction","arxiv:2110.14392","While recurrent neural networks (RNNs) demonstrate outstanding capabilities for future video frame prediction, they model dynamics in a discrete time space, i.e., they predict the frames sequentially with a fixed temporal step. RNNs are therefore prone to accumulate the error as the number of future frames increases. In contrast, partial differential equations (PDEs) model physical phenomena like dynamics in a continuous time space. However, the estimated PDE for frame forecasting needs to be numerically solved, which is done by discretization of the PDE and diminishes most of the advantages compared to discrete models. In this work, we, therefore, propose to approximate the motion in a video by a continuous function using the Taylor series. To this end, we introduce TaylorSwiftNet, a novel convolutional neural network that learns to estimate the higher order terms of the Taylor series for a given input video. TaylorSwiftNet can swiftly predict future frames in parallel and it allows to change the temporal resolution of the forecast frames on-the-fly. The experimental results on various datasets demonstrate the superiority of our model.","medium","A1","1","A1=medium","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for TaylorSwiftNet: Taylor Driven Temporal Modeling for Swift Future Frame Prediction.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.","A1=true","expansion_round_3","","","arxiv:2110.14392","arxiv:2110.14392","1780522382440912534","","","related-papers-round3","","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round3-triage.jsonl"
"538","arxiv:2112.05251","6","HIGH","A3","Error-Aware Imitation Learning from Teleoperation Data for Mobile Manipulation","arxiv:2112.05251","In mobile manipulation (MM), robots can both navigate within and interact with their environment and are thus able to complete many more tasks than robots only capable of navigation or manipulation. In this work, we explore how to apply imitation learning (IL) to learn continuous visuo-motor policies for MM tasks. Much prior work has shown that IL can train visuo-motor policies for either manipulation or navigation domains, but few works have applied IL to the MM domain. Doing this is challenging for two reasons: on the data side, current interfaces make collecting high-quality human demonstra","high","A3","1","A3=high","A3=Error-aware imitation explicitly models teleoperation error to improve mobile-manipulation learning.","A3=It offers a direct representation of operator defects instead of treating them as ordinary action labels.","A3=true","expansion_round_3","Josiah Wong | Albert Tung | Andrey Kurenkov | Ajay Mandlekar | Li Fei-Fei | Silvio Savarese | Roberto Martín-Martín","2021","arxiv:2112.05251","arxiv:2112.05251","884824357829300176","cs.AI | cs.LG | cs.RO","A8 | q15-outcome","firecrawl research related-papers","foundational","A3","false","false","false","false","A3/paper-registry.json | A3/round3-registry.json | A7/raw/q06-shift.json | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl | A8/raw/q15-outcome.json | A8/work/canonical-pool.jsonl","A3/round3-triage.jsonl"
"551","arxiv:2202.01288","6","HIGH","A6 | A8","Imitation Learning by Estimating Expertise of Demonstrators","arxiv:2202.01288","Many existing imitation learning datasets are collected from multiple demonstrators, each with different expertise at different parts of the environment. Yet, standard imitation learning algorithms typically treat all demonstrators as homogeneous, regardless of their expertise, absorbing the weaknesses of any suboptimal demonstrators. In this work, we show that unsupervised learning over demonstrator expertise can lead to a consistent boost in the performance of imitation learning algorithms. We develop and optimize a joint model over a learned policy and expertise levels of the demonstrators. This enables our model to learn from the optimal behavior and filter out the suboptimal behavior of each demonstrator. Our model learns a single policy that can outperform even the best demonstrator, and can be used to estimate the expertise of any demonstrator at any state. We illustrate our findings on real-robotic continuous control tasks from Robomimic and discrete environments such as MiniGrid and chess, out-performing competing methods in 21 out of 23 settings, with an average of 7% and up to 60% improvement in terms of the final reward.","high","A6 | A8","2","A6=high | A8=high","A6=Infers quality, reward, value, or preferences from mixed-outcome demonstrations to reweight or improve actions. | A8=A joint policy and expertise model estimates state-dependent demonstrator quality and filters or weights suboptimal behavior.","A6=Turns success, failure, and relative-quality signals into supervision for experience selection or policy improvement. | A8=It makes source quality an explicit selection signal for deciding which operators or trajectories deserve more fleet budget.","A6=true | A8=true","expansion_round_1 | primary_assignment","Mark Beliaev, Andy Shih, Stefano Ermon, Dorsa Sadigh, Ramtin Pedarsani","2022","arxiv:2202.01288 | paperid:3729284473180101402","arxiv:2202.01288","3729284473180101402","cs.LG","q03-synonyms | q05-syn-suboptimal-demo","related-papers","general","A3 | A6","true","true","false","false","A3/expansion-registry.json | A3/paper-registry.json | A3/raw/q03-synonyms.txt | A3/round2-registry.json | A4/canonical-registry.jsonl | A4/raw/q01-direct.json | A5/canonical-pool.jsonl | A5/paper-registry.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q05-syn-suboptimal-demo.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl","A6/triage.jsonl | A8/work/expansion-triage.jsonl"
"564","arxiv:2203.16784","6","HIGH","A1","Video-Text Representation Learning via Differentiable Weak Temporal Alignment","arxiv:2203.16784","Learning generic joint representations for video and text by a supervised method requires a prohibitively substantial amount of manually annotated video datasets. As a practical alternative, a large-scale but uncurated and narrated video dataset, HowTo100M, has recently been introduced. But it is still challenging to learn joint embeddings of video and text in a self-supervised manner, due to its ambiguity and non-sequential alignment. In this paper, we propose a novel multi-modal self-supervised framework Video-Text Temporally Weak Alignment-based Contrastive Learning (VT-TWINS) to capture significant information from noisy and weakly correlated data using a variant of Dynamic Time Warping (DTW). We observe that the standard DTW inherently cannot handle weakly correlated data and only considers the globally optimal alignment path. To address these problems, we develop a differentiable DTW which also reflects local information with weak temporal alignment. Moreover, our proposed model applies a contrastive learning scheme to learn feature representations on weakly correlated data. Our extensive experiments demonstrate that VT-TWINS attains significant improvements in multi-modal representation learning and outperforms various challenging downstream tasks. Code is available at https://github.com/mlvlab/VT-TWINS.","high","A1","1","A1=high","A1=VT-TWINS combines locally informative differentiable DTW with contrastive learning to align weakly correlated, non-sequential video and text.","A1=The same tolerance to weak correspondence can make narrated human videos useful despite loose action or timestamp labels.","A1=true","primary_assignment","","","arxiv:2203.16784","arxiv:2203.16784","480681490096817898","","q03-dtw | q10-foundational-ctw","search-papers","foundational","A1","false","false","false","false","A1/assigned-papers.json | A1/expansion-registry.json | A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/inspection-manifest.json | A1/paper-registry-complete.json | A1/paper-registry.json | A1/raw/q03-dtw.json | A1/raw/q10-foundational-ctw.json","A1/assigned-abstracts.jsonl | A1/triage.jsonl"
"577","arxiv:2205.04195","6","HIGH","A3","Disturbance-Injected Robust Imitation Learning with Task Achievement","arxiv:2205.04195","Robust imitation learning using disturbance injections overcomes issues of limited variation in demonstrations. However, these methods assume demonstrations are optimal, and that policy stabilization can be learned via simple augmentations. In real-world scenarios, demonstrations are often of diverse-quality, and disturbance injection instead learns sub-optimal policies that fail to replicate desired behavior. To address this issue, this paper proposes a novel imitation learning framework that combines both policy robustification and optimal demonstration learning. Specifically, this combinato","high","A3","1","A3=high","A3=Task-achievement signals select optimal demonstrations while disturbance injection robustifies the policy against execution variation.","A3=The combination separates robustness augmentation from the risk of robustly learning a suboptimal demonstrator.","A3=true","primary_assignment","Hirotaka Tahara | Hikaru Sasaki | Hanbit Oh | Brendan Michael | Takamitsu Matsubara","2022","arxiv:2205.04195","arxiv:2205.04195","paper:1097094686212412649","cs.RO","q03-synonyms | q09-failed | q20-foundational-robust | q22-safe-bad-data","firecrawl research search-papers","general","A3","false","false","false","false","A3/assigned-papers.json | A3/evidence-index.json | A3/paper-registry.json | A3/raw/q03-synonyms.txt | A3/raw/q09-failed.txt | A3/raw/q20-foundational-robust.txt | A3/raw/q22-safe-bad-data.txt | A5/canonical-pool.jsonl | A5/paper-registry.json | A5/raw/q01-direct.json | A6/raw-retrieval/q02-direct-imperfect-demo.json | A6/raw-retrieval/q03-direct-partial-success.json | A6/raw-retrieval/q05-syn-suboptimal-demo.json | A6/raw-retrieval/q06-syn-noisy-demo.json | A6/raw-retrieval/q08-syn-negative-demo.json | A6/raw-retrieval/q11-mech-quality-weighted.json | A6/work/canonical-pool.jsonl","A3/abstract-triage.jsonl"
"590","arxiv:2206.11180","6","MEDIUM","A1","Optimal transport meets noisy label robust loss and MixUp regularization for domain adaptation","arxiv:2206.11180","It is common in computer vision to be confronted with domain shift: images which have the same class but different acquisition conditions. In domain adaptation (DA), one wants to classify unlabeled target images using source labeled images. Unfortunately, deep neural networks trained on a source training set perform poorly on target images which do not belong to the training domain. One strategy to improve these performances is to align the source and target image distributions in an embedded space using optimal transport (OT). However OT can cause negative transfer, i.e. aligning samples with different labels, which leads to overfitting especially in the presence of label shift between domains. In this work, we mitigate negative alignment by explaining it as a noisy label assignment to target images. We then mitigate its effect by appropriate regularization. We propose to couple the MixUp regularization zhang2018mixup with a loss that is robust to noisy labels in order to improve domain adaptation performance. We show in an extensive ablation study that a combination of the two techniques is critical to achieve improved performance. Finally, we evaluate our method, called mixunbot, on several benchmarks and real-world DA problems.","medium","A1","1","A1=medium","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Optimal transport meets noisy label robust loss and MixUp regularization for domain adaptation.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.","A1=true","expansion_round_2","","","arxiv:2206.11180","arxiv:2206.11180","517229200124704020","","","related-papers-round2","","A1","false","false","false","false","A1/expansion-round2-registry.json | A1/paper-registry-complete.json","A1/expansion-round2-triage.jsonl"
