"pass2_index","canonical_paper_id","assigned_agent","first_pass_classification","source_lane","paper_name","id","abstract","triage_label","lanes","lane_count","triage_labels_by_lane","mechanisms_by_lane","why_it_matters_by_lane","follow_up_by_lane","corpus_stages","authors","year","source_ids","primary_id","paper_id","categories","queries","discovery_methods","designations","primary_readers","metadata_verified_any","body_inspected_any","evidence_read_any","triage_disagreement","source_registry_paths","source_triage_paths"
"1063","arxiv:2412.20368","11","HIGH","A2","Subconscious Robotic Imitation Learning","arxiv:2412.20368","Although robotic imitation learning (RIL) is promising for embodied intelligent robots, existing RIL approaches rely on computationally intensive multi-model trajectory predictions, resulting in slow execution and limited real-time responsiveness. Instead, human beings subconscious can constantly process and store vast amounts of information from their experiences, perceptions, and learning, allowing them to fulfill complex actions such as riding a bike, without consciously thinking about each. Inspired by this phenomenon in action neurology, we introduced subconscious robotic imitation learning (SRIL), wherein cognitive offloading was combined with historical action chunkings to reduce delays caused by model inferences, thereby accelerating task execution. This process was further enhanced by subconscious downsampling and pattern augmented learning policy wherein intent-rich information was addressed with quantized sampling techniques to improve manipulation efficiency. Experimental results demonstrated that execution speeds of the SRIL were 100% to 200% faster over SOTA policies for comprehensive dual-arm tasks, with consistently higher success rates.","high","A2","1","A2=high","A2=Predicts or executes temporally extended action sequences or keypose-conditioned chunks to trade feedback frequency against longer-horizon control.","A2=Boundary and horizon choices determine the training unit, feedback latency, credit assignment, and compounding-error exposure in long-horizon robot learning.","A2=true","primary_assignment","Jun Xie, Zhicheng Wang, Jianwei Tan, Huanxu Lin, Xiaoguang Ma","2024","arxiv:2412.20368","arxiv:2412.20368","5799795792551558103","cs.RO","2024 2025 robot data subsequence selection useful trajectories | behavioral cloning action chunking robot imitation learning foundational","search-papers","true","A2","false","false","false","false","A2/assigned-papers.json | A2/assigned-registry-inspected.json | A2/assigned-registry-inspected.jsonl | A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q36-bc-chunking.json | A2/raw/q42-2024-2025-subsequence.json","A2/assigned-abstracts.jsonl | A2/triage.jsonl"
"1076","arxiv:2501.15830","11","MEDIUM","A4","SpatialVLA: Exploring Spatial Representations for Visual-Language-Action Model","arxiv:2501.15830","In this paper, we claim that spatial understanding is the keypoint in robot manipulation, and propose SpatialVLA to explore effective spatial representations for the robot foundation model. Specifically, we introduce Ego3D Position Encoding to inject 3D information into the input observations of the visual-language-action model, and propose Adaptive Action Grids to represent spatial robot movement actions with adaptive discretized action grids, facilitating learning generalizable and transferrable spatial action knowledge for cross-robot control. SpatialVLA is first pre-trained on top of a vision-language model with 1.1 Million real-world robot episodes, to learn a generalist manipulation policy across multiple robot environments and tasks. After pre-training, SpatialVLA is directly applied to perform numerous tasks in a zero-shot manner. The superior results in both simulation and real-world robots demonstrate its advantage of inferring complex robot motion trajectories and its strong in-domain multi-task generalization ability. We further show the proposed Adaptive Action Grids offer a new and effective way to fine-tune the pre-trained SpatialVLA model for new simulation and real-world setups, where the pre-learned action grids are re-discretized to capture robot-specific spatial action movements of new setups. The superior results from extensive evaluations demonstrate the exceptional in-distribution generalization and out-of-distribution adaptation capability, highlighting the crucial benefit of the proposed spatial-aware representations for generalist robot policy learning. All the details and codes will be open-sourced.","medium","A4","1","A4=medium","A4=Uses a valuation or attribution signal to estimate the contribution of training examples to model or policy outcomes.","A4=It is directly or plausibly transferable to selecting robot experience for policy learning.","A4=false","expansion_round_1","","","arxiv:2501.15830 | paper:8212808994697494120","arxiv:2501.15830","paper:8212808994697494120","","68","","recent","A4","false","false","false","false","A4/expansion/round4/registry.jsonl | A5/canonical-pool.jsonl | A5/expansion/raw/round2-similar.json | A5/expansion/raw/round3-similar.json | A5/paper-registry.json","A4/expansion/all-new-expansion-triage.jsonl"
"1089","arxiv:2502.05397","11","HIGH","A1","Imitation Learning from a Single Temporally Misaligned Video","arxiv:2502.05397","We examine the problem of learning sequential tasks from a single visual demonstration. A key challenge arises when demonstrations are temporally misaligned due to variations in timing, differences in embodiment, or inconsistencies in execution. Existing approaches treat imitation as a distribution-matching problem, aligning individual frames between the agent and the demonstration. However, we show that such frame-level matching fails to enforce temporal ordering or ensure consistent progress. Our key insight is that matching should instead be defined at the level of sequences. We propose that perfect matching occurs when one sequence successfully covers all the subgoals in the same order as the other sequence. We present ORCA (ORdered Coverage Alignment), a dense per-timestep reward function that measures the probability of the agent covering demonstration frames in the correct order. On temporally misaligned demonstrations, we show that agents trained with the ORCA reward achieve 4.5x improvement (0.11 → 0.50 average normalized returns) for Meta-world tasks and 6.6x improvement (6.55 → 43.3 average returns) for Humanoid-v4 tasks compared to the best frame-level matching algorithms. We also provide empirical analysis showing that ORCA is robust to varying levels of temporal misalignment. Our code is available at https://github.com/portal-cornell/orca/","high","A1","1","A1=high","A1=ORCA rewards ordered coverage of demonstration subgoals rather than frame-level matching, preserving sequence progress under temporal misalignment.","A1=It gives a transfer-friendly objective for learning from single videos when frame timestamps and embodiment do not match.","A1=true","primary_assignment","","","arxiv:2502.05397","arxiv:2502.05397","7659420177492447396","","q05-failure | q14-recent-sync | q18-phase","search-papers","recent","A1","false","false","false","false","A1/assigned-papers.json | A1/evidence-read-manifest.json | A1/expansion-registry.json | A1/inspection-manifest.json | A1/paper-registry-complete.json | A1/paper-registry.json | A1/raw/q05-failure.json | A1/raw/q14-recent-sync.json | A1/raw/q18-phase.json | A6/raw-retrieval/q20-adj-human-activity.json | A6/work/canonical-pool.jsonl","A1/assigned-abstracts.jsonl | A1/triage.jsonl"
"1102","arxiv:2502.18015","11","HIGH","A2 | A6","SPIN: distilling Skill-RRT for long-horizon prehensile and non-prehensile manipulation","arxiv:2502.18015","Current robots struggle with long-horizon manipulation tasks requiring sequences of prehensile and non-prehensile skills, contact-rich interactions, and long-term reasoning. We present SPIN (Skill Planning to INference), a framework that distills a computationally intensive planning algorithm into a policy via imitation learning. We propose Skill-RRT, an extension of RRT that incorporates skill applicability checks and intermediate object pose sampling for solving such long-horizon problems. To chain independently trained skills, we introduce connectors, goal-conditioned policies trained to minimize object disturbance during transitions. High-quality demonstrations are generated with Skill-RRT and distilled through noise-based replay in order to reduce online computation time. The resulting policy, trained entirely in simulation, transfers zero-shot to the real world and achieves over 80% success across three challenging long-horizon manipulation tasks and outperforms state-of-the-art hierarchical RL and planning methods.","high","A2 | A6","2","A2=high | A6=high","A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning. | A6=Estimates demonstration quality or latent expertise to filter, weight, or optimize learning from mixed-quality experience.","A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets. | A6=Shows how heterogeneous demonstrations can contribute without treating every transition as equally trustworthy.","A2=true | A6=true","expansion_round_1","","2025","arxiv:2502.18015","arxiv:2502.18015","369149636974663253","","","related-papers","","A2 | A6","false","false","false","false","A2/expansion-pool.json | A2/expansion-pool.jsonl | A6/expansion/canonical-pool.jsonl","A2/expansion-triage.jsonl | A6/expansion/triage.jsonl"
"1115","arxiv:2503.03081","11","MEDIUM","A3","AirExo-2: Scaling up Generalizable Robotic Imitation Learning with Low-Cost Exoskeletons","arxiv:2503.03081","Scaling up robotic imitation learning for real-world applications requires efficient and scalable demonstration collection methods. While teleoperation is effective, it depends on costly and inflexible robot platforms. In-the-wild demonstrations offer a promising alternative, but existing collection devices have key limitations: handheld setups offer limited observational coverage, and whole-body systems often require fine-tuning with robot data due to domain gaps. To address these challenges, we present AirExo-2, a low-cost exoskeleton system for large-scale in-the-wild data collection, along","medium","A3","1","A3=medium","A3=AirExo-2 scales robotic imitation learning with low-cost exoskeleton-collected demonstrations.","A3=Its collection design may improve coverage and consistency, though the abstract does not isolate a quality estimator.","A3=false","expansion_round_2","","2025","arxiv:2503.03081","arxiv:2503.03081","3689905717449272355","","q33-recent-robot","firecrawl research related-papers","recent","A3","false","false","false","false","A3/paper-registry.json | A3/round2-registry.json | A4/canonical-registry.jsonl | A4/raw/q33-recent-robot.json | A5/canonical-pool.jsonl | A5/expansion/raw/round2-similar.json | A5/paper-registry.json | A7/raw/q11-scaling-laws.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl | A8/raw/q01-direct.json | A8/raw/q05-synonyms.json | A8/work/canonical-pool.jsonl","A3/round2-triage.jsonl"
"1128","arxiv:2503.12222","11","HIGH","A7","Evaluation-Time Policy Switching for Offline Reinforcement Learning","arxiv:2503.12222","Offline reinforcement learning (RL) looks at learning how to optimally solve tasks using a fixed dataset of interactions from the environment. Many off-policy algorithms developed for online learning struggle in the offline setting as they tend to over-estimate the behaviour of out of distributions actions. Existing offline RL algorithms adapt off-policy algorithms, employing techniques such as constraining the policy or modifying the value function to achieve good performance on individual datasets but struggle to adapt to different tasks or datasets of different qualities without tuning hyper-parameters. We introduce a policy switching technique that dynamically combines the behaviour of a pure off-policy RL agent, for improving behaviour, and a behavioural cloning (BC) agent, for staying close to the data. We achieve this by using a combination of epistemic uncertainty, quantified by our RL model, and a metric for aleatoric uncertainty extracted from the dataset. We show empirically that our policy switching technique can outperform not only the individual algorithms used in the switching process but also compete with state-of-the-art methods on numerous benchmarks. Our use of epistemic uncertainty for policy switching also allows us to naturally extend our method to the domain of offline to online fine-tuning allowing our model to adapt quickly and safely from online data, either matching or exceeding the performance of current methods that typically require additional modification or hyper-parameter fine-tuning.","high","A7","1","A7=high","A7=Offline reinforcement learning (RL) looks at learning how to optimally solve tasks using a fixed dataset of interactions from the environment.","A7=It informs how data quantity, composition, or offline experience should affect policy training.","A7=true","expansion_round_1","","","arxiv:2503.12222","","paper:5410134492785526624","","53","similar","general","A7","false","false","false","false","A5/canonical-pool.jsonl | A5/paper-registry.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl","A7/work/expansion-triage.jsonl"
"1141","arxiv:2503.19757","11","HIGH","A7","Dita: Scaling Diffusion Transformer for Generalist Vision-Language-Action Policy","arxiv:2503.19757","While recent vision-language-action models trained on diverse robot datasets exhibit promising generalization capabilities with limited in-domain data, their reliance on compact action heads to predict discretized or continuous actions constrains adaptability to heterogeneous action spaces. We present Dita, a scalable framework that leverages Transformer architectures to directly denoise continuous action sequences through a unified multimodal diffusion process. Departing from prior methods that condition denoising on fused embeddings via shallow networks, Dita employs in-context conditioning -- enabling fine-grained alignment between denoised actions and raw visual tokens from historical observations. This design explicitly models action deltas and environmental nuances. By scaling the diffusion action denoiser alongside the Transformer's scalability, Dita effectively integrates cross-embodiment datasets across diverse camera perspectives, observation scenes, tasks, and action spaces. Such synergy enhances robustness against various variances and facilitates the successful execution of long-horizon tasks. Evaluations across extensive benchmarks demonstrate state-of-the-art or comparative performance in simulation. Notably, Dita achieves robust real-world adaptation to environmental variances and complex long-horizon tasks through 10-shot finetuning, using only third-person camera inputs. The architecture establishes a versatile, lightweight and open-source baseline for generalist robot policy learning. Project Page: https://robodita.github.io.","high","A7","1","A7=high","A7=Scales an in-context continuous-action diffusion transformer across heterogeneous cameras, tasks, scenes, and embodiments.","A7=It connects action-head capacity and contextual alignment to robust use of broad robot data.","A7=true","primary_assignment","Zhi Hou, Tianyi Zhang, Yuwen Xiong, Haonan Duan, Hengjun Pu, Ronglei Tong, Chengyang Zhao, Xizhou Zhu, Yu Qiao, Jifeng Dai, Yuntao Chen","2025","arxiv:2503.19757","arxiv:2503.19757","4924319356078203828","cs.CV | cs.RO","q15-recent-vla | q17-recent-failure","search-papers","recent","A7","false","true","true","false","A1/paper-registry-complete.json | A1/paper-registry.json | A1/raw/q15-recent-vla.json | A1/raw/q17-recent-failure.json | A4/canonical-registry.jsonl | A4/raw/q30-vla-data.json | A4/raw/q35-recent-vla.json | A7/raw/q30-recent-generalist.json | A7/raw/q31-recent-heterogeneous.json | A7/work/assigned-papers.json | A7/work/assigned-papers.jsonl | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/read-manifest.json | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl","A7/work/abstract-triage.jsonl | A7/work/assigned-abstracts.jsonl"
"1154","arxiv:2504.08588","11","MEDIUM","A1","Hardware, Algorithms, and Applications of the Neuromorphic Vision Sensor: a Review","arxiv:2504.08588","Neuromorphic, or event, cameras represent a transformation in the classical approach to visual sensing encodes detected instantaneous per-pixel illumination changes into an asynchronous stream of event packets. Their novelty compared to standard cameras lies in the transition from capturing full picture frames at fixed time intervals to a sparse data format which, with its distinctive qualities, offers potential improvements in various applications. However, these advantages come at the cost of reinventing algorithmic procedures or adapting them to effectively process the new data format. In this survey, we systematically examine neuromorphic vision along three main dimensions. First, we highlight the technological evolution and distinctive hardware features of neuromorphic cameras from their inception to recent models. Second, we review image processing algorithms developed explicitly for event-based data, covering key works on feature detection, tracking, and optical flow -which form the basis for analyzing image elements and transformations -as well as depth and pose estimation or object recognition, which interpret more complex scene structures and components. These techniques, drawn from classical computer vision and modern data-driven approaches, are examined to illustrate the breadth of applications for event-based cameras. Third, we present practical application case studies demonstrating how event cameras have been successfully used across various industries and scenarios. Finally, we analyze the challenges limiting widespread adoption, identify significant research gaps compared to standard imaging techniques, and outline promising future directions and opportunities that neuromorphic vision offers.","medium","A1","1","A1=medium","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Hardware, Algorithms, and Applications of the Neuromorphic Vision Sensor: a Review.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.","A1=true","expansion_round_2","","","arxiv:2504.08588","arxiv:2504.08588","2640476650071415349","","","related-papers-round2","","A1","false","false","false","false","A1/expansion-round2-registry.json | A1/paper-registry-complete.json","A1/expansion-round2-triage.jsonl"
"1167","arxiv:2504.20656","11","MEDIUM","A4","Federated learning, ethics, and the double black box problem in medical AI","arxiv:2504.20656","Federated learning (FL) is a machine learning approach that allows multiple devices or institutions to collaboratively train a model without sharing their local data with a third-party. FL is considered a promising way to address patient privacy concerns in medical artificial intelligence. The ethical risks of medical FL systems themselves, however, have thus far been underexamined. This paper aims to address this gap. We argue that medical FL presents a new variety of opacity -- federation opacity -- that, in turn, generates a distinctive double black box problem in healthcare AI. We highlight several instances in which the anticipated benefits of medical FL may be exaggerated, and conclude by highlighting key challenges that must be overcome to make FL ethically feasible in medicine.","medium","A4","1","A4=medium","A4=Provides adjacent evidence about how data composition affects learning outcomes.","A4=It extends the A4 mechanism space with adjacent data-centric evidence.","A4=false","expansion_round_1","","","arxiv:2504.20656 | paper:7474293140064545721","","","","","","","A4","false","false","false","false","A4/expansion/round2/registry.jsonl | A4/expansion/round5/registry.jsonl","A4/expansion/all-new-expansion-triage.jsonl"
"1180","arxiv:2505.07455","11","HIGH","A1","GelFusion: Enhancing Robotic Manipulation under Visual Constraints via Visuotactile Fusion","arxiv:2505.07455","Visuotactile sensing offers rich contact information that can help mitigate performance bottlenecks in imitation learning, particularly under vision-limited conditions, such as ambiguous visual cues or occlusions. Effectively fusing visual and visuotactile modalities, however, presents ongoing challenges. We introduce GelFusion, a framework designed to enhance policies by integrating visuotactile feedback, specifically from high-resolution GelSight sensors. GelFusion using a vision-dominated cross-attention fusion mechanism incorporates visuotactile information into policy learning. To better provide rich contact information, the framework's core component is our dual-channel visuotactile feature representation, simultaneously leveraging both texture-geometric and dynamic interaction features. We evaluated GelFusion on three contact-rich tasks: surface wiping, peg insertion, and fragile object pick-and-place. Outperforming baselines, GelFusion shows the value of its structure in improving the success rate of policy learning.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for GelFusion: Enhancing Robotic Manipulation under Visual Constraints via Visuotactile Fusion.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_3","","","arxiv:2505.07455","arxiv:2505.07455","2100494566837841772","","","related-papers-round3","","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round3-triage.jsonl"
"1193","arxiv:2505.10919","11","MEDIUM","A1","A Physics-Informed Spatiotemporal Deep Learning Framework for Turbulent Systems","arxiv:2505.10919","Fluid thermodynamics underpins atmospheric dynamics, climate science, industrial applications, and energy systems. However, direct numerical simulations (DNS) of such systems can be computationally prohibitive. To address this, we present a novel physics-informed spatiotemporal surrogate model for Rayleigh-Benard convection (RBC), a canonical example of convective fluid flow. Our approach combines convolutional neural networks, for spatial dimension reduction, with an innovative recurrent architecture, inspired by large language models, to model long-range temporal dynamics. Inference is penalized with respect to the governing partial differential equations to ensure physical interpretability. Since RBC exhibits turbulent behavior, we quantify uncertainty using a conformal prediction framework. This model replicates key physical features of RBC dynamics while significantly reducing computational cost, offering a scalable alternative to DNS for long-term simulations.","medium","A1","1","A1=medium","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for A Physics-Informed Spatiotemporal Deep Learning Framework for Turbulent Systems.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.","A1=true","expansion_round_3","","","arxiv:2505.10919","arxiv:2505.10919","4750424118169032239","","","related-papers-round3","","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round3-triage.jsonl"
"1206","arxiv:2505.18719","11","HIGH","A5 | A6","VLA-RL: Towards Masterful and General Robotic Manipulation with Scalable Reinforcement Learning","arxiv:2505.18719","Recent high-capacity vision-language-action (VLA) models have demonstrated impressive performance on a range of robotic manipulation tasks by imitating human demonstrations. However, exploiting offline data with limited visited states will cause execution failure in out-of-distribution scenarios. Intuitively, an exploration-based method that improves on online collected data at test time could address this limitation. We present VLA-RL, an algorithmic and systematic framework that leverages online reinforcement learning (RL) to improve pretrained auto-regressive VLAs in downstream tasks. Within a unified perspective, we first introduce a trajectory-level RL formulation for auto-regressive VLA training, which models general robotic manipulation trajectory as multi-modal multi-turn conversation. To address the challenge of sparse rewards, we fine-tune a pretrained vision-language model as a robotic process reward model, which is trained on pseudo reward labels annotated on automatically extracted task segments. To scale up, we identify several implementation findings that improve the stability and efficiency including curriculum selection strategy, GPU-balanced vectorized environments, batch decoding, and critic warmup. VLA-RL enables OpenVLA-7B to surpass the strongest finetuned baseline by 4.5% on 40 challenging robotic manipulation tasks in LIBERO, and even matches the performance of advanced commercial models such as Ï€â‚€-FAST. Notably, we observe that VLA-RL benefits from increased test-time optimization, indicating an early spark of inference scaling laws in robotics.","high","A5 | A6","2","A5=high | A6=high","A5=To scale up, we identify several implementation findings that improve the stability and efficiency including curriculum selection strategy, GPU-balanced vectorized environments, batch decoding, and critic warmup. | A6=Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.","A5=It informs how a robot learner can order tasks, stages, or examples to improve learning efficiency and stability. | A6=Makes failure states informative for robust execution and for deciding what corrective data to collect next.","A5=true | A6=true","expansion_round_1 | primary_assignment","Guanxing Lu, Wenkai Guo, Chubin Zhang, Yuheng Zhou, Haonan Jiang, Zifeng Gao, Yansong Tang, Ziwei Wang","2025","arxiv:2505.18719 | paper:7537384544745049165","arxiv:2505.18719","7537384544745049165","cs.AI | cs.RO","69 | trajectory truncation subsequence selection successful segments offline reinforcement learning","related-papers | search-papers","false | recent","A5","false","false","false","false","A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q19-success-subsequences.json | A5/assigned-papers.json | A5/canonical-pool.jsonl | A5/evidence-ledger.jsonl | A5/inspection-manifest.json | A5/paper-registry.json | A5/read-manifest.json | A6/expansion/canonical-pool.jsonl","A5/assigned-abstracts.jsonl | A6/expansion/triage.jsonl"
"1219","arxiv:2506.01635","11","HIGH","A1","Riemannian Time Warping: Multiple Sequence Alignment in Curved Spaces","arxiv:2506.01635","Temporal alignment of multiple signals through time warping is crucial in many fields, such as classification within speech recognition or robot motion learning. Almost all related works are limited to data in Euclidean space. Although an attempt was made in 2011 to adapt this concept to unit quaternions, a general extension to Riemannian manifolds remains absent. Given its importance for numerous applications in robotics and beyond, we introduce Riemannian Time Warping (RTW). This novel approach efficiently aligns multiple signals by considering the geometric structure of the Riemannian manifold in which the data is embedded. Extensive experiments on synthetic and real-world data, including tests with an LBR iiwa robot, demonstrate that RTW consistently outperforms state-of-the-art baselines in both averaging and classification tasks.","high","A1","1","A1=high","A1=Riemannian Time Warping aligns and averages trajectories using geodesic distances on the data manifold rather than Euclidean coordinates.","A1=Robot poses, orientations, and constrained states often have geometry where Euclidean resampling creates invalid or distorted skills.","A1=true","primary_assignment","","2025","arxiv:2506.01635","arxiv:2506.01635","8451255882952845683","","q03-dtw | q09-foundational-robot | q10-foundational-ctw","search-papers","foundational","A1","false","false","false","false","A1/assigned-papers.json | A1/evidence-read-manifest.json | A1/inspection-manifest.json | A1/paper-registry-complete.json | A1/paper-registry.json | A1/raw/q03-dtw.json | A1/raw/q09-foundational-robot.json | A1/raw/q10-foundational-ctw.json | A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q13-dtw.json","A1/assigned-abstracts.jsonl | A1/triage.jsonl"
"1232","arxiv:2506.07822","11","HIGH","A1","Accelerating Diffusion Planners in Offline RL via Reward-Aware Consistency Trajectory Distillation","arxiv:2506.07822","Although diffusion models have achieved strong results in decision-making tasks, their slow inference speed remains a key limitation. While consistency models offer a potential solution, existing applications to decision-making either struggle with suboptimal demonstrations under behavior cloning or rely on complex concurrent training of multiple networks under the actor-critic framework. In this work, we propose a novel approach to consistency distillation for offline reinforcement learning that directly incorporates reward optimization into the distillation process. Our method achieves single-step sampling while generating higher-reward action trajectories through decoupled training and noise-free reward signals. Empirical evaluations on the Gym MuJoCo, FrankaKitchen, and long horizon planning benchmarks demonstrate that our approach can achieve a 9.7% improvement over previous state-of-the-art while offering up to 142x speedup over diffusion counterparts in inference time.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Accelerating Diffusion Planners in Offline RL via Reward-Aware Consistency Trajectory Distillation.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_3","","","arxiv:2506.07822","arxiv:2506.07822","2966347832773015863","","","related-papers-round3","","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round3-triage.jsonl"
"1245","arxiv:2506.13697","11","HIGH","A1","Vid-CamEdit: Video Camera Trajectory Editing with Generative Rendering from Estimated Geometry","arxiv:2506.13697","We introduce Vid-CamEdit, a novel framework for video camera trajectory editing, enabling the re-synthesis of monocular videos along user-defined camera paths. This task is challenging due to its ill-posed nature and the limited multi-view video data for training. Traditional reconstruction methods struggle with extreme trajectory changes, and existing generative models for dynamic novel view synthesis cannot handle in-the-wild videos. Our approach consists of two steps: estimating temporally consistent geometry, and generative rendering guided by this geometry. By integrating geometric priors, the generative model focuses on synthesizing realistic details where the estimated geometry is uncertain. We eliminate the need for extensive 4D training data through a factorized fine-tuning framework that separately trains spatial and temporal components using multi-view image and video data. Our method outperforms baselines in producing plausible videos from novel camera trajectories, especially in extreme extrapolation scenarios on real-world footage.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Vid-CamEdit: Video Camera Trajectory Editing with Generative Rendering from Estimated Geometry.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_2","","","arxiv:2506.13697","arxiv:2506.13697","2800025501675732098","","","related-papers-round2","","A1","false","false","false","false","A1/expansion-round2-registry.json | A1/paper-registry-complete.json","A1/expansion-round2-triage.jsonl"
"1258","arxiv:2506.19121","11","HIGH","A3 | A4","CUPID: Curating Data your Robot Loves with Influence Functions","arxiv:2506.19121","In robot imitation learning, policy performance is tightly coupled with the quality and composition of the demonstration data. Yet, developing a precise understanding of how individual demonstrations contribute to downstream outcomes - such as closed-loop task success or failure - remains a persistent challenge. We propose CUPID, a robot data curation method based on a novel influence function-theoretic formulation for imitation learning policies. Given a set of evaluation rollouts, CUPID estimates the influence of each training demonstration on the policy's expected return. This enables ranking and selection of demonstrations according to their impact on the policy's closed-loop performance. We use CUPID to curate data by 1) filtering out training demonstrations that harm policy performance and 2) subselecting newly collected trajectories that will most improve the policy. Extensive simulated and hardware experiments show that our approach consistently identifies which data drives test-time performance. For example, training with less than 33% of curated data can yield state-of-the-art diffusion policies on the simulated RoboMimic benchmark, with similar gains observed in hardware. Furthermore, hardware experiments show that our method can identify robust strategies under distribution shift, isolate spurious correlations, and even enhance the post-training of generalist robot policies. Videos and code are made available at: https://cupid-curation.github.io.","high","A3 | A4","2","A3=high | A4=high","A3=CUPID estimates each training demonstration's influence on expected policy return using evaluation rollouts. | A4=Estimates how an individual training example changes a validation loss or downstream policy outcome, enabling example ranking or curation.","A3=The downstream-return attribution makes curation decisions auditable against the behavior the robot actually produces. | A4=It offers a direct or transferable way to connect robot experience choices to learned policy behavior.","A3=true | A4=true","primary_assignment","Christopher Agia | Rohan Sinha | Jingyun Yang | Rika Antonova | Marco Pavone | Haruki Nishimura | Masha Itkina | Jeannette Bohg","2025","arxiv:2506.19121 | paper:8820987808988696036","arxiv:2506.19121","8820987808988696036","cs.AI | cs.LG | cs.RO","q01-direct | q03-selection | q05-quality-scoring | q06-trajectory-quality | q08-influence | q11-help-harm | q12-remove-trajectories | q13-harmful-demo | q20-driving | q24-recent-quality | q33-recent-robot","firecrawl research search-papers | semantic-search","false","A3 | A4","false","false","false","false","A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q12-compression.json | A2/raw/q21-bad-segments.json | A2/raw/q42-2024-2025-subsequence.json | A3/assigned-papers.json | A3/evidence-index.json | A3/expansion-registry.json | A3/paper-registry.json | A3/raw/q05-quality-scoring.txt | A3/raw/q06-trajectory-quality.txt | A3/raw/q08-influence.txt | A3/raw/q24-recent-quality.txt | A3/round2-registry.json | A4/assigned-papers.json | A4/assigned-registry-inspected.jsonl | A4/assigned-registry-preinspect.jsonl | A4/canonical-registry.jsonl | A4/expansion/expansion-registry.jsonl | A4/expansion/round3/registry.jsonl | A4/raw/q01-direct.json | A4/raw/q03-selection.json | A4/raw/q11-help-harm.json | A4/raw/q12-remove-trajectories.json | A4/raw/q13-harmful-demo.json | A4/raw/q20-driving.json | A4/raw/q33-recent-robot.json | A5/canonical-pool.jsonl | A5/expansion/raw/round2-similar.json | A5/paper-registry.json | A5/raw/q01-direct.json | A5/raw/q03-direct-hard.json | A5/raw/q05-direct-mixture.json | A6/raw-retrieval/q03-direct-partial-success.json | A6/raw-retrieval/q08-syn-negative-demo.json | A6/raw-retrieval/q31-recent-mixed-quality.json | A6/raw-retrieval/q33-recent-diffusion-recovery.json | A6/work/canonical-pool.jsonl | A8/raw/q01-direct.json | A8/raw/q05-synonyms.json | A8/raw/q09-mechanism.json | A8/work/canonical-pool.jsonl | A8/work/expansion-pool.jsonl","A3/abstract-triage.jsonl | A4/abstract-triage.jsonl"
