"pass2_index","canonical_paper_id","assigned_agent","first_pass_classification","source_lane","paper_name","id","abstract","triage_label","lanes","lane_count","triage_labels_by_lane","mechanisms_by_lane","why_it_matters_by_lane","follow_up_by_lane","corpus_stages","authors","year","source_ids","primary_id","paper_id","categories","queries","discovery_methods","designations","primary_readers","metadata_verified_any","body_inspected_any","evidence_read_any","triage_disagreement","source_registry_paths","source_triage_paths"
"393","arxiv:2008.02427","4","HIGH","A3","Salvage Reusable Samples from Noisy Data for Robust Learning","arxiv:2008.02427","Due to the existence of label noise in web images and the high memorization capacity of deep neural networks, training deep fine-grained (FG) models directly through web images tends to have an inferior recognition ability. In the literature, to alleviate this issue, loss correction methods try to estimate the noise transition matrix, but the inevitable false correction would cause severe accumulated errors. Sample selection methods identify clean (""easy"") samples based on the fact that small losses can alleviate the accumulated errors. However, ""hard"" and mislabeled examples that can both boo","high","A3","1","A3=high","A3=Reusable hard examples are separated from mislabeled samples using training dynamics rather than discarding all high-loss data.","A3=The distinction between difficult-but-useful and harmful examples is central to safe robot-data filtering.","A3=true","primary_assignment","Zeren Sun | Xian-Sheng Hua | Yazhou Yao | Xiu-Shen Wei | Guosheng Hu | Jian Zhang","2020","arxiv:2008.02427","","","cs.CV | cs.MM","q14-robust-noisy-labels","firecrawl research search-papers","","A3","false","false","false","false","A3/assigned-papers.json | A3/evidence-index.json | A3/paper-registry.json | A3/raw/q14-robust-noisy-labels.txt","A3/abstract-triage.jsonl"
"406","arxiv:2010.03978","4","MEDIUM","A1","A Brief Review of Domain Adaptation","arxiv:2010.03978","Classical machine learning assumes that the training and test sets come from the same distributions. Therefore, a model learned from the labeled training data is expected to perform well on the test data. However, This assumption may not always hold in real-world applications where the training and the test data fall from different distributions, due to many factors, e.g., collecting the training and test sets from different sources, or having an out-dated training set due to the change of data over time. In this case, there would be a discrepancy across domain distributions, and naively applying the trained model on the new dataset may cause degradation in the performance. Domain adaptation is a sub-field within machine learning that aims to cope with these types of problems by aligning the disparity between domains such that the trained model can be generalized into the domain of interest. This paper focuses on unsupervised domain adaptation, where the labels are only available in the source domain. It addresses the categorization of domain adaptation from different viewpoints. Besides, It presents some successful shallow and deep domain adaptation approaches that aim to deal with domain adaptation problems.","medium","A1","1","A1=medium","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for A Brief Review of Domain Adaptation.","A1=Its adjacent-domain method may provide a transferable alignment idea, but the robot transfer path requires verification.","A1=true","expansion_round_2","","","arxiv:2010.03978","arxiv:2010.03978","4989259996586483459","","","related-papers-round2","","A1","false","false","false","false","A1/expansion-round2-registry.json | A1/paper-registry-complete.json","A1/expansion-round2-triage.jsonl"
"419","arxiv:2010.13611","4","HIGH","A2","OPAL: Offline Primitive Discovery for Accelerating Offline Reinforcement Learning","arxiv:2010.13611","Reinforcement learning (RL) has achieved impressive performance in a variety of online settings in which an agent's ability to query the environment for transitions and rewards is effectively unlimited. However, in many practical applications, the situation is reversed: an agent may have access to large amounts of undirected offline experience data, while access to the online environment is severely limited. In this work, we focus on this offline setting. Our main insight is that, when presented with offline data composed of a variety of behaviors, an effective way to leverage this data is to extract a continuous space of recurring and temporally extended primitive behaviors before using these primitives for downstream task learning. Primitives extracted in this way serve two purposes: they delineate the behaviors that are supported by the data from those that are not, making them useful for avoiding distributional shift in offline RL; and they provide a degree of temporal abstraction, which reduces the effective horizon yielding better learning in theory, and improved offline RL in practice. In addition to benefiting offline policy optimization, we show that performing offline primitive learning in this way can also be leveraged for improving few-shot imitation learning as well as exploration and transfer in online RL on a variety of benchmark domains. Visualizations are available at https://sites.google.com/view/opal-iclr","high","A2","1","A2=high","A2=Uses temporally extended actions, keyposes, or learned macro-actions to expose multi-step structure while retaining feedback or planning control.","A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.","A2=true","expansion_round_1","","2010","arxiv:2010.13611","arxiv:2010.13611","469748072916127796","","episode parsing behavior segmentation offline reinforcement learning","search-papers","true","A2","false","false","false","false","A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/expansion-pool.json | A2/expansion-pool.jsonl | A2/raw/q07-synonyms.json","A2/expansion-triage.jsonl"
"432","arxiv:2012.07436","4","HIGH","A1","Informer: Beyond Efficient Transformer for Long Sequence Time-Series Forecasting","arxiv:2012.07436","Many real-world applications require the prediction of long sequence time-series, such as electricity consumption planning. Long sequence time-series forecasting (LSTF) demands a high prediction capacity of the model, which is the ability to capture precise long-range dependency coupling between output and input efficiently. Recent studies have shown the potential of Transformer to increase the prediction capacity. However, there are several severe issues with Transformer that prevent it from being directly applicable to LSTF, including quadratic time complexity, high memory usage, and inherent limitation of the encoder-decoder architecture. To address these issues, we design an efficient transformer-based model for LSTF, named Informer, with three distinctive characteristics: (i) a ProbSparse self-attention mechanism, which achieves O(L L) in time complexity and memory usage, and has comparable performance on sequences' dependency alignment. (ii) the self-attention distilling highlights dominating attention by halving cascading layer input, and efficiently handles extreme long input sequences. (iii) the generative style decoder, while conceptually simple, predicts the long time-series sequences at one forward operation rather than a step-by-step way, which drastically improves the inference speed of long-sequence predictions. Extensive experiments on four large-scale datasets demonstrate that Informer significantly outperforms existing methods and provides a new solution to the LSTF problem.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Informer: Beyond Efficient Transformer for Long Sequence Time-Series Forecasting.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_3","","","arxiv:2012.07436","arxiv:2012.07436","2512820216576290264","","","related-papers-round3","","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round3-triage.jsonl"
"445","arxiv:2102.11448","4","HIGH","A8","MUSBO: Model-based Uncertainty Regularized and Sample Efficient Batch Optimization for Deployment Constrained Reinforcement Learning","arxiv:2102.11448","In many contemporary applications such as healthcare, finance, robotics, and recommendation systems, continuous deployment of new policies for data collection and online learning is either cost ineffective or impractical. We consider a setting that lies between pure offline reinforcement learning (RL) and pure online RL called deployment constrained RL in which the number of policy deployments for data sampling is limited. To solve this challenging task, we propose a new algorithmic learning framework called Model-based Uncertainty regularized and Sample Efficient Batch Optimization (MUSBO). Our framework discovers novel and high quality samples for each deployment to enable efficient data collection. During each offline training session, we bootstrap the policy update by quantifying the amount of uncertainty within our collected data. In the high support region (low uncertainty), we encourage our policy by taking an aggressive update. In the low support region (high uncertainty) when the policy bootstraps into the out-of-distribution region, we downweight it by our estimated uncertainty quantification. Experimental results show that MUSBO achieves state-of-the-art performance in the deployment constrained RL setting.","high","A8","1","A8=high","A8=It estimates uncertainty relative to dataset support, aggressively updates in supported regions, and downweights out-of-distribution bootstrapping while planning new samples across limited deployments.","A8=It connects uncertainty, data coverage, and deployment budget to selecting the next batch of experience.","A8=true","primary_assignment","","","arxiv:2102.11448","arxiv:2102.11448","879337995060209242","","A8 | q18-adjacent","search-papers","","A8","false","false","false","false","A8/raw/q18-adjacent.json | A8/work/assigned-papers.json | A8/work/canonical-pool.jsonl","A8/work/abstract-triage.jsonl | A8/work/assigned-abstracts.jsonl"
"458","arxiv:2104.00053","4","HIGH","A3 | A6 | A8","LazyDAgger: Reducing Context Switching in Interactive Imitation Learning","arxiv:2104.00053","Corrective interventions while a robot is learning to automate a task provide an intuitive method for a human supervisor to assist the robot and convey information about desired behavior. However, these interventions can impose significant burden on a human supervisor, as each intervention interrupts other work the human is doing, incurs latency with each context switch between supervisor and autonomous control, and requires time to perform. We present LazyDAgger, which extends the interactive imitation learning (IL) algorithm SafeDAgger to reduce context switches between supervisor and autonomous control. We find that LazyDAgger improves the performance and robustness of the learned policy during both learning and execution while limiting burden on the supervisor. Simulation experiments suggest that LazyDAgger can reduce context switches by an average of 60% over SafeDAgger on 3 continuous control tasks while maintaining state-of-the-art policy performance. In physical fabric manipulation experiments with an ABB YuMi robot, LazyDAgger reduces context switches by 60% while achieving a 60% higher success rate than SafeDAgger at execution time.","high","A3 | A6 | A8","3","A3=high | A6=high | A8=high","A3=LazyDAgger reduces context switching by gating when interactive expert corrections are requested. | A6=Uses failure, recovery, retry, correction, or intervention data to return execution to a viable state or learn corrective behavior. | A8=LazyDAgger batches expert interventions and queries only when the learner's state distribution requires correction, reducing context switching.","A3=Budget-aware intervention improves the quality and efficiency of corrective data collection. | A6=Shows how imperfect experience can teach robust retry and recovery behavior instead of being discarded. | A8=It provides a practical query-efficiency mechanism for allocating scarce human labeling to the most informative states.","A3=true | A6=true | A8=true","expansion_round_1 | expansion_round_3 | primary_assignment","Ryan Hoque, Ashwin Balakrishna, Carl Putterman, Michael Luo, Daniel S. Brown, Daniel Seita, Brijen Thananjeyan, Ellen Novoseller, Ken Goldberg","2021","arxiv:2104.00053 | paperid:3533139114241224874","arxiv:2104.00053","3533139114241224874","cs.AI | cs.RO","q24-found-dagger | q29-found-corrections","firecrawl research related-papers | related-papers","","A3 | A6","true","true","false","false","A3/paper-registry.json | A3/round3-evidence-index.json | A3/round3-registry.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q24-found-dagger.json | A6/raw-retrieval/q29-found-corrections.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl","A3/round3-triage.jsonl | A6/triage.jsonl | A8/work/expansion-triage.jsonl"
"471","arxiv:2106.06860","4","HIGH","A7","A Minimalist Approach to Offline Reinforcement Learning","arxiv:2106.06860","Offline reinforcement learning (RL) defines the task of learning from a fixed batch of data. Due to errors in value estimation from out-of-distribution actions, most offline RL algorithms take the approach of constraining or regularizing the policy with the actions contained in the dataset. Built on pre-existing RL algorithms, modifications to make an RL algorithm work offline comes at the cost of additional complexity. Offline RL algorithms introduce new hyperparameters and often leverage secondary components such as generative models, while adjusting the underlying RL algorithm. In this paper we aim to make a deep RL algorithm work while making minimal changes. We find that we can match the performance of state-of-the-art offline RL algorithms by simply adding a behavior cloning term to the policy update of an online RL algorithm and normalizing the data. The resulting algorithm is a simple to implement and tune baseline, while more than halving the overall run time by removing the additional computational overhead of previous methods.","high","A7","1","A7=high","A7=Offline reinforcement learning (RL) defines the task of learning from a fixed batch of data.","A7=It informs how data quantity, composition, or offline experience should affect policy training.","A7=true","expansion_round_1","","","arxiv:2106.06860","","","","","references | similar","","A7","false","false","false","false","A7/work/expansion-read-manifest.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl","A7/work/expansion-triage.jsonl"
"484","arxiv:2107.11918","4","HIGH","A6","Learning from Successful and Failed Demonstrations via Optimization","arxiv:2107.11918","Learning from Demonstration (LfD) is a popular approach that allows humans to teach robots new skills by showing the correct way(s) of performing the desired skill. Human-provided demonstrations, however, are not always optimal and the teacher usually addresses this issue by discarding or replacing sub-optimal (noisy or faulty) demonstrations. We propose a novel LfD representation that learns from both successful and failed demonstrations of a skill. Our approach encodes the two subsets of captured demonstrations (labeled by the teacher) into a statistical skill model, constructs a set of quadratic costs, and finds an optimal reproduction of the skill under novel problem conditions (i.e. constraints). The optimal reproduction balances convergence towards successful examples and divergence from failed examples. We evaluate our approach through several 2D and 3D experiments in real-world using a UR5e manipulator arm and also show that it can reproduce a skill from only failed demonstrations. The benefits of exploiting both failed and successful demonstrations are shown through comparison with two existing LfD approaches. We also compare our approach against an existing skill refinement method and show its capabilities in a multi-coordinate setting.","high","A6","1","A6=high","A6=Uses data-quality estimates, filtering, weighting, or offline reinforcement learning to extract signal from suboptimal demonstrations.","A6=Directly informs how a robot data loop can learn from heterogeneous and imperfect trajectories.","A6=true","primary_assignment","Brendan Hertel, S. Reza Ahmadzadeh","2021","arxiv:2107.11918","arxiv:2107.11918","9210315832116231863","cs.RO","expansion:imperfect-similar","related-papers","false","A6","true","true","false","false","A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q17-failure-boundaries.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q05-syn-suboptimal-demo.json | A6/raw-retrieval/q08-syn-negative-demo.json | A6/raw-retrieval/q25-found-failures.json | A6/raw-retrieval/q35-found-learn-failures.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl","A6/triage.jsonl"
"497","arxiv:2108.11996","4","HIGH","A1","Drop-DTW: Aligning Common Signal Between Sequences While Dropping Outliers","arxiv:2108.11996","In this work, we consider the problem of sequence-to-sequence alignment for signals containing outliers. Assuming the absence of outliers, the standard Dynamic Time Warping (DTW) algorithm efficiently computes the optimal alignment between two (generally) variable-length sequences. While DTW is robust to temporal shifts and dilations of the signal, it fails to align sequences in a meaningful way in the presence of outliers that can be arbitrarily interspersed in the sequences. To address this problem, we introduce Drop-DTW, a novel algorithm that aligns the common signal between the sequences while automatically dropping the outlier elements from the matching. The entire procedure is implemented as a single dynamic program that is efficient and fully differentiable. In our experiments, we show that Drop-DTW is a robust similarity measure for sequence retrieval and demonstrate its effectiveness as a training loss on diverse applications. With Drop-DTW, we address temporal step localization on instructional videos, representation learning from noisy videos, and cross-modal representation learning for audio-visual retrieval and localization. In all applications, we take a weakly- or unsupervised approach and demonstrate state-of-the-art results under these settings.","high","A1","1","A1=high","A1=Drop-DTW jointly aligns sequences and drops arbitrarily interspersed outlier elements through a differentiable dynamic program.","A1=It can prevent idle, corrupted, or non-overlapping portions of demonstrations from forcing harmful action-observation matches.","A1=true","primary_assignment","","","arxiv:2108.11996","arxiv:2108.11996","1008895925745653888","","q03-dtw | q10-foundational-ctw","search-papers","foundational","A1","false","false","false","false","A1/assigned-papers.json | A1/evidence-read-manifest.json | A1/expansion-registry.json | A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/inspection-manifest.json | A1/paper-registry-complete.json | A1/paper-registry.json | A1/raw/q03-dtw.json | A1/raw/q10-foundational-ctw.json","A1/assigned-abstracts.jsonl | A1/triage.jsonl"
"510","arxiv:2109.15317","4","HIGH","A1","Unsupervised Few-Shot Action Recognition via Action-Appearance Aligned Meta-Adaptation","arxiv:2109.15317","We present MetaUVFS as the first Unsupervised Meta-learning algorithm for Video Few-Shot action recognition. MetaUVFS leverages over 550K unlabeled videos to train a two-stream 2D and 3D CNN architecture via contrastive learning to capture the appearance-specific spatial and action-specific spatio-temporal video features respectively. MetaUVFS comprises a novel Action-Appearance Aligned Meta-adaptation (A3M) module that learns to focus on the action-oriented video features in relation to the appearance features via explicit few-shot episodic meta-learning over unsupervised hard-mined episodes. Our action-appearance alignment and explicit few-shot learner conditions the unsupervised training to mimic the downstream few-shot task, enabling MetaUVFS to significantly outperform all unsupervised methods on few-shot benchmarks. Moreover, unlike previous few-shot action recognition methods that are supervised, MetaUVFS needs neither base-class labels nor a supervised pretrained backbone. Thus, we need to train MetaUVFS just once to perform competitively or sometimes even outperform state-of-the-art supervised methods on popular HMDB51, UCF101, and Kinetics100 few-shot datasets.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Unsupervised Few-Shot Action Recognition via Action-Appearance Aligned Meta-Adaptation.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_3","","","arxiv:2109.15317","arxiv:2109.15317","5032329569097044522","","","related-papers-round3","","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round3-triage.jsonl"
"523","arxiv:2110.13423","4","HIGH","A1","Towards More Generalizable One-shot Visual Imitation Learning","arxiv:2110.13423","A general-purpose robot should be able to master a wide range of tasks and quickly learn a novel one by leveraging past experiences. One-shot imitation learning (OSIL) approaches this goal by training an agent with (pairs of) expert demonstrations, such that at test time, it can directly execute a new task from just one demonstration. However, so far this framework has been limited to training on many variations of one task, and testing on other unseen but similar variations of the same task. In this work, we push for a higher level of generalization ability by investigating a more ambitious multi-task setup. We introduce a diverse suite of vision-based robot manipulation tasks, consisting of 7 tasks, a total of 61 variations, and a continuum of instances within each variation. For consistency and comparison purposes, we first train and evaluate single-task agents (as done in prior few-shot imitation work). We then study the multi-task setting, where multi-task training is followed by (i) one-shot imitation on variations within the training tasks, (ii) one-shot imitation on new tasks, and (iii) fine-tuning on new tasks. Prior state-of-the-art, while performing well within some single tasks, struggles in these harder multi-task settings. To address these limitations, we propose MOSAIC (Multi-task One-Shot Imitation with self-Attention and Contrastive learning), which integrates a self-attention model architecture and a temporal contrastive module to enable better task disambiguation and more robust representation learning. Our experiments show that MOSAIC outperforms prior state of the art in learning efficiency, final performance, and learns a multi-task policy with promising generalization ability via fine-tuning on novel tasks.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Towards More Generalizable One-shot Visual Imitation Learning.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_1","","2021","arxiv:2110.13423","arxiv:2110.13423","7378211101575091872","","","related-references","foundational","A1","false","false","false","false","A1/expansion-registry.json | A1/expansion-round2-registry.json | A1/paper-registry-complete.json | A7/raw/q25-foundational-multitask.json | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl","A1/expansion-triage.jsonl"
"536","arxiv:2112.05062","4","HIGH","A2","Learning Transferable Motor Skills with Hierarchical Latent Mixture Policies","arxiv:2112.05062","For robots operating in the real world, it is desirable to learn reusable behaviours that can effectively be transferred and adapted to numerous tasks and scenarios. We propose an approach to learn abstract motor skills from data using a hierarchical mixture latent variable model. In contrast to existing work, our method exploits a three-level hierarchy of both discrete and continuous latent variables, to capture a set of high-level behaviours while allowing for variance in how they are executed. We demonstrate in manipulation domains that the method can effectively cluster offline data into distinct, executable behaviours, while retaining the flexibility of a continuous latent variable model. The resulting skills can be transferred and fine-tuned on new tasks, unseen objects, and from state to vision-based policies, yielding better sample efficiency and asymptotic performance compared to existing skill- and imitation-based methods. We further analyse how and when the skills are most beneficial: they encourage directed exploration to cover large regions of the state space relevant to the task, making them most effective in challenging sparse-reward settings.","high","A2","1","A2=high","A2=Encodes or selects compact trajectory segments or latent plans so sequential experience can be retrieved, recombined, or reused.","A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.","A2=true","expansion_round_1","","2021","arxiv:2112.05062","","","","","","","A2","false","false","false","false","A2/expansion-pool.json | A2/expansion-pool.jsonl","A2/expansion-triage.jsonl"
"549","arxiv:2201.13425","4","HIGH","A8","Don't Change the Algorithm, Change the Data: Exploratory Data for Offline Reinforcement Learning","arxiv:2201.13425","Recent progress in deep learning has relied on access to large and diverse datasets. Such data-driven progress has been less evident in offline reinforcement learning (RL), because offline RL data is usually collected to optimize specific target tasks limiting the data's diversity. In this work, we propose Exploratory data for Offline RL (ExORL), a data-centric approach to offline RL. ExORL first generates data with unsupervised reward-free exploration, then relabels this data with a downstream reward before training a policy with offline RL. We find that exploratory data allows vanilla off-policy RL algorithms, without any offline-specific modifications, to outperform or match state-of-the-art offline RL algorithms on downstream tasks. Our findings suggest that data generation is as important as algorithmic advances for offline RL and hence requires careful consideration from the community. Code and data can be found at https://github.com/denisyarats/exorl .","high","A8","1","A8=high","A8=Offline RL performance improves when datasets are collected with exploratory behavior that broadens state-action coverage.","A8=It directly supports choosing data-collection policies based on downstream offline usefulness rather than algorithm changes alone.","A8=true","expansion_round_3","","","arxiv:2201.13425 | paperid:6570228764136889765","","","","","","","A8","false","false","false","false","A8/work/expansion-round3-novel.jsonl","A8/work/expansion-round3-triage.jsonl"
"562","arxiv:2203.13309","4","HIGH","A1","Weakly-Supervised Online Action Segmentation in Multi-View Instructional Videos","arxiv:2203.13309","This paper addresses a new problem of weakly-supervised online action segmentation in instructional videos. We present a framework to segment streaming videos online at test time using Dynamic Programming and show its advantages over greedy sliding window approach. We improve our framework by introducing the Online-Offline Discrepancy Loss (OODL) to encourage the segmentation results to have a higher temporal consistency. Furthermore, only during training, we exploit frame-wise correspondence between multiple views as supervision for training weakly-labeled instructional videos. In particular, we investigate three different multi-view inference techniques to generate more accurate frame-wise pseudo ground-truth with no additional annotation cost. We present results and ablation studies on two benchmark multi-view datasets, Breakfast and IKEA ASM. Experimental results show efficacy of the proposed methods both qualitatively and quantitatively in two domains of cooking and assembly.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Weakly-Supervised Online Action Segmentation in Multi-View Instructional Videos.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_2","","","arxiv:2203.13309","arxiv:2203.13309","8615762236463595756","","","related-papers-round2 | related-papers-round3","","A1","false","false","false","false","A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round2-triage.jsonl"
"575","arxiv:2205.01791","4","HIGH","A7","TartanDrive: A Large-Scale Dataset for Learning Off-Road Dynamics Models","arxiv:2205.01791","We present TartanDrive, a large scale dataset for learning dynamics models for off-road driving. We collected a dataset of roughly 200,000 off-road driving interactions on a modified Yamaha Viking ATV with seven unique sensing modalities in diverse terrains. To the authors' knowledge, this is the largest real-world multi-modal off-road driving dataset, both in terms of number of interactions and sensing modalities. We also benchmark several state-of-the-art methods for model-based reinforcement learning from high-dimensional observations on this dataset. We find that extending these models to multi-modality leads to significant performance on off-road dynamics prediction, especially in more challenging terrains. We also identify some shortcomings with current neural network architectures for the off-road driving task. Our dataset is available at https://github.com/castacks/tartandrive.","high","A7","1","A7=high","A7=We present TartanDrive, a large scale dataset for learning dynamics models for off-road driving.","A7=It informs how data quantity, composition, or offline experience should affect policy training.","A7=true","expansion_round_1","","","arxiv:2205.01791","","","","","references","","A7","false","false","false","false","A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl","A7/work/expansion-triage.jsonl"
"588","arxiv:2206.04632","4","HIGH","A6","Temporal Logic Imitation: Learning Plan-Satisficing Motion Policies from Demonstrations","arxiv:2206.04632","Learning from demonstration (LfD) has succeeded in tasks featuring a long time horizon. However, when the problem complexity also includes human-in-the-loop perturbations, state-of-the-art approaches do not guarantee the successful reproduction of a task. In this work, we identify the roots of this challenge as the failure of a learned continuous policy to satisfy the discrete plan implicit in the demonstration. By utilizing modes (rather than subgoals) as the discrete abstraction and motion policies with both mode invariance and goal reachability properties, we prove our learned continuous policy can simulate any discrete plan specified by a linear temporal logic (LTL) formula. Consequently, an imitator is robust to both task- and motion-level perturbations and guaranteed to achieve task success. Project page: https://yanweiw.github.io/tli/","high","A6","1","A6=high","A6=Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.","A6=Makes failure states informative for robust execution and for deciding what corrective data to collect next.","A6=true","expansion_round_1","","","arxiv:2206.04632","arxiv:2206.04632","2096410802607545062","","","related-papers","","A6","false","false","false","false","A6/expansion/canonical-pool.jsonl","A6/expansion/triage.jsonl"
"601","arxiv:2208.11351","4","HIGH","A3","Self-Filtering: A Noise-Aware Sample Selection for Label Noise with Confidence Penalization","arxiv:2208.11351","Sample selection is an effective strategy to mitigate the effect of label noise in robust learning. Typical strategies commonly apply the small-loss criterion to identify clean samples. However, those samples lying around the decision boundary with large losses usually entangle with noisy examples, which would be discarded with this criterion, leading to the heavy degeneration of the generalization performance. In this paper, we propose a novel selection strategy, Self-Filtering (SFT), that utilizes the fluctuation of noisy examples in historical predictions to filter them, which can avoid the","high","A3","1","A3=high","A3=Historical prediction fluctuation and confidence penalization select samples under label noise beyond the small-loss heuristic.","A3=The transferable lesson is to use temporal prediction behavior to detect harmful examples that look easy or ambiguous under one snapshot.","A3=true","primary_assignment","Qi Wei | Haoliang Sun | Xiankai Lu | Yilong Yin","2022","arxiv:2208.11351","","","cs.CV","q14-robust-noisy-labels","firecrawl research search-papers","","A3","false","false","false","false","A3/assigned-papers.json | A3/evidence-index.json | A3/paper-registry.json | A3/raw/q14-robust-noisy-labels.txt","A3/abstract-triage.jsonl"
"614","arxiv:2210.01808","4","HIGH","A6","Maximum-Likelihood Inverse Reinforcement Learning with Finite-Time Guarantees","arxiv:2210.01808","Inverse reinforcement learning (IRL) aims to recover the reward function and the associated optimal policy that best fits observed sequences of states and actions implemented by an expert. Many algorithms for IRL have an inherently nested structure: the inner loop finds the optimal policy given parametrized rewards while the outer loop updates the estimates towards optimizing a measure of fit. For high dimensional environments such nested-loop structure entails a significant computational burden. To reduce the computational burden of a nested loop, novel methods such as SQIL [1] and IQ-Learn [2] emphasize policy estimation at the expense of reward estimation accuracy. However, without accurate estimated rewards, it is not possible to do counterfactual analysis such as predicting the optimal policy under different environment dynamics and/or learning new tasks. In this paper we develop a novel single-loop algorithm for IRL that does not compromise reward estimation accuracy. In the proposed algorithm, each policy improvement step is followed by a stochastic gradient step for likelihood maximization. We show that the proposed algorithm provably converges to a stationary solution with a finite-time guarantee. If the reward is parameterized linearly, we show the identified solution corresponds to the solution of the maximum entropy IRL problem. Finally, by using robotics control problems in MuJoCo and their transfer settings, we show that the proposed algorithm achieves superior performance compared with other IRL and imitation learning benchmarks.","high","A6","1","A6=high","A6=Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.","A6=Makes failure states informative for robust execution and for deciding what corrective data to collect next.","A6=true","expansion_round_1","","","arxiv:2210.01808","arxiv:2210.01808","8312796911645753503","","","related-papers","","A6","false","false","false","false","A6/expansion/canonical-pool.jsonl","A6/expansion/triage.jsonl"
"627","arxiv:2210.10352","4","HIGH","A1","Temporal Action Segmentation: An Analysis of Modern Techniques","arxiv:2210.10352","Temporal action segmentation (TAS) in videos aims at densely identifying video frames in minutes-long videos with multiple action classes. As a long-range video understanding task, researchers have developed an extended collection of methods and examined their performance using various benchmarks. Despite the rapid growth of TAS techniques in recent years, no systematic survey has been conducted in these sectors. This survey analyzes and summarizes the most significant contributions and trends. In particular, we first examine the task definition, common benchmarks, types of supervision, and prevalent evaluation measures. In addition, we systematically investigate two essential techniques of this topic, i.e., frame representation and temporal modeling, which have been studied extensively in the literature. We then conduct a thorough review of existing TAS works categorized by their levels of supervision and conclude our survey by identifying and emphasizing several research gaps. In addition, we have curated a list of TAS resources, which is available at https://github.com/nus-cvml/awesome-temporal-action-segmentation.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Temporal Action Segmentation: An Analysis of Modern Techniques.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_3","","","arxiv:2210.10352","arxiv:2210.10352","793969311121114695","","","related-papers-round3","","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round3-triage.jsonl"
