"pass2_index","canonical_paper_id","assigned_agent","first_pass_classification","source_lane","paper_name","id","abstract","triage_label","lanes","lane_count","triage_labels_by_lane","mechanisms_by_lane","why_it_matters_by_lane","follow_up_by_lane","corpus_stages","authors","year","source_ids","primary_id","paper_id","categories","queries","discovery_methods","designations","primary_readers","metadata_verified_any","body_inspected_any","evidence_read_any","triage_disagreement","source_registry_paths","source_triage_paths"
"535","arxiv:2112.03227","3","MEDIUM","A4 | A5","CALVIN: A Benchmark for Language-Conditioned Policy Learning for Long-Horizon Robot Manipulation Tasks","arxiv:2112.03227","General-purpose robots coexisting with humans in their environment must learn to relate human language to their perceptions and actions to be useful in a range of daily tasks. Moreover, they need to acquire a diverse repertoire of general-purpose skills that allow composing long-horizon tasks by following unconstrained language instructions. In this paper, we present CALVIN (Composing Actions from Language and Vision), an open-source simulated benchmark to learn long-horizon language-conditioned tasks. Our aim is to make it possible to develop agents that can solve many robotic manipulation tasks over a long horizon, from onboard sensors, and specified only via human language. CALVIN tasks are more complex in terms of sequence length, action space, and language than existing vision-and-language task datasets and supports flexible specification of sensor suites. We evaluate the agents in zero-shot to novel language instructions and to novel environments and objects. We show that a baseline model based on multi-context imitation learning performs poorly on CALVIN, suggesting that there is significant room for developing innovative agents that learn to relate human language to their world models with this benchmark.","medium","A4 | A5","2","A4=medium | A5=medium","A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility. | A5=General-purpose robots coexisting with humans in their environment must learn to relate human language to their perceptions and actions to be useful in a range of daily tasks.","A4=It is directly or plausibly transferable to selecting robot experience for policy learning. | A5=The expansion tests whether this curriculum mechanism adds a reusable way to control which robot experience influences policy training.","A4=true | A5=true","expansion_round_1","","","arxiv:2112.03227 | paper:7608722997349453291","arxiv:2112.03227","7608722997349453291","","","","","A4 | A5","false","false","false","false","A4/expansion/round3/registry.jsonl | A4/expansion/round4/registry.jsonl | A5/expansion/inspection-manifest.json | A5/expansion/raw/round1-references.json | A5/expansion/raw/round2-similar.json | A5/expansion/raw/round3-similar.json | A5/expansion/read-manifest.json","A4/expansion/all-new-expansion-triage.jsonl | A5/expansion/round1-triage.jsonl"
"548","arxiv:2201.13372","3","MEDIUM","A3","Robust supervised learning with coordinate gradient descent","arxiv:2201.13372","This paper considers the problem of supervised learning with linear methods when both features and labels can be corrupted, either in the form of heavy tailed data and/or corrupted rows. We introduce a combination of coordinate gradient descent as a learning algorithm together with robust estimators of the partial derivatives. This leads to robust statistical learning methods that have a numerical complexity nearly identical to non-robust ones based on empirical risk minimization. The main idea is simple: while robust learning with gradient descent requires the computational cost of robustly e","medium","A3","1","A3=medium","A3=The paper develops or evaluates Robust supervised learning with coordinate gradient descent, providing an adjacent mechanism for robust learning, attribution, evaluation, or data selection.","A3=It may transfer to robot experience curation or training intelligence, but its direct relevance requires verification.","A3=false","expansion_round_1","","2022","arxiv:2201.13372","","","","","firecrawl research related-papers","","A3","false","false","false","false","A3/expansion-registry.json | A3/paper-registry.json","A3/expansion-triage.jsonl"
"561","arxiv:2203.12601","3","HIGH","A8","R3M: A Universal Visual Representation for Robot Manipulation","arxiv:2203.12601","We study how visual representations pre-trained on diverse human video data can enable data-efficient learning of downstream robotic manipulation tasks. Concretely, we pre-train a visual representation using the Ego4D human video dataset using a combination of time-contrastive learning, video-language alignment, and an L1 penalty to encourage sparse and compact representations. The resulting representation, R3M, can be used as a frozen perception module for downstream policy learning. Across a suite of 12 simulated robot manipulation tasks, we find that R3M improves task success by over 20% compared to training from scratch and by over 10% compared to state-of-the-art visual representations like CLIP and MoCo. Furthermore, R3M enables a Franka Emika Panda arm to learn a range of manipulation tasks in a real, cluttered apartment given just 20 demonstrations. Code and pre-trained models are available at https://tinyurl.com/robotr3m.","high","A8","1","A8=high","A8=Self-supervised video pretraining learns visual representations from human activity videos and transfers them to robot manipulation tasks.","A8=It provides a strong representation-quality baseline for measuring whether collected data encode transferable manipulation structure.","A8=true","expansion_round_2","","","arxiv:2203.12601 | paperid:7623018724325131746","","","","","","","A8","false","false","false","false","A8/work/expansion-round2-novel.jsonl","A8/work/expansion-round2-triage.jsonl"
"574","arxiv:2204.13423","3","HIGH","A1","Hybrid Relation Guided Set Matching for Few-shot Action Recognition","arxiv:2204.13423","Current few-shot action recognition methods reach impressive performance by learning discriminative features for each video via episodic training and designing various temporal alignment strategies. Nevertheless, they are limited in that (a) learning individual features without considering the entire task may lose the most relevant information in the current episode, and (b) these alignment strategies may fail in misaligned instances. To overcome the two limitations, we propose a novel Hybrid Relation guided Set Matching (HyRSM) approach that incorporates two key components: hybrid relation module and set matching metric. The purpose of the hybrid relation module is to learn task-specific embeddings by fully exploiting associated relations within and cross videos in an episode. Built upon the task-specific features, we reformulate distance measure between query and support videos as a set matching problem and further design a bidirectional Mean Hausdorff Metric to improve the resilience to misaligned instances. By this means, the proposed HyRSM can be highly informative and flexible to predict query categories under the few-shot settings. We evaluate HyRSM on six challenging benchmarks, and the experimental results show its superiority over the state-of-the-art methods by a convincing margin. Project page: https://hyrsm-cvpr2022.github.io/.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Hybrid Relation Guided Set Matching for Few-shot Action Recognition.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_3","","","arxiv:2204.13423","arxiv:2204.13423","8679237001429107828","","","related-papers-round3","","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round3-triage.jsonl"
"587","arxiv:2206.03597","3","HIGH","A2","Meta-Learning Parameterized Skills","arxiv:2206.03597","We propose a novel parameterized skill-learning algorithm that aims to learn transferable parameterized skills and synthesize them into a new action space that supports efficient learning in long-horizon tasks. We propose to leverage off-policy Meta-RL combined with a trajectory-centric smoothness term to learn a set of parameterized skills. Our agent can use these learned skills to construct a three-level hierarchical framework that models a Temporally-extended Parameterized Action Markov Decision Process. We empirically demonstrate that the proposed algorithms enable an agent to solve a set of difficult long-horizon (obstacle-course and robot manipulation) tasks.","high","A2","1","A2=high","A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning.","A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.","A2=true","expansion_round_1","","2022","arxiv:2206.03597","","","","","","","A2","false","false","false","false","A2/expansion-pool.json | A2/expansion-pool.jsonl","A2/expansion-triage.jsonl"
"600","arxiv:2208.00478","3","HIGH","A5","Robot Policy Learning from Demonstration Using Advantage Weighting and Early Termination","arxiv:2208.00478","Learning robotic tasks in the real world is still highly challenging and effective practical solutions remain to be found. Traditional methods used in this area are imitation learning and reinforcement learning, but they both have limitations when applied to real robots. Combining reinforcement learning with pre-collected demonstrations is a promising approach that can help in learning control policies to solve robotic tasks. In this paper, we propose an algorithm that uses novel techniques to leverage offline expert data using offline and online training to obtain faster convergence and improved performance. The proposed algorithm (AWET) weights the critic losses with a novel agent advantage weight to improve over the expert data. In addition, AWET makes use of an automatic early termination technique to stop and discard policy rollouts that are not similar to expert trajectories -- to prevent drifting far from the expert data. In an ablation study, AWET showed improved and promising performance when compared to state-of-the-art baselines on four standard robotic tasks.","high","A5","1","A5=high","A5=The proposed algorithm (AWET) weights the critic losses with a novel agent advantage weight to improve over the expert data.","A5=It informs how contribution weights can align training with quality, advantage, density, or task importance in the robot experience-to-policy loop.","A5=true","primary_assignment","Abdalkarim Mohtasib, Gerhard Neumann, Heriberto Cuayahuitl","","arxiv:2208.00478 | paper:6436735899685906844","arxiv:2208.00478","paper:6436735899685906844","cs.LG | cs.RO","1 | 16 | 51 | 52 | 56 | 66 | 7 | 70","search-papers","general | recent","A5","false","false","false","false","A4/canonical-registry.jsonl | A4/raw/q13-harmful-demo.json | A5/assigned-papers.json | A5/canonical-pool.jsonl | A5/evidence-ledger.jsonl | A5/expansion/raw/round3-similar.json | A5/inspection-manifest.json | A5/paper-registry.json | A5/raw/q01-direct.json | A5/read-manifest.json | A6/raw-retrieval/q08-syn-negative-demo.json | A6/raw-retrieval/q16-failure-replay.json | A6/raw-retrieval/q25-found-failures.json | A6/raw-retrieval/q27-found-offline-rl.json | A6/work/canonical-pool.jsonl | A8/raw/q10-mechanism.json | A8/work/canonical-pool.jsonl","A5/assigned-abstracts.jsonl"
"613","arxiv:2210.01379","3","HIGH","A3 | A6","Extraneousness-Aware Imitation Learning","arxiv:2210.01379","Visual imitation learning provides an effective framework to learn skills from demonstrations. However, the quality of the provided demonstrations usually significantly affects the ability of an agent to acquire desired skills. Therefore, the standard visual imitation learning assumes near-optimal demonstrations, which are expensive or sometimes prohibitive to collect. Previous works propose to learn from noisy demonstrations; however, the noise is usually assumed to follow a context-independent distribution such as a uniform or gaussian distribution. In this paper, we consider another crucial yet underexplored setting -- imitation learning with task-irrelevant yet locally consistent segments in the demonstrations (e.g., wiping sweat while cutting potatoes in a cooking tutorial). We argue that such noise is common in real world data and term them ""extraneous"" segments. To tackle this problem, we introduce Extraneousness-Aware Imitation Learning (EIL), a self-supervised approach that learns visuomotor policies from third-person demonstrations with extraneous subsequences. EIL learns action-conditioned observation embeddings in a self-supervised manner and retrieves task-relevant observations across visual demonstrations while excluding the extraneous ones. Experimental results show that EIL outperforms strong baselines and achieves comparable policies to those trained with perfect demonstration on both simulated and real-world robot control tasks. The project page can be found at https://sites.google.com/view/eil-website.","high","A3 | A6","2","A3=high | A6=high","A3=Context-dependent extraneousness estimation identifies demonstration content that is irrelevant or harmful to the target task. | A6=Selects, segments, repairs, or stitches trajectory prefixes and subsequences so training emphasizes feasible and informative behavior.","A3=It relaxes simplistic independent-noise assumptions and targets nuisance behavior embedded in otherwise valid demonstrations. | A6=Provides a way to preserve useful partial progress while suppressing harmful or redundant trajectory content.","A3=true | A6=true","primary_assignment","Ray Chen Zheng, Kaizhe Hu, Zhecheng Yuan, Boyuan Chen, Huazhe Xu","2022","arxiv:2210.01379","arxiv:2210.01379","4679223243883710682","cs.AI | cs.RO","q01-direct | q06-syn-noisy-demo | q20-adj-human-activity | q20-foundational-robust","firecrawl research search-papers | related-papers","false","A3 | A6","true","true","false","false","A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q03-direct.json | A2/raw/q21-bad-segments.json | A3/assigned-papers.json | A3/evidence-index.json | A3/expansion-registry.json | A3/paper-registry.json | A3/raw/q01-direct.txt | A3/raw/q20-foundational-robust.txt | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q06-syn-noisy-demo.json | A6/raw-retrieval/q20-adj-human-activity.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl","A3/abstract-triage.jsonl | A6/triage.jsonl"
"626","arxiv:2210.10047","3","HIGH","A6","From Play to Policy: Conditional Behavior Generation from Uncurated Robot Data","arxiv:2210.10047","While large-scale sequence modeling from offline data has led to impressive performance gains in natural language and image generation, directly translating such ideas to robotics has been challenging. One critical reason for this is that uncurated robot demonstration data, i.e. play data, collected from non-expert human demonstrators are often noisy, diverse, and distributionally multi-modal. This makes extracting useful, task-centric behaviors from such data a difficult generative modeling problem. In this work, we present Conditional Behavior Transformers (C-BeT), a method that combines the multi-modal generation ability of Behavior Transformer with future-conditioned goal specification. On a suite of simulated benchmark tasks, we find that C-BeT improves upon prior state-of-the-art work in learning from play data by an average of 45.7%. Further, we demonstrate for the first time that useful task-centric behaviors can be learned on a real-world robot purely from play data without any task labels or reward information. Robot videos are best viewed on our project website: https://play-to-policy.github.io","high","A6","1","A6=high","A6=Estimates demonstration quality or latent expertise to filter, weight, or optimize learning from mixed-quality experience.","A6=Shows how heterogeneous demonstrations can contribute without treating every transition as equally trustworthy.","A6=true","expansion_round_1","","","arxiv:2210.10047","arxiv:2210.10047","2634927809235544032","","","related-papers","","A6","false","false","false","false","A6/expansion/canonical-pool.jsonl","A6/expansion/triage.jsonl"
"639","arxiv:2211.06839","3","MEDIUM","A6","Out-of-Dynamics Imitation Learning from Multimodal Demonstrations","arxiv:2211.06839","Existing imitation learning works mainly assume that the demonstrator who collects demonstrations shares the same dynamics as the imitator. However, the assumption limits the usage of imitation learning, especially when collecting demonstrations for the imitator is difficult. In this paper, we study out-of-dynamics imitation learning (OOD-IL), which relaxes the assumption to that the demonstrator and the imitator have the same state spaces but could have different action spaces and dynamics. OOD-IL enables imitation learning to utilize demonstrations from a wide range of demonstrators but introduces a new challenge: some demonstrations cannot be achieved by the imitator due to the different dynamics. Prior works try to filter out such demonstrations by feasibility measurements, but ignore the fact that the demonstrations exhibit a multimodal distribution since the different demonstrators may take different policies in different dynamics. We develop a better transferability measurement to tackle this newly-emerged challenge. We firstly design a novel sequence-based contrastive clustering algorithm to cluster demonstrations from the same mode to avoid the mutual interference of demonstrations from different modes, and then learn the transferability of each demonstration with an adversarial-learning based algorithm in each cluster. Experiment results on several MuJoCo environments, a driving environment, and a simulated robot environment show that the proposed transferability measurement more accurately finds and down-weights non-transferable demonstrations and outperforms prior works on the final imitation learning performance. We show the videos of our experiment results on our website.","medium","A6","1","A6=medium","A6=Studies how non-ideal sequential experience or feedback can improve decision-making beyond success-only imitation.","A6=Offers an adjacent conceptual transfer for representing and using imperfect robot experience.","A6=true","primary_assignment","Yiwen Qiu, Jialong Wu, Zhangjie Cao, Mingsheng Long","2022","arxiv:2211.06839","arxiv:2211.06839","5830356925107734507","cs.LG | cs.RO","q03-direct-partial-success","search-papers","","A6","true","true","false","false","A6/raw-retrieval/q03-direct-partial-success.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl","A6/triage.jsonl"
"652","arxiv:2212.06817","3","MEDIUM","A1 | A4 | A5 | A8","RT-1: Robotics Transformer for Real-World Control at Scale","arxiv:2212.06817","By transferring knowledge from large, diverse, task-agnostic datasets, modern machine learning models can solve specific downstream tasks either zero-shot or with small task-specific datasets to a high level of performance. While this capability has been demonstrated in other fields such as computer vision, natural language processing or speech recognition, it remains to be shown in robotics, where the generalization capabilities of the models are particularly critical due to the difficulty of collecting real-world robotic data. We argue that one of the keys to the success of such general robotic models lies with open-ended task-agnostic training, combined with high-capacity architectures that can absorb all of the diverse, robotic data. In this paper, we present a model class, dubbed Robotics Transformer, that exhibits promising scalable model properties. We verify our conclusions in a study of different model classes and their ability to generalize as a function of the data size, model size, and data diversity based on a large-scale data collection on real robots performing real-world tasks. The project's website and videos can be found at robotics-transformer1.github.io","medium","A1 | A4 | A5 | A8","4","A1=low | A4=medium | A5=low | A8=medium","A1=The abstract does not expose a clear temporal mechanism connected to the lane. | A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility. | A5=By transferring knowledge from large, diverse, task-agnostic datasets, modern machine learning models can solve specific downstream tasks either zero-shot or with small task-specific datasets to a high level of performance. | A8=A tokenized vision-language-action transformer learns multi-task control from a large heterogeneous fleet dataset.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training. | A4=It is directly or plausibly transferable to selecting robot experience for policy learning. | A5=The expansion tests whether this adaptive mixture mechanism adds a reusable way to control which robot experience influences policy training. | A8=It provides a canonical scale-and-diversity benchmark for testing whether selected data improve generalization.","A1=false | A4=false | A5=false | A8=true","expansion_round_1 | expansion_round_2","","2022","arxiv:2212.06817 | paper:936854425268785734 | paperid:936854425268785734","arxiv:2212.06817","936854425268785734","","","related-papers | related-papers-round2","foundational","A1","false","false","false","true","A1/expansion-round2-registry.json | A1/paper-registry-complete.json | A4/expansion/round2/registry.jsonl | A4/expansion/round3/registry.jsonl | A4/expansion/round4/registry.jsonl | A4/expansion/round5/registry.jsonl | A5/expansion/raw/round1-references.json | A5/expansion/raw/round2-references.json | A5/expansion/raw/round2-similar.json | A5/expansion/raw/round3-similar.json | A7/raw/q11-scaling-laws.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl","A1/expansion-round2-triage.jsonl | A4/expansion/all-new-expansion-triage.jsonl | A5/expansion/round1-triage.jsonl | A8/work/expansion-triage.jsonl"
"665","arxiv:2301.11734","3","HIGH","A3 | A4 | A5","Improving Behavioural Cloning with Positive Unlabeled Learning","arxiv:2301.11734","Learning control policies offline from pre-recorded datasets is a promising avenue for solving challenging real-world problems. However, available datasets are typically of mixed quality, with a limited number of the trajectories that we would consider as positive examples; i.e., high-quality demonstrations. Therefore, we propose a novel iterative learning algorithm for identifying expert trajectories in unlabeled mixed-quality robotics datasets given a minimal set of positive examples, surpassing existing algorithms in terms of accuracy. We show that applying behavioral cloning to the resulting filtered dataset outperforms several competitive offline reinforcement learning and imitation learning baselines. We perform experiments on a range of simulated locomotion tasks and on two challenging manipulation tasks on a real robotic system; in these experiments, our method showcases state-of-the-art performance. Our website: https://sites.google.com/view/offline-policy-learning-pubc.","high","A3 | A4 | A5","3","A3=high | A4=high | A5=high","A3=Positive-unlabeled learning iteratively identifies expert trajectories from mixed-quality robotics data given few positive examples. | A4=Ranks or weights trajectories/transitions according to return, coverage, value, or policy-improvement utility in offline learning. | A5=Learning control policies offline from pre-recorded datasets is a promising avenue for solving challenging real-world problems.","A3=It offers a low-label route to quality estimation when only a small trusted set is available. | A4=It offers a direct or transferable way to connect robot experience choices to learned policy behavior. | A5=It supplies an adjacent-domain sampling, weighting, or selection mechanism whose transfer to robot experience should be checked during inspection.","A3=true | A4=true | A5=true","primary_assignment","Qiang Wang | Robert McCarthy | David Cordova Bulens | Kevin McGuinness | Noel E. O'Connor | Nico Gürtler | Felix Widmaier | Francisco Roldan Sanchez | Stephen J. Redmond","2023","arxiv:2301.11734 | paper:6078945623267100079","arxiv:2301.11734","6078945623267100079","cs.LG | cs.RO","51 | q04-mislabeled | q13-harmful-demo","firecrawl research search-papers | search-papers | semantic-search","false | general","A3 | A4 | A5","false","false","false","false","A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q21-bad-segments.json | A3/assigned-papers.json | A3/evidence-index.json | A3/expansion-registry.json | A3/paper-registry.json | A3/raw/q04-mislabeled.txt | A3/round2-registry.json | A4/assigned-papers.json | A4/assigned-registry-inspected.jsonl | A4/assigned-registry-preinspect.jsonl | A4/canonical-registry.jsonl | A4/raw/q13-harmful-demo.json | A5/assigned-papers.json | A5/canonical-pool.jsonl | A5/evidence-ledger.jsonl | A5/inspection-manifest.json | A5/paper-registry.json | A5/read-manifest.json | A6/raw-retrieval/q11-mech-quality-weighted.json | A6/raw-retrieval/q18-failure-conditioned-bc.json | A6/raw-retrieval/q31-recent-mixed-quality.json | A6/work/canonical-pool.jsonl","A3/abstract-triage.jsonl | A4/abstract-triage.jsonl | A5/assigned-abstracts.jsonl"
"678","arxiv:2302.04659","3","MEDIUM","A4","ManiSkill2: A Unified Benchmark for Generalizable Manipulation Skills","arxiv:2302.04659","Generalizable manipulation skills, which can be composed to tackle long-horizon and complex daily chores, are one of the cornerstones of Embodied AI. However, existing benchmarks, mostly composed of a suite of simulatable environments, are insufficient to push cutting-edge research works because they lack object-level topological and geometric variations, are not based on fully dynamic simulation, or are short of native support for multiple types of manipulation tasks. To this end, we present ManiSkill2, the next generation of the SAPIEN ManiSkill benchmark, to address critical pain points often encountered by researchers when using benchmarks for generalizable manipulation skills. ManiSkill2 includes 20 manipulation task families with 2000+ object models and 4M+ demonstration frames, which cover stationary/mobile-base, single/dual-arm, and rigid/soft-body manipulation tasks with 2D/3D-input data simulated by fully dynamic engines. It defines a unified interface and evaluation protocol to support a wide range of algorithms (e.g., classic sense-plan-act, RL, IL), visual observations (point cloud, RGBD), and controllers (e.g., action type and parameterization). Moreover, it empowers fast visual input learning algorithms so that a CNN-based policy can collect samples at about 2000 FPS with 1 GPU and 16 processes on a regular workstation. It implements a render server infrastructure to allow sharing rendering resources across all environments, thereby significantly reducing memory usage. We open-source all codes of our benchmark (simulator, environments, and baselines) and host an online challenge open to interdisciplinary researchers.","medium","A4","1","A4=medium","A4=Uses a valuation or attribution signal to estimate the contribution of training examples to model or policy outcomes.","A4=It is directly or plausibly transferable to selecting robot experience for policy learning.","A4=true","expansion_round_1","","","arxiv:2302.04659 | paper:5425872833540371298","","","","","","","A4","false","false","false","false","A4/expansion/round3/registry.jsonl","A4/expansion/all-new-expansion-triage.jsonl"
"691","arxiv:2303.02982","3","HIGH","A1","CLIP-guided Prototype Modulating for Few-shot Action Recognition","arxiv:2303.02982","Learning from large-scale contrastive language-image pre-training like CLIP has shown remarkable success in a wide range of downstream tasks recently, but it is still under-explored on the challenging few-shot action recognition (FSAR) task. In this work, we aim to transfer the powerful multimodal knowledge of CLIP to alleviate the inaccurate prototype estimation issue due to data scarcity, which is a critical problem in low-shot regimes. To this end, we present a CLIP-guided prototype modulating framework called CLIP-FSAR, which consists of two key components: a video-text contrastive objective and a prototype modulation. Specifically, the former bridges the task discrepancy between CLIP and the few-shot video task by contrasting videos and corresponding class text descriptions. The latter leverages the transferable textual concepts from CLIP to adaptively refine visual prototypes with a temporal Transformer. By this means, CLIP-FSAR can take full advantage of the rich semantic priors in CLIP to obtain reliable prototypes and achieve accurate few-shot classification. Extensive experiments on five commonly used benchmarks demonstrate the effectiveness of our proposed method, and CLIP-FSAR significantly outperforms existing state-of-the-art methods under various settings. The source code and models will be publicly available at https://github.com/alibaba-mmai-research/CLIP-FSAR.","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for CLIP-guided Prototype Modulating for Few-shot Action Recognition.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_3","","","arxiv:2303.02982","arxiv:2303.02982","4571804848027351162","","","related-papers-round3","","A1","false","false","false","false","A1/expansion-round3-registry.json | A1/paper-registry-complete.json","A1/expansion-round3-triage.jsonl"
"704","arxiv:2303.16084","3","HIGH","A1","Rethinking matching-based few-shot action recognition","arxiv:2303.16084","Few-shot action recognition, i.e. recognizing new action classes given only a few examples, benefits from incorporating temporal information. Prior work either encodes such information in the representation itself and learns classifiers at test time, or obtains frame-level features and performs pairwise temporal matching. We first evaluate a number of matching-based approaches using features from spatio-temporal backbones, a comparison missing from the literature, and show that the gap in performance between simple baselines and more complicated methods is significantly reduced. Inspired by this, we propose Chamfer++, a non-temporal matching function that achieves state-of-the-art results in few-shot action recognition. We show that, when starting from temporal features, our parameter-free and interpretable approach can outperform all other matching-based and classifier methods for one-shot action recognition on three common datasets without using temporal information in the matching stage. Project page: https://jbertrand89.github.io/matching-based-fsar","high","A1","1","A1=high","A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Rethinking matching-based few-shot action recognition.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.","A1=true","expansion_round_1","","","arxiv:2303.16084","arxiv:2303.16084","99986376223958472","","","related-citers","","A1","false","false","false","false","A1/expansion-inspection-manifest.json | A1/expansion-registry.json | A1/paper-registry-complete.json","A1/expansion-triage.jsonl"
"717","arxiv:2304.13705","3","HIGH","A1 | A4 | A5 | A6 | A7 | A8","Learning Fine-Grained Bimanual Manipulation with Low-Cost Hardware","arxiv:2304.13705","Fine manipulation tasks, such as threading cable ties or slotting a battery, are notoriously difficult for robots because they require precision, careful coordination of contact forces, and closed-loop visual feedback. Performing these tasks typically requires high-end robots, accurate sensors, or careful calibration, which can be expensive and difficult to set up. Can learning enable low-cost and imprecise hardware to perform these fine manipulation tasks? We present a low-cost system that performs end-to-end imitation learning directly from real demonstrations, collected with a custom teleoperation interface. Imitation learning, however, presents its own challenges, particularly in high-precision domains: errors in the policy can compound over time, and human demonstrations can be non-stationary. To address these challenges, we develop a simple yet novel algorithm, Action Chunking with Transformers (ACT), which learns a generative model over action sequences. ACT allows the robot to learn 6 difficult tasks in the real world, such as opening a translucent condiment cup and slotting a battery with 80-90% success, with only 10 minutes worth of demonstrations. Project website: https://tonyzhaozh.github.io/aloha/","high","A1 | A4 | A5 | A6 | A7 | A8","6","A1=low | A4=medium | A5=high | A6=high | A7=high | A8=medium","A1=The abstract does not expose a clear temporal mechanism connected to the lane. | A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility. | A5=Fine manipulation tasks, such as threading cable ties or slotting a battery, are notoriously difficult for robots because they require precision, careful coordination of contact forces, and closed-loop visual feedback. | A6=Estimates demonstration quality or latent expertise to filter, weight, or optimize learning from mixed-quality experience. | A7=Fine manipulation tasks, such as threading cable ties or slotting a battery, are notoriously difficult for robots because they require precision, careful coordination of contact forces, and closed-loop visual feedback. | A8=Low-cost bimanual hardware collects synchronized demonstrations and learns fine-grained action representations for dexterous tasks.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training. | A4=It is directly or plausibly transferable to selecting robot experience for policy learning. | A5=This curriculum neighbor tests whether the expansion adds a reusable mechanism for controlling robot experience in policy training. | A6=Offers a reusable mechanism for converting sequential experience into better policy or data decisions. | A7=It provides a route to reuse heterogeneous experience across embodiments or data sources. | A8=It shows how affordable heterogeneous hardware can broaden the representation and embodiment coverage of a fleet.","A1=false | A4=true | A5=true | A6=true | A7=true | A8=false","expansion_round_1 | expansion_round_2","","","arxiv:2304.13705 | paper:4093597848784466370 | paperid:4093597848784466370","arxiv:2304.13705","4093597848784466370","","","related-papers | related-references | similar","","A1","false","false","false","true","A1/expansion-registry.json | A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json | A4/expansion/round3/registry.jsonl | A4/expansion/round4/registry.jsonl | A5/expansion/raw/round2-references.json | A5/expansion/raw/round2-similar.json | A6/expansion/canonical-pool.jsonl | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl","A1/expansion-triage.jsonl | A4/expansion/all-new-expansion-triage.jsonl | A5/expansion/round2-triage.jsonl | A6/expansion/triage.jsonl | A7/work/expansion-triage.jsonl | A8/work/expansion-triage.jsonl"
"730","arxiv:2305.16309","3","HIGH","A7","Imitating Task and Motion Planning with Visuomotor Transformers","arxiv:2305.16309","Imitation learning is a powerful tool for training robot manipulation policies, allowing them to learn from expert demonstrations without manual programming or trial-and-error. However, common methods of data collection, such as human supervision, scale poorly, as they are time-consuming and labor-intensive. In contrast, Task and Motion Planning (TAMP) can autonomously generate large-scale datasets of diverse demonstrations. In this work, we show that the combination of large-scale datasets generated by TAMP supervisors and flexible Transformer models to fit them is a powerful paradigm for robot manipulation. To that end, we present a novel imitation learning system called OPTIMUS that trains large-scale visuomotor Transformer policies by imitating a TAMP agent. OPTIMUS introduces a pipeline for generating TAMP data that is specifically curated for imitation learning and can be used to train performant transformer-based policies. In this paper, we present a thorough study of the design decisions required to imitate TAMP and demonstrate that OPTIMUS can solve a wide variety of challenging vision-based manipulation tasks with over 70 different objects, ranging from long-horizon pick-and-place tasks, to shelf and articulated object manipulation, achieving 70 to 80% success rates. Video results and code at https://mihdalal.github.io/optimus/","high","A7","1","A7=high","A7=Imitation learning is a powerful tool for training robot manipulation policies, allowing them to learn from expert demonstrations without manual programming or trial-and-error.","A7=It provides a route to reuse heterogeneous experience across embodiments or data sources.","A7=true","expansion_round_1","","","arxiv:2305.16309","","","","","references","","A7","false","false","false","false","A7/work/expansion-read-manifest.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl","A7/work/expansion-triage.jsonl"
